	IDRegent	IDBron	deel en paginanummer
0	1	2	IV, 194.
1	1	13	63.
2	1	48	20-22 en 26.
3	1	57	76.
4	1	236	1703-1707, 1714-1720, 1721-1730.
5	1	116	263.
6	2	13	63.
7	2	68	Grafelijkheidsrekenkamer Registers, inv.nr. 5, f. 190v.
8	3	68	Pieter Steyn, inv.nr. 478.
9	4	13	63-64.
10	4	16	248.
11	4	274	5251-5253.
12	5	8	LIX.
13	5	10	450.
14	5	13	63.
15	5	150	370
16	5	68	Grafelijkheidsrekenkamer Registers, inv.nr. 6, f. 15v.
17	5	116	265.
18	6	13	63-64.
19	6	68	Grafelijkheidsrekenkamer Rekeningen, inv.nrs. 4625, f. 1v.
20	7	10	459.
21	7	13	63.
22	8	13	63-64.
23	8	68	Pieter Steyn, inv.nr. 478. Grafelijkheidsrekenkamer Registers, inv.nr. 492, f. 179r-v.
24	9	13	63-64.
25	9	68	Grafelijkheidsrekenkamer Registers, inv.nrs. 494, f. 24r-v en f. 226v-227r. en 495, f. 101v-102v.
26	9	111	aantekeningen W. van der Pas.
27	10	13	64.
28	10	68	Grafelijkheidsrekenkamer Registers, inv.nr. 494, f. 18r-v.
29	11	8	LXIII.
30	11	13	63.
31	11	68	Grafelijkheidsrekenkamer Registers, inv.nr. 492, f. 39r-v.
32	12	6	324.
33	12	13	64.
34	12	68	Grafelijkheidsrekenkamer Registers, inv.nr. 494, f. 24r-v en f. 62v-63r.
35	13	13	63-64.
36	13	68	Grafelijkheidsrekenkamer Registers, inv.nr. 494, f. 118r-v.
37	13	112	223.
38	14	13	63-64.
39	14	68	Grafelijkheidsrekenkamer Registers, inv.nrs. 492, f. 143v-144v, 494, f. 223r-v en 495, f. 233v-235v.
40	15	13	63.
41	15	68	Grafelijkheidsrekenkamer Registers, inv.nr. 494, f. 173v-174r en f. 219r-v.
42	17	13	63-64.
43	17	18	17.
44	17	39	Financiële instellingen van de landsheer en van de Staten van Utrecht, inv.nr. 29.
45	17	68	Grafelijkheidsrekenkamer Registers, inv.nrs. 494, f. 183v-184r en f. 220v-221r, en 625.
46	17	111	aantekeningen W. van der Pas.
47	18	13	63.
48	18	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 101v-102v.
49	19	13	64.
50	19	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 102v-103v en f. 130v-131r.
51	20	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 228r-229r.
52	21	13	64.
53	21	68	Grafelijkheidsrekenkamer Registers, inv.nrs. 495, f. 156v-157r, f. 230v-231v en f. 233v-235v, 625 en 1570. Pieter Steyn, inv.nr. 478.
54	22	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 162r-v. Pieter Steyn, inv.nr. 478.
55	23	8	LXIV.
56	23	68	Pieter Steyn, inv.nr. 478. Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 243v-244v.
57	25	68	Pieter Steyn, inv.nr. 478.
58	26	274	374-407, 408, 409, 1782-1815, 1941-1959, 2013-2022, 3294 , 5243. Pieter Steyn, inv.nr. 478.
59	27	6	323.
60	27	8	XLVIII.
61	27	68	Grafelijkheidsrekenkamer Rekeningen, inv.nrs. 625 en 1570. Pieter Steyn, inv.nr. 478.
62	27	116	272.
63	28	68	Pieter Steyn, inv.nr. 478.
64	29	6	319.
65	29	127	22 (1929-1930) 96-97.
66	31	6	140.
67	31	68	Pieter Steyn, inv.nr. 478.
68	32	68	Pieter Steyn, inv.nr. 478.
69	33	40	536.
70	33	68	Pieter Steyn, inv.nr. 478.
71	35	6	141.
72	35	68	Pieter Steyn, inv.nr. 478.
73	35	112	223.
74	36	13	64.
75	36	274	4625, 5249-5250.
76	37	272	1222-1236.
77	38	13	64.
78	38	68	Grafelijkheidsrekenkamer Registers, inv.nr. 494, f. 40v-41r.
79	39	13	64.
80	39	68	Grafelijkheidsrekenkamer Registers, inv.nr. 494, f. 144v-145r.
81	40	13	
82	40	68	Grafelijkheidsrekenkamer Registers, inv.nr. 5, f. 191r.
83	41	10	491.
84	41	13	63-64.
85	41	68	Grafelijkheidsrekenkamer Registers, inv.nr. 3, f. 137r.
86	44	8	LIX.
87	44	9	413.
88	44	116	269.
89	45	6	319.
90	45	107	2445.
91	46	11	113.
92	46	68	Handschriften Derde Afdeling, inv.nr. 815.
93	47	274	5247-5428.
94	48	13	64.
95	48	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 156v-157r.
96	49	72	29 nr. 49.
97	49	92	401.
98	50	274	5337.
99	51	13	66 noot 38.
100	51	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 141r-142r en f. 246v-247r.
101	52	13	64.
102	52	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 129r-v en f. 162r-v.
103	53	6	58 en 111.
104	53	8	LIX en LXIII.
105	53	13	64.
106	53	299	32-37.
107	54	8	XXXIV en XLVII.
108	54	9	414-415.
109	54	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 239r-v.
110	54	116	280.
111	55	68	Grafelijkheidsrekenkamer Registers, inv.nr. 495, f. 60r-v.
112	57	10	467.
113	57	13	63-64.
114	58	2	VII, 379.
115	58	11	71 met afb.
116	59	8	LIX.
117	59	299	38-45.
118	59	116	263.
119	60	8	LIX.
120	60	68	Hof van Holland, inv.nrs. 46-48, 1690 binnenzijde omslag, 1690-1697, 3282-3287.
121	62	8	XLIX.
122	62	116	265.
123	64	116	271.
124	65	107	4790.
125	68	8	XLVI, LV en LVII.
126	68	18	20.
127	68	116	265.
128	69	8	XLV en LV.
129	69	57	84.
130	69	274	4434-4435.
131	69	116	270.
132	71	2	VIII, 1137.
133	71	8	XLVII, LV en LVII.
134	71	18	16 en 20.
135	71	116	273.
136	72	8	XLVII, LVI en LVII.
137	72	18	15.
138	72	116	277.
139	73	8	XLVII, LVI en LVII.
140	73	40	464.
141	74	8	XLVII, LVI en LVII.
142	75	8	XLVIII, LVI en LVII.
143	76	8	LVI.
144	77	8	LVI.
145	78	8	LVI.
146	78	76	53.
147	78	116	266.
148	79	8	LVI.
149	80	8	LV en LXIII.
150	81	8	LV.
151	82	8	LV.
152	83	8	XLV en LV.
153	84	8	XLIX en LVII.
154	84	116	274.
155	86	2	II, 987.
156	86	8	LVII.
157	86	76	43, 45, 52 en afb. op 47.
158	86	116	275.
159	87	8	LVII.
160	88	195	12.
161	89	8	LIX en LXIII.
162	90	8	LIX en LXII.
163	90	10	450.
164	90	116	265.
165	91	8	XLV.
166	91	57	82-83.
167	91	274	335-344, 1744-1753, 1903-1912, 3404-3406, 3537, 4920.
168	91	116	269.
169	92	2	VII, 37.
170	92	8	XLV.
171	92	116	263.
172	93	8	XLV.
173	94	8	XLV.
174	94	57	77.
175	95	8	XLV.
176	96	8	XLV.
177	96	48	26.
178	96	57	78.
179	96	116	267.
180	97	8	XLV.
181	97	48	26.
182	97	57	101.
183	98	2	I, 772.
184	98	8	XLV.
185	98	57	79/80.
186	98	116	268.
187	99	8	XLV.
188	99	57	86.
189	100	8	XLV.
190	100	57	84-85.
191	101	8	XLV en LIV.
192	101	48	26.
193	101	57	93.
194	102	8	XLV.
195	103	8	XLV.
196	104	8	XLV en LIX.
197	104	58	12.
198	104	112	223.
199	104	116	273.
200	106	2	VII, 34.
201	106	6	318.
202	106	8	XXXIV en XLVI.
203	106	60	264.
204	106	116	263.
205	107	2	VIII, 1190.
206	107	8	XXXIV en XLVIII.
207	107	88	238.
208	107	91	16.
209	107	116	275.
210	108	2	III, 914.
211	108	8	XXXIV en XLVII.
212	108	116	275.
213	109	2	X, 306.
214	109	8	XLVII.
215	109	16	261.
216	109	19	69.
217	109	27	VII, 662.
218	110	2	n
219	110	8	XXXII en XLVII.
220	110	16	288.
221	110	18	11.
222	110	20	271.
223	110	116	266.
224	111	2	II, 1264.
225	111	8	XLVII.
226	111	20	277.
227	111	52	I (1576-1577) 153.
228	111	116	278.
229	112	2	II, 1336.
230	112	8	XLVII.
231	112	116	279.
232	113	8	XXXII en XLVII.
233	113	16	327.
234	113	18	11.
235	113	23	301.
236	113	116	280.
237	114	8	XLVII.
238	115	8	XLVII.
239	115	18	16 en 20.
240	115	37	II, 1052.
241	116	2	VIII, 201.
242	116	8	XXXII en XLVII.
243	116	195	12.
244	116	18	12.
245	116	116	265.
246	117	8	XLVII.
247	118	8	XLVII.
248	119	8	XLVII.
249	120	8	XLVII.
250	120	188	557-559.
251	121	8	XLVII.
252	122	2	I, 1539.
253	122	8	XXXII, XXXIII en XLVII.
254	122	14	259.
255	122	16	289.
256	122	18	12.
257	123	8	XLVII.
258	124	8	XLVI.
259	124	16	285.
260	124	37	I, 242.
261	124	42	716 en 723.
262	125	8	XLVI.
263	126	8	XLVI en LIX.
264	126	39	Huis Zuilen, inv.nr. 854.
265	128	8	XLVI.
266	129	8	XLVI.
267	130	8	XXXII en XLVI.
268	130	16	271.
269	130	17	9.
270	130	18	11.
271	130	23	243.
272	130	27	I, 653.
273	130	116	272.
274	133	8	XLVI.
275	134	8	LIX en LXIII.
276	135	8	LXIII.
277	136	8	LXIII.
278	137	8	LXIII.
279	138	8	LXIII.
280	139	8	LXIII.
281	139	274	4461-4485, 4486.
282	141	8	LIX en LXIII.
283	141	116	279.
284	144	8	LXIII en LXIV.
285	145	8	LXIII.
286	146	8	LIX en LXIII.
287	147	8	LXIII.
288	149	8	LXIII.
289	150	8	LXIII.
290	150	66	(1888) 47-48.
291	150	68	Grafelijkheidsrekenkamer Registers, inv.nr. 530A, f. 34-35, f. 53-54 en f. 64v-65.
292	150	102	3 (nrs. 7-18) en 14 (nrs. 51-52).
293	153	8	LXIII.
294	156	8	XLI en LXI.
295	156	10	454.
296	156	13	63.
297	157	8	XLIV.
298	157	10	467.
299	157	13	63.
300	157	57	86.
301	157	116	271
302	158	10	487.
303	160	149	475.
304	161	195	11.
305	162	195	11..
306	163	195	11.
307	166	195	11.
308	167	195	11.
309	168	195	11, 12.
310	169	35	37.
311	171	195	11; 12.
312	172	195	11.
313	173	195	12.
314	175	195	12.
315	176	195	12.
316	177	195	12.
317	178	195	12.
318	180	195	12.
319	181	195	12.
320	182	195	12.
321	183	26	74.
322	183	39	Huis Zuilen, inv.nr. 853.
323	184	195	12.
324	185	195	12.
325	186	195	12.
326	187	195	12.
327	188	195	12.
328	189	195	12.
329	190	195	12.
330	191	195	12.
331	192	195	12.
332	193	195	12.
333	194	195	12.
334	195	14	50.
335	196	195	12.
336	197	195	12.
337	198	195	12.
338	199	195	12.
339	200	195	12.
340	201	195	12.
341	202	195	12.
342	202	26	63 en 75.
343	203	195	12.
344	204	195	12.
345	205	195	12.
346	207	8	LXIV.
347	210	8	LXIV.
348	217	8	LXIV.
349	217	274	4490-4491.
350	217	76	50, 53 en 55.
351	219	8	LXIV.
352	222	48	26.
353	222	57	72.
354	222	58	1.
355	222	236	1601-1602.
356	222	116	262.
357	224	273	706A.
358	225	8	XLIX.
359	226	8	XLIX.
360	227	8	XLIX.
361	227	116	266.
362	228	8	XLIX.
363	228	116	265.
364	229	8	XLIX.
365	230	2	I, 771.
366	230	6	321.
367	230	8	XLIX.
368	230	60	264.
369	230	116	268.
370	231	8	XLIX.
371	231	116	273.
372	232	6	320.
373	232	8	XLIX.
374	232	116	266.
375	233	8	XLIX.
376	234	8	XLIX.
377	234	116	273.
378	235	8	XLIX.
379	235	116	271.
380	236	8	XLIX.
381	236	116	272.
382	237	8	XLIX.
383	238	8	XLIX.
384	238	116	268.
385	239	2	I, 1315.
386	239	8	XXXIII en XLIX.
387	243	2	II, 46.
388	247	421	.
389	251	16	250.
390	251	23	191.
391	253	420	.
392	261	16	284.
393	261	39	Huis Zuilen, inv.nr. 841.
394	265	444	1.
395	266	420	.
396	267	444	2.
397	270	16	.
398	273	444	4-5.
399	276	444	7.
400	283	444	9.
401	288	16	235.
402	321	16	320.
403	327	2	III, 914.
404	327	16	260.
405	327	27	VII, 656.
406	327	40	434-435 en 456.
407	327	112	217.
408	332	432	13.
409	334	16	247.
410	339	153	380
411	343	2	III, 335.
412	343	16	257.
413	343	274	3859-3874.
414	346	16	230.
415	346	23	219.
416	347	425	p. 69
417	348	238	549.
418	349	425	p. 69.
419	350	16	227.
420	350	27	II, 16.
421	351	428	374.
422	360	153	443.
423	364	16	243.
424	364	23	175.
425	364	60	264.
426	366	2	I, 1073.
427	366	8	XXXII en XLVI.
428	366	16	287.
429	366	23	272.
430	366	116	275.
431	367	16	266.
432	369	2	III, 324.
433	369	16	257.
434	369	23	202.
435	369	26	57.
436	369	274	4005-4011.
437	370	8	XLVI.
438	370	18	14 en 20.
439	370	116	271.
440	371	2	III, 901.
441	371	8	XLVI.
442	371	18	14 en 20.
443	371	65	166 noot 4.
444	371	116	275.
445	375	140	p. 34.
446	380	149	475.
447	382	149	474.
448	383	140	p. 35.
449	384	140	p. 35.
450	385	153	545.
451	387	425	p. 68.
452	388	140	p. 35.
453	390	217	91.
454	390	171	91.
455	390	39	Financiële instellingen van de landsheer en van de Staten van Utrecht, inv.nr. 67.
456	391	439	.
457	401	424	XII, 54.
458	407	140	p. 34.
459	408	18	21.
460	408	37	II, 1053.
461	409	390	nr. 172.
462	419	429	20.
463	421	418	89.
464	424	2	IX, 90.
465	424	8	XXXIII.
466	424	18	12.
467	424	26	58.
468	424	116	270.
469	426	10	442.
470	426	19	6.
471	426	57	71.
472	426	116	262.
473	427	434	4.
474	429	433	6.
475	433	19	14.
476	435	421	.
477	443	8	XLII.
478	443	10	450.
479	443	19	24.
480	443	23	173.
481	443	46	afb. t.o. p. 64.
482	443	116	265.
483	446	10	464.
484	446	19	28.
485	446	23	180.
486	446	116	270.
487	449	436	94.
488	452	421	.
489	456	421	.
490	457	421	.
491	461	396	78.
492	470	2	III, 342.
493	470	8	XXXVI.
494	470	10	457.
495	470	116	268.
496	472	8	XXXIV.
497	472	19	69.
498	472	54	pl. 20.
499	472	116	269.
500	481	8	XLIII.
501	481	10	463.
502	481	19	79.
503	481	116	270.
504	498	444	15
505	499	444	14.
506	502	421	.
507	503	421	.
508	505	2	II, 955.
509	505	8	XLVI.
510	505	19	103.
511	506	421	.
512	513	10	486.
513	513	19	116.
514	522	434	75.
515	523	8	XLII.
516	523	10	488.
517	523	19	129.
518	523	48	26.
519	523	57	97-98.
520	523	116	278.
521	525	493	1.
522	527	522	nr. 1856.
523	539	2	VII, 1324.
524	539	8	XXXIV en XLI.
525	539	10	497.
526	539	116	281.
527	540	8	XXXIV en XLII.
528	540	10	464.
529	540	19	84.
530	540	116	270.
531	541	8	XXXII, XXXIV en XXXVI.
532	541	70	XXXV.
533	541	116	280.
534	542	2	X, 96.
535	542	10	447.
536	542	27	XI, 59.
537	542	116	264.
538	543	10	446.
539	543	116	264.
540	544	2	X, 95.
541	544	8	XXXII en XXXVII.
542	544	10	446.
543	544	116	264.
544	545	10	471.
545	545	116	272.
546	546	2	VIII, 1004.
547	546	10	470.
548	546	116	272.
549	547	10	471.
550	547	23	250.
551	547	116	272.
552	549	10	448.
553	549	23	160.
554	549	70	XXXV.
555	549	116	265.
556	550	2	VIII, 1004.
557	550	10	470.
558	550	23	246.
559	550	26	56.
560	550	46	337 en 446.
561	550	57	87.
562	550	116	272.
563	551	8	LV.
564	551	10	489.
565	551	116	278.
566	552	8	LV.
567	552	10	449.
568	552	116	263.
569	553	8	LV.
570	553	10	452.
571	553	116	266.
572	554	8	XLI en LV.
573	554	10	445.
574	555	8	XLII en LV.
575	555	10	497.
576	555	116	281.
577	556	2	V, 866.
578	556	8	XLII, LV en LIX.
579	556	10	502.
580	556	29	59.
581	556	116	282.
582	557	8	XLIII en LV.
583	557	10	455.
584	557	116	268.
585	558	8	LV.
586	558	10	474.
587	558	116	274.
588	559	8	LV en LXII.
589	559	10	482.
590	559	29	61.
591	559	48	26.
592	559	57	93.
593	559	116	268.
594	560	8	XLIV en LV.
595	560	10	486.
596	560	48	26.
597	560	57	96.
598	560	116	277.
599	562	8	XLIV en LVII.
600	562	10	450.
601	562	57	77.
602	562	116	265.
603	564	8	LXI.
604	564	10	485.
605	565	8	XL en LXI.
606	565	10	454.
607	566	10	449.
608	566	236	1596-1600, 1623(2x).
609	568	8	LIX en LXI.
610	568	10	487.
611	568	116	278.
612	569	8	LXI.
613	569	10	452.
614	570	8	LXI.
615	570	10	445.
616	571	8	LXII.
617	571	10	473.
618	572	8	LXI.
619	572	10	482.
620	573	8	LXI.
621	573	10	475.
622	574	8	LXII.
623	574	10	479.
624	575	2	V, 855.
625	575	8	XLII, LIX en LXI.
626	575	10	501.
627	575	116	282.
628	576	8	LIX en LXII.
629	576	10	483.
630	576	116	277.
631	577	8	LIX en LXII.
632	577	10	472.
633	578	8	LXI.
634	578	10	444.
635	580	8	LXI.
636	580	10	497.
637	581	8	LXI.
638	581	10	463.
639	582	8	XXXIX, LV en LXI.
640	582	10	488.
641	582	116	278.
642	583	8	LXI.
643	583	10	471.
644	584	8	LXI.
645	584	10	456.
646	585	8	LXI.
647	585	10	463.
648	586	8	LXII.
649	586	10	494.
650	587	8	LXII.
651	587	10	484.
652	587	236	1605, p. 154 nr. 1612, 2365.
653	588	8	XLI.
654	588	10	467.
655	588	116	266.
656	589	8	XLII.
657	589	10	480.
658	589	116	276.
659	590	8	XLII.
660	590	10	498.
661	590	116	281.
662	591	8	XLIII.
663	591	10	499.
664	591	116	282.
665	592	8	XLIII.
666	592	10	448.
667	592	116	264.
668	593	8	XLIV noot 5.
669	593	10	469.
670	593	23	242.
671	594	8	XLIV.
672	594	10	490.
673	594	57	99.
674	594	116	279.
675	595	8	XLI.
676	595	10	497.
677	595	37	I, 255.
678	595	116	281.
679	596	10	466.
680	598	10	498.
681	600	8	XXXVI.
682	600	10	500.
683	600	93	157.
684	600	116	282.
685	601	8	XLI en LIV.
686	601	10	474.
687	601	116	274.
688	603	2	
689	603	8	XLIV.
690	603	10	502.
691	603	116	282.
692	604	48	26.
693	604	57	74.
694	604	116	263.
695	605	2	VII, 1022.
696	605	8	XXXIX.
697	605	10	485.
698	605	116	277.
699	606	8	XLII.
700	606	10	475.
701	606	116	275.
702	607	8	XLII.
703	607	10	482.
704	607	116	277.
705	608	8	XLIII.
706	608	10	489.
707	608	57	98.
708	608	116	278.
709	609	8	XXXVIII.
710	609	10	492.
711	609	46	161.
712	609	116	280.
713	610	8	XLII.
714	610	10	462.
715	610	116	269.
716	611	10	441-442.
717	611	116	262.
718	612	8	XLIII.
719	612	10	480.
720	612	13	63.
721	612	68	Grafelijkheidsrekenkamer Registers, inv.nr. 3, f. 102r.
722	612	116	276.
723	613	2	
724	613	8	XLII.
725	613	10	496.
726	613	23	302.
727	613	48	26.
728	613	57	102-103.
729	614	2	III, 333.
730	614	10	456.
731	614	29	51.
732	614	57	80-81.
733	614	116	268.
734	615	8	XLIII.
735	615	10	495.
736	615	48	26.
737	615	57	101.
738	615	274	2916-2918, 3940-3941.
739	616	8	XLIV.
740	616	10	499.
741	616	57	104.
742	616	116	279.
743	617	10	441.
744	618	8	XL.
745	618	10	460.
746	618	116	269.
747	619	8	XXXVII.
748	619	10	477.
749	619	116	274.
750	620	2	X, 117.
751	620	10	451.
752	620	21	169.
753	620	42	719 en 744.
754	620	116	265.
755	621	8	XLII.
756	621	10	450.
757	621	116	265.
758	622	8	XXXVI.
759	622	10	499.
760	622	116	283.
761	623	2	VII, 33.
762	623	10	443.
763	623	21	170.
764	623	48	26.
765	623	57	74.
766	623	116	263.
767	624	8	XLI.
768	624	10	473.
769	624	21	170.
770	624	29	58-59.
771	624	116	273.
772	625	8	XXXVI.
773	625	10	461.
774	625	116	269.
775	627	8	XLII en LVII.
776	627	10	473.
777	627	116	273.
778	628	8	XXXVI.
779	628	10	445.
780	628	116	264.
781	629	2	X, 94.
782	629	8	XXXVI.
783	629	116	264.
784	631	116	262.
785	632	8	XXXVII.
786	632	10	464.
787	632	116	270.
788	633	10	465.
789	634	10	465.
790	635	2	VII, 728.
791	635	8	XXXVI.
792	635	10	468.
793	635	116	272.
794	636	8	XXXVI.
795	636	10	468.
796	636	116	270.
797	637	8	XXXVII.
798	637	10	469.
799	637	116	267.
800	638	8	XXXVII.
801	638	10	474.
802	638	116	274.
803	639	8	XXXVI.
804	639	10	476.
805	639	116	274.
806	640	10	478.
807	641	8	XXXVIII.
808	641	10	477.
809	642	8	XXXVIII en LIV.
810	642	10	479.
811	642	116	276.
812	644	8	XXXVIII.
813	644	10	493.
814	645	2	II, 1522.
815	645	8	XXXVII.
816	645	10	495.
817	646	8	XL.
818	646	10	501.
819	646	116	282.
820	647	2	II, 1265.
821	647	8	XLVI.
822	647	20	276.
823	647	116	278.
824	655	149	475.
825	666	140	p 34, 38.
826	667	149	475.
827	683	149	476.
828	685	420	.
829	695	420	.
830	698	420	.
831	701	487	241.
832	702	420	.
833	704	421	.
834	706	444	5.
835	707	21	168.
836	711	149	475.
837	712	21	169.
838	713	420	.
839	716	487	177.
840	718	8	XXXVI.
841	718	10	453.
842	718	116	267.
843	720	152	198.
844	722	149	474.
845	728	420	.
846	731	421	.
847	732	421	.
848	735	420	.
849	736	420	.
850	746	217	p. 254.
851	747	140	p. 35.
852	748	436	94
853	749	444	5-6.
854	750	140	P. 35.
855	751	238	62.
856	756	21	172.
857	760	420	.
858	764	444	2.
859	765	426	.
860	766	217	98.
861	768	21	173.
862	770	149	475.
863	771	420	.
864	777	420	.
865	782	238	162.
866	784	217	p. 249.
867	786	149	474, 475.
868	788	426	.
869	789	140	p. 34.
870	796	238	735.
871	797	426	.
872	799	436	117.
873	802	436	112.
874	812	21	178.
875	812	23	169.
876	813	420	.
877	815	238	433.
878	816	238	500.
879	821	2	III, 325.
880	821	21	177.
881	821	23	204.
882	823	420	.
883	830	8	LXIII.
884	830	57	72.
885	833	149	476.
886	834	140	p. 34.
887	835	516	nr. 747, 749, 837.
888	836	140	p. 34.
889	837	140	p. 35, 39.
890	838	401	nr. 251, f. 16v.
891	839	217	p. 241.
892	840	140	p. 34, 35.
893	852	2	III, 342.
894	852	10	458.
895	852	19	67.
896	852	23	207.
897	852	29	49.
898	863	420	.
899	869	420	.
900	873	149	475.
901	874	8	XLV en LV.
902	874	48	26.
903	874	57	105.
904	874	274	4046-4048, 4422A, 4431.
905	874	116	282.
906	878	420	.
907	886	91	1-25.
908	904	8	XLVIII.
909	904	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625.
910	905	8	XLVIII.
911	905	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625. Grafelijkheidsrekenkamer Rekeningen, inv.nr. 4028.
912	906	8	XLVIII.
913	906	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625.
914	906	116	267.
915	907	8	XLVIII.
916	907	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625.
917	908	8	XLVIII.
918	908	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625.
919	908	116	276.
920	909	6	320.
921	909	8	XLVIII.
922	909	40	468.
923	909	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625.
924	909	116	267.
925	910	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625.
926	911	8	XLVIII.
927	911	68	Grafelijkheidsrekenkamer Registers, inv.nr. 625.
928	912	8	XLVIII.
929	912	536	nrs. 140, 652, 826, 835-838.
930	912	546	nr. 625.
931	921	8	XLIV en LIV.
932	921	10	459.
933	921	57	83.
934	923	8	XLVIII.
935	924	8	XLVIII.
936	924	112	224.
937	925	8	XLVIII.
938	926	6	324.
939	926	8	XLVIII.
940	926	116	273.
941	927	6	324.
942	927	8	XLVIII.
943	927	116	276.
944	929	8	XLVIII.
945	929	116	268.
946	936	10	454.
947	955	2	III, 926.
948	955	57	90-91.
949	955	116	276.
950	956	6	102.
951	956	8	XLVI.
952	956	58	7.
953	960	6	102, 320.
954	962	444	9.
955	964	14	255 noot 1.
956	965	444	35.
957	973	496	nr. 391.
958	975	48	26.
959	975	57	77.
960	975	274	4434, 4625.
961	976	444	36.
962	998	407	nr. 18.
963	1003	6	114.
964	1007	421	.
965	1010	160	701.
966	1013	421	.
967	1014	421	.
968	1017	430	203.
969	1023	2	VII, 38.
970	1023	8	XLII.
971	1023	116	263.
972	1024	10	441.
973	1024	57	71.
974	1024	116	262.
975	1025	10	441.
976	1026	2	VII, 27.
977	1026	8	XXXVIII.
978	1026	10	442.
979	1027	10	444.
980	1028	10	445.
981	1029	10	453.
982	1030	10	455.
983	1031	10	455.
984	1032	8	XLIV.
985	1032	10	455.
986	1032	57	79.
987	1032	116	268.
988	1033	10	456.
989	1034	8	XXXIX.
990	1034	10	456.
991	1035	8	XL
992	1035	10	458.
993	1035	116	269.
994	1036	8	XLI.
995	1036	10	459.
996	1037	10	462.
997	1038	10	463.
998	1039	10	466.
999	1040	10	466.
1000	1041	8	XLIV.
1001	1041	10	466.
1002	1042	8	XXXVII.
1003	1042	10	467.
1004	1043	8	XL.
1005	1043	10	470.
1006	1044	8	XXXVIII
1007	1044	10	476.
1008	1045	8	XLI.
1009	1045	10	478.
1010	1045	46	555.
1011	1046	2	II, 980.
1012	1046	8	XXXVII.
1013	1046	10	478.
1014	1047	8	XLIV.
1015	1047	10	479.
1016	1048	10	479.
1017	1050	8	XLIV.
1018	1050	10	481.
1019	1051	8	XL.
1020	1051	10	481.
1021	1052	8	XXXVIII.
1022	1052	10	483.
1023	1053	8	XLIII.
1024	1053	10	484.
1025	1055	2	II, 1126.
1026	1055	8	XL.
1027	1055	10	485.
1028	1056	10	485.
1029	1057	10	486.
1030	1058	8	XXXVIII.
1031	1058	10	487.
1032	1059	8	XLIV.
1033	1059	10	487.
1034	1060	8	XXXVI.
1035	1060	10	490.
1036	1061	10	491.
1037	1062	8	XXXVIII.
1038	1062	10	491.
1039	1063	8	XLI, LIV en LXI.
1040	1063	10	494.
1041	1063	116	281.
1042	1064	2	II, 1528.
1043	1064	8	XXXVII.
1044	1064	10	496.
1045	1065	8	XLIII.
1046	1065	10	499.
1047	1071	217	p. 198.
1048	1073	429	14.
1049	1077	429	3, 43.
1050	1078	428	378-383.
1051	1079	140	p 34.
1052	1080	428	377.
1053	1081	140	p. 35, 39.
1054	1082	140	p. 34, 38.
1055	1083	217	p. 256.
1056	1089	428	369.
1057	1095	10	454.
1058	1098	420	.
1059	1105	428	361.
1060	1110	421	.
1061	1111	425	p. 68.
1062	1116	427	324.
1063	1118	474	inleiding.
1064	1119	421	.
1065	1122	496	nr. 198.
1066	1123	420	.
1067	1124	532	nrs. 49, 56, 58.
1068	1126	496	nrs. 391
1069	1130	8	XLIV.
1070	1130	48	26.
1071	1130	57	100.
1072	1130	116	279.
1073	1131	8	XLVI en LVII.
1074	1131	48	26.
1075	1131	57	95.
1076	1132	8	XLIV.
1077	1132	48	26.
1078	1132	57	94.
1079	1146	2	I, 519.
1080	1146	55	11-44.
1081	1146	58	29.
1082	1146	132	27 (1973) 329.
1083	1154	136	9.
1084	1202	6	323.
1085	1202	60	264 en 339.
1086	1202	68	Handschriften Derde Afdeling, inv.nr. 815.
1087	1218	447	nr. 662.
1088	1219	134	343.
1089	1219	135	I, 47.
1090	1221	517	nr. 1058.
1091	1228	444	12-14.
1092	1234	421	.
1093	1242	464	regest 1.
1094	1245	465	regest 22.
1095	1247	517	nr. 1006, 1020.
1096	1248	447	nr. 304.
1097	1249	2	I, 1307.
1098	1249	52	I (1576-1577) 153.
1099	1251	517	nr. 964.
1100	1277	8	XLIV.
1101	1277	57	84.
1102	1278	8	XLV.
1103	1278	57	85.
1104	1278	116	271.
1105	1279	8	XLIV.
1106	1279	57	88.
1107	1279	116	275.
1108	1281	8	XLIV.
1109	1281	57	92.
1110	1289	496	nr. 202.
1111	1290	27	IV, 923-924.
1112	1307	487	215.
1113	1316	140	p. 35.
