	IDRegent	IDBron	deel en paginanummer
297	141	18	299.
298	142	2	140.
299	142	4	X, 34.
300	142	9	71.
301	142	12	VIII, 960.
302	142	18	172.
303	143	10	1730.
304	143	18	304.
305	144	10	780.
306	145	10	1012.
307	145	23	236.
308	146	10	583.
309	149	10	1133.
310	150	10	810.
311	153	10	795.
312	159	10	571.
313	162	10	1529.
314	163	10	628.
315	164	10	200.
316	165	10	1091.
317	166	4	I, 8.
318	166	9	99.
319	166	12	IV, 5.
320	174	8	45 (1952) 116.
321	174	12	VII, 1188.
322	175	10	866.
323	176	8	43 (1950) 237.
324	176	12	III, 1066.
325	176	17	412.
326	177	4	VII, 5.
327	178	2	158.
328	179	12	VII, 763.
329	180	4	VIII, 251.
330	180	8	87 (1998) 609.
331	180	9	79.
332	180	12	III, 802.
333	181	2	249.
334	181	5	315.
335	181	8	46 (1953), 186.
336	181	9	83.
337	181	12	IX, 1239.
338	181	20	41.
339	182	2	69.
340	182	5	84.
341	182	9	107.
342	183	2	88.
343	183	19	88.
344	184	2	194.
345	184	9	145.
346	186	4	VII, 112.
347	186	15	17.
348	186	20	430.
349	188	2	256.
350	188	9	135.
351	188	20	277.
352	188	26	361.
353	189	8	88 (1999) 153.
354	197	4	II, 180.
355	197	9	137.
356	197	12	I, 358.
357	198	10	1348.
358	199	10	1435.
359	200	10	730.
360	201	10	194.
361	203	10	1138.
362	207	4	XII, 100.
363	207	9	57.
364	207	10	1752.
365	208	4	XI, 41.
366	208	9	95.
367	208	12	V, 1001.
368	209	4	VII, 53.
369	209	9	77.
370	209	12	IX, 513.
371	221	10	963.
372	221	18	166.
373	222	4	II, 403.
374	222	8	79 (1988) 515.
375	222	9	87.
376	222	12	VII, 211.
377	223	12	VIII 377.
378	224	9	53.
379	230	4	IV, 23.
380	230	6	no. 885
381	230	9	73.
382	230	10	1701.
383	230	12	VIII 364.
384	230	20	313.
385	230	23	261.
386	231	2	186.
387	231	9	69.
388	231	10	1701.
389	231	12	X, 744.
390	231	23	261.
391	232	4	X, 56.
