	IDRegent	IDBron	deel en paginanummer
392	232	9	54.
393	232	10	1701.
394	232	12	IV, 838.
395	232	23	261.
396	237	12	IX, 291.
397	239	10	1204.
398	244	4	XII, 63.
399	244	12	IV, 1458.
400	245	4	VII, 20.
401	248	12	V, 514.
402	250	4	II, 466.
403	250	12	I, 498.
404	252	4	VIII, 100.
405	256	10	865.
406	269	9	87.
407	272	10	1430.
408	273	10	1438.
409	275	8	46 (1953) 49.
410	275	9	70.
411	275	20	26.
412	276	9	146.
413	276	12	IV, 1141.
414	278	8	45 (1952) 477.
415	279	8	89 (2000/2001) 242.
416	280	12	IX, 165.
417	283	4	VIII, 276.
418	283	7	38 (1952) 253.
419	293	7	48 (1962) 96.
420	293	12	IX, 216.
421	294	4	II, 278.
422	294	8	79 (1988) 190.
423	294	9	138.
424	294	19	210.
425	296	12	II, 175.
426	298	8	46 (1953) 65.
427	298	12	II, 1492.
428	299	8	44 (1951) 452.
429	299	12	II, 1337.
430	300	8	88 (1999) 441.
431	300	9	159.
432	301	4	XI, 74.
433	301	8	45 (1952) 488.
434	302	16	287.
435	304	2	106.
436	304	8	84 (1994) 286.
437	304	9	67.
438	304	12	VIII, 722.
439	309	4	II, 451.
440	309	9	104.
441	309	12	I, 487.
442	310	10	1139.
443	313	5	533.
444	313	9	98.
445	313	12	IV, 576.
446	314	4	VI, 20.
447	314	8	84 (1994) 86.
448	314	12	VI, 667.
449	315	12	VIII, 784.
450	315	16	286.
451	316	9	133.
452	316	12	IV, 1289.
453	317	2	37.
454	317	3	no. 4009
455	317	12	I, 345.
456	317	16	283.
457	318	2	195.
458	318	8	43 (1950) 237.
459	318	12	III, 1065.
460	319	2	150.
461	319	12	VIII, 1019.
462	320	2	34.
463	320	4	II, 150.
464	320	5	522.
465	320	12	III, 106.
466	321	9	143.
467	322	2	240.
468	322	4	XI, 50.
469	322	8	46 (1953) 35.
470	322	9	83.
471	322	12	IX, 1194.
472	323	4	II, 369.
473	323	9	60.
474	323	12	VII, 195.
475	323	20	43.
476	326	4	bijvoegsel, 68.
477	326	7	36 (1950) 116, 123.
478	326	9	140.
479	326	12	I, 733.
480	326	15	21.
481	326	16	285.
482	327	2	125.
483	327	7	77 (1993) 341.
484	327	12	VIII, 870.
485	327	16	287.
486	328	2	134.
487	328	4	VII, 66.
488	328	7	52 (1966) 221.
489	328	12	I, 1228.
490	328	16	287.
491	329	2	181.
492	329	16	290.
493	330	2	255.
494	330	12	X, 1169.
495	330	16	291.
496	332	8	44 (1951) 384.
497	332	9	150.
498	332	12	X, 930.
499	333	2	97.
500	333	15	17.
501	333	16	286.
502	334	8	90 (2002/2003) 314.
503	334	12	V, 555.
504	335	4	I, 8.
505	335	12	IV, 1.
506	335	15	16.
507	336	2	250.
508	336	4	XI, 118.
509	336	6	no. 889
510	336	8	46 (1953), 171.
511	336	9	97.
512	336	12	IX, 1240.
513	337	2	137.
514	337	4	X, 20.
515	337	7	29 (1943) 244.
516	337	9	77.
517	337	12	VIII, 948.
518	337	15	17.
519	338	16	285.
520	339	16	289.
521	340	2	120.
522	340	4	VI, 368.
523	341	16	284.
524	342	4	VII, 127.
525	342	7	11 (1920) 133.
526	343	2	150.
527	343	7	84 (2002) 181.
528	343	12	IX, 588.
529	344	4	IX, 18.
530	344	5	562.
531	344	12	V, 430.
532	345	2	202.
533	345	4	X, 166.
534	345	5	569.
535	345	9	129.
536	346	4	VII, 66.
537	346	8	83 (1993) 245.
538	346	9	140.
539	346	12	VIII, 612.
540	349	2	205.
541	349	4	X, 83.
542	349	12	II, 1274.
543	349	15	19.
544	350	12	IX, 1102.
545	350	16	290.
546	351	4	IX, 26.
547	354	16	280.
548	356	19	106.
549	358	5	555.
550	358	9	151.
551	359	3	no. 4384
552	359	4	II, 311.
553	359	12	IV, 241.
554	360	16	287.
555	361	16	286.
556	361	17	383.
557	362	7	47 (1961) 207.
558	362	16	288.
559	364	4	V, 30.
560	364	8	82 (1992) 234.
561	364	12	I, 805.
562	364	16	285.
563	365	16	288.
564	366	3	no. 4435
565	368	2	66.
566	368	3	no. 1708
567	368	7	78 (1994) 20.
568	370	6	no. 891
569	371	9	135.
570	372	5	459.
571	372	16	289.
572	372	19	222.
573	374	9	146.
574	374	24	20.
