	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode
3287	2464			1.0	1.0	Florekijn	0					0		0		0
3288	2038	Poppenz.		1.0	1.0	Hendrik	0					0	1357.0	0		0
3289	2460	Bliec		1.0	3.0	Betto	0					0		0	Overig: arts van de graven Willem III en Willem IV.	0
3290	2457	Merre		1.0	3.0	Klaas	0					0		0	Overig: benoemd tot grafelijk arts (14-10-1340) van Willem IV.	0
3291	2498	Kats	van	6.0	1.0	Klaas	1					0		0	(werkzaam van 1299-1328, zie naamgenoot)	0
3292	2446	Dorp	van den	8.0	1.0	Arnoud	1					0		0		0
3293	2312	Leiden	van	1.0	1.0	Pieter	0					0	1323.0	0	Overig: grafelijk kapelaan. Hoofd grafelijke kanselarij sinds 1299, opnieuw v.a. 1316.	0
3294	2183	Raaphorst	van	6.0	1.0	Gerrit	1					0	1326.0	0	"Adelstitel: 1304.
Datering baljuw Rijnland rond 1303 (Abdij van Egmond: zie nr. 128)
."	0
3295	2510	Mole			3.0	Andries	0					0		0	.	0
3296	2515	Jansz.		1.0	1.0	Willem	0					0		0		0
3297	2200	Riede	van	6.0	1.0	Herbaren	1		Pendrecht	Werkendam	1285	1	1353.0	0	"Volgens Smit en Nederl. Leeuw bleef hij waarschijnijk tot 1345 in functie als baljuw van Zuid-Holland.
Adelstitel: ridder 1315."	0
3298	1806	Boekhorst	bastaard van	11.0	1.0	Roelof Jansz.	1		Sprockenburg		1447	1		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
3299	571	Marchant		1.0	3.0	Wouter	0					0		0	Overig: klerk van de ontvanger-generaal van alle financien 1445-1453.	0
3300	2517	Bolland	van	11.0	1.0	Arnoud	1					0		0		0
3301	1870	Bezoyen	van	8.0	1.0	Willem	1		Bezoyen			0	1441.0	0	"Adelstitel: knaap 1416.
Overig: balling 1423."	0
3302	4883	Jansz.		1.0	1.0	Hendrik	0					0		0		0
3303	2321	Leiden	van	1.0	1.0	Gerrit	0					0		0	Zie ook : Gerrit  Alewijnsz. (rentm. Zeeland 1316-1318, 1320, 1325) waarschijnlijk dezelfde persoon?	0
3304	1202	Matenesse	van	12.0	1.0	Jan Adriaansz.	1		Lisse		1533	0	1602.0	0		0
3305	1484	Minnesanck		1.0	1.0	Berend	0					0		0		0
3306	2535	Boenen		1.0	1.0	Wouter	0					0		0		0
3307	5393	Alkmaar	van	1.0	3.0	Cornelis Jansz.	0					0		0		0
3308	2503		broeder	1.0	1.0	Jan	0					0		0	Meester van de commanderij van de Tempeliers van Ter Brake (bij Alphen in Gld.)	0
3309	1964	Dussen	van der	6.0	1.0	Arend	1		Dussen	Haghe		0		0	Adelstitel: ridder 1373.	0
3310	1722	Scoutenz.		1.0	1.0	Pelgrim Willem(s)	0					0		0	Vermoedelijk dezelfde als Willem Peregrinusz.	0
3311	2530	Dirksz.		1.0	1.0	Jan	0					0		0		0
3312	692	Utenhove (genaamd Peereboem)		1.0	1.0	Jan	0					0		0	Prevenier heeft ook een Jan van Utenhove, schout van Gouda (in ieder geval in functie in 1444) - is dit dezelfde?	0
3313	1482	Simonsz.		1.0	1.0	Hendrik	0					0		0		0
3314	5523	Tollinck		1.0	1.0	Jan Gijsbrechtsz.	0					0		0	Ned. Leeuw: Tooling (Tueling), Jan Gijsbrechtsz.	0
3315	5336	Foreest	van	1.0	1.0	Dirk	0				1527	0	1596.0	0	Overig: thesaurier van Alkmaar 1580-1596.	0
3316	2635	Kats	van	1.0	1.0	Jan Lievensz.	0					0	1536.0	0	persoonsgegevens: vader van Adolf van Kats.	0
3317	1025	Abeele (van der Ameide)	van den	6.0	1.0	Anthonis	1		Welsingen	op het huis Oosterstein		0	1483.0	1	Adelstitel: knaap 1477, ridder 1483.	0
3318	538	Blok		1.0	1.0	Jan Jacobsz.	0					0		0	Als baljuw van Heenvliet aangesteld door de heer van Kruiningen, gelijktijdig met Klaas van Abbenbroek die in dezelfde functie was aangesteld door de Staten van Holland.	0
3319	956	Coebel		11.0	3.0	Frans	1		de Loo (te Voorburg)		1470	1	1532.0	0	Overig: landrentmeester-generaal Staten van Holland augustus 1500-1513. Hoofdingeland van Delfland 1523.	0
3320	596	Zierikzee	van	1.0	1.0	Wouter Jansz.	0					0		0		0
3321	220	Visser	de	1.0	1.0	Hendrik	0					0		0	bekleedde het ambt samen met Huge Dirksz.	0
3322	636	Haarlem	van	1.0	1.0	Meindert Klaasz.	0					0	1437.0	0	Overig: burgemeester van Haarlem (1420-1437), hoogheemraad van Rijnland (1430-).	0
3323	1593	Stalpaart (van der Wiele)		1.0	1.0	Jacob Adriaansz.	0					0		0	Persoonsgegevens: vader van Jacob en Adriaan  Stalpaart (van der Wiele), stiefzoon van Jan van der Stalpaart.	0
3324	2527	Jacobsz.		1.0	1.0	Jan	0					0		0	.	0
3325	1824	Stalpaart (van der Wiele)		1.0	3.0	Jacob	0				1492	1	1529.0	0	Persoonsgegevens: broer van Adriaan Stalpaart (van der Wiele) en zoon van Jacob Adriaansz. Stalpaart (van der Wiele).	0
3326	2300	Stalpaart (van der Wiele)		11.0	3.0	Adriaan	1		Rosenburg		1496	1	1557.0	0	"Persoonsgegevens: broer van Jacob Stalpaart (van der Wiele).
Ambachtsheer van Ruyven."	0
3327	1580	Wale	van den	1.0	1.0	Dirk	0					0		0	Mogelijk gecombineerd met het ambt  van hofmeester.	0
3328	1741	Kouwerve	van	1.0	1.0	Anthonis Kempenz.	0					0	1440.0	1	Overig: vooreiser in de vierschaar van Zeeland (1420).	0
3329	2080	Keizer	den	8.0	1.0	Jan	1					0		0		0
3330	3696	Bartoudsz.		1.0	1.0	Cornelis	0					0		0		0
3331	5154	Does	van der	12.0	1.0	Jan	0				1545	0	1604.0	0	Overig: geschiedschrijver van de Staten van Holland, bibliothecaris van de Universiteit Leiden, archievenbewaarder (1585), en samen met Jacob van der Does superintendent en commissaris-generaal van Leiden (1575) Bekend als dichter Janus Dousa.	0
3332	2501	Jansz.		1.0	1.0	Willem	0					0		0	Samen met Willem de Klerk werkten zij beurtelings als grafelijk houtvester van 1324-1327.	0
3333	3383	Hoeve	van der	1.0	1.0	Salomon	0					0		0	Wapenheraut spreekt over Salomon van den Heuvel.	0
3334	1771	Rozenburg	van	8.0	1.0	Jan	1					0	1327.0	1	Persoonsgegevens: zoon van Simon van Benthem.	0
3335	1906	Jansz.		1.0	1.0	Boudijn	0					0		0	Volgens Smit blijft hij rentmeester Beoosterschelde tot 1345. Volgens Heeringa v.a. 12-1340 tot 9-1342 rentmeester van geheel Zeeland	0
3336	2203	Rode	de	1.0	1.0	Hendrik	0					0		0	Volgens Smit bleef hij tot 1345 rentmeester.	0
3337	2443	Dirksz.		11.0	1.0	Hendrik	1					0		0		0
3338	2554	Leiden	van	1.0	1.0	Willem	0					0		0	Broer van dijkgraaf Dirk van Leiden.	0
3339	2293	Zwieten	van	6.0	1.0	Dirk	1					0		0	Adelstitel: knaap 1316, ridder 1341.	0
3340	3579	Jansz.		1.0	1.0	Witte	0					0		0		0
3341	5210	Putten	van	6.0	1.0	Klaas	1		Putten	Strijen		0	1311.0	0	"Adelstitel 1304.
Vermeld van 1276-1311. Rond 1308 in ongenade."	0
3342	3272	Merens		1.0	1.0	Jan Maartensz. de oude	0					0	1573.0	0	alleen overlijdensjaar bekend.	0
3343	1904	Boschuysen	van	1.0	1.0	Gerrit	0					0		0		0
3344	482	Evertsz.		1.0	1.0	Adriaan	0					0		0		0
3345	2430	Jansz.		1.0	1.0	Jan	0					0		0		0
3346	1106	Persijn	van	1.0	1.0	Jan	0				1524	0	1602.0	0		0
3347	2572	Jansz.		1.0	1.0	Adriaan	0					0	1481.0	0	1481 terechtgesteld.	0
3348	770	Vedelaar		1.0	1.0	Martin Jansz.	0					0	1482.0	0		0
3349	2575	Boomgaard		1.0	1.0	Dirk Jansz.	0					0		0		0
3350	2583	Zuidoord	van	1.0	1.0	Cornelis	0					0	1474.0	0		0
3351	2582	Hambroeck	van	1.0	1.0	Klaas	0					0		0		0
3352	2310	Borselen	bastaard van - en Veere	6.0	1.0	Paul	1		Schellach	Lauderdale (Schotland)		0	1504.0	0	Adelstitel: ridder (1468).	0
3353	1352	Gerritsz.		1.0	1.0	Gerrit	0					0		0		0
3354	2687	Heinenz.		1.0	1.0	Jan Jan	0					0		0	NOG: Prevenier I spreekt van Jan en Jan Jan Heinenz., Prevenier II verwijst van Jan naar Jan Jan Heinenz. Meilink spreekt van Heinen ipv. Heinenz	0
3355	234	Loosen	van	1.0	3.0	Sebastiaan	0					0	1597.0	0	Pensionaris en burgemeester van Gorinchem 1570. Kort lid van landraad en Raad van State als vertrouweling van Willem van Oranje.	0
3356	2561	Struik		1.0	3.0	Klaas	0					0		0	Overig: rekenmeester in Rekenkamer van Vlaanderen en van Brabant.	0
3357	3937	Bergen	van	1.0	1.0	Cornelis	0					0		0		0
3358	1757	Nijenrode	van	1.0	1.0	Splinter	0					0	1471.0	0	Baljuw- en rentmeesterschap van Muiden zal wellicht, net als die van Gooiland tot 1442 hebben geduurd omdat hij beide ambten in beide steden weigerde over te dragen aan Lodewijk van Montfoort (die de ambten ontving in 1443). Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
3359	107	Mijle	van der	12.0	2.0	Adriaan	0				1538	0	1590.0	0	Overig: in 1575 adviseur van Willem van Oranje. Rechtsgeleerde.	0
3360	2549	Nesse	van	1.0	1.0	Jan	0					0		0		0
3361	1281	Oem van Wijngaarden		11.0	1.0	Jan - de oude	1		Raamsdonk	Grijsoord	1435	1	1500.0	1	Persoonsgegevens: zoon van Godschalk Oem van Wijngaeren (Tielmansz.) muntmeester te Dordrecht 1419-1429, en broer van Jan Oem van Wijngaarden de jonge. Bij Prevenier wordt Jan de oude genoemd als baljuw van Kennemerland (Ter Braake spreekt over Jan de jonge in deze functie)	0
3362	4609	Duik		1.0	3.0	Jan Willemsz.	0					0		0	Meilink nr. 1603  voorheen bekend onder inv. nr. 1604.	0
3363	1718	Beauvoir	de	1.0	1.0	Hendrik	0					0	1524.0	0	Persoonsgegevens: vader van Jan de Beauvoir.	0
3364	59	Ernst (van Bassen)		1.0	3.0	Bartoud	0					0	1583.0	0	Persoonsgegevens: ook: Van Bassen genaamd Ernst.	0
3365	1653	Alkemade	van	1.0	1.0	Willem IJsbrandsz.	0					0		0	Volgens Damen behoort het ambt van baljuw van Bergen aan Willem van Alkemade Florisz. toe. Prevenier spreekt van baljuw van Schiedam, Brand van Schieland.	0
3366	2586	Gerritsz.		1.0	1.0	Lambrecht	0					0		0		0
3367	1579	Assendelft	van	1.0	1.0	Gerrit	0					0	1486.0	0	"Volgens Prevenier dezelfde persoon als Gerrit van Assendelft Dirksz., knaap, terwijl Damen een onderscheid maakt tussen Gerrit en Gerrit Dirksz..Vooralsnog het bekleden van het raadsheerschap 1453-1486 en het baljuwschap van Beverwijk 1446 bij beiden aangegeven.
Bij Erfgoed Leiden dubbel klikken op inventarisnr(s)."	0
3368	3248	Wijk	van	1.0	1.0	Hannaard Antonisz.	0					0		0		0
3369	1683	Crabel		1.0	1.0	Hendrik - de jonge	0					0		0	Persoonsgegevens: Blecourt ziet in Heinrick Nabel de jonge (XXXIX), mogelijk dezelfde als in Hendrik Crabel (XL)	0
3370	12	Ketel	van de	11.0	3.0	Heiman Vincentsz.	1		,s-Gravenambacht		1510	1	1560.0	0	"Persoonsgegevens: zoon van Vincent Cornelisz., broer van Cornelis van Mierop.
Alleen volgens de Nederlandse Leeuw griffier en raadsheer.
Adelstitel: ambachteheer van Ketel en de Lijnd.
Overig: ontvanger-generaal Staten van Holland 1540-1544 (bron: NA, StvH, nrs. 1783-1785)."	0
3371	133	Sonck		1.0	3.0	Frans	0				1489	1	1540.0	0	Overig: advocaat-postulant bij Raad van Vlaanderen 1512.	0
3372	2378	Zonneveld	van	1.0	1.0	Cornelis Jacobsz.	0					0	1500.0	1	Overig: exploiteur ca. 1480, burgemeester van Leiden 1471,1474	0
3373	4314	Bartholomeusz.		1.0	1.0	Pieter	0					0		0	Zie: Pieter Bartholomeusz. van Steenhuis.	0
3374	85	Oem van Wijngaarden		1.0	1.0	Floris Godschalksz.	0					0		0	Burgemeester van Dordrecht 1464-1467, 1473-1474.	0
3375	2337	Kats	van	6.0	1.0	Jacob Jacobsz.	1					0	1499.0	1	"Adelstitel: ridder 1487. 
Zowel schout van Haarlem als baljuw van Zierikzee 1488 is dit een en dezelfde persoon? Volgens van Gent is Jan van Kats baljuw van Gouda (1482)"	0
3376	2588	Rotterdam	van	1.0	1.0	Pieter Jansz.	0					0		0		0
3377	2590	Spangen	van	6.0	1.0	Cornelis	1		Nagtegaal			0		0	Gouverneur en kapitein-generaal van Antwerpen.	0
3378	72	Persijn	van	1.0	2.0	Hippolitus	0					0	1568.0	0	"Zoon van Jan Hendriksz. van Persijn.
President van Hof van Friesland 1548-1557; voorzitter van het hof van Utrecht 1557-1568. 
Rentmeester van abt en  convent van Egmond 1540-1543."	0
3379	2605	Rovere	de	12.0	1.0	Willem	1					0		0		0
3380	2537	Rull	van	1.0	1.0	Jan	0					0		0		0
3381	2613	Zijl	van	1.0	1.0	Gerrit Cornelisz.	0				1533	0	1605.0	0	Geen exacte data, maar heeft het schoutambt 32 jaar uitgevoerd.	0
3382	2615	Lisse	van der	1.0	1.0	Adriaan Lievense	0					0	1580.0	0	geen exacte data van ambt, alleen overlijdensjaar.	0
3383	3683	Driel	van	1.0	1.0	Arend Hendriksz.	0				1525	0	1596.0	0	Alleen geboorte- en overlijdensjaar bekend.	0
3384	2618	Vierling		1.0	1.0	Iman	0					0	1579.0	0	Overig: pensionaris en burgemeester van Zierikzee.	0
3385	2619	Jacobsz.		1.0	1.0	Klaas	0					0		0	datum slaat op het moment waarop hij een wapen van Keizer Karel V toegekend krijgt .	0
3386	2621	Reinardsz.		1.0	1.0	Gerrit	0					0		0		0
3387	3485	Arendsz.		1.0	1.0	Bartolomeus	0					0		0		0
3388	2596	Camons	van	1.0	1.0	Adriaan	0					0	1576.0	0		0
3389	2597	Bossche	van den	1.0	1.0	Hendrik	0					0		0	geen exacte datering, begin 16e eeuw.	0
3390	1735	Rommersz.		1.0	1.0	Jacob	0					0		0	Walvis: Jacob Remmerse.  Samen met Pieter van Delft schout in 1448, samen met Hendrik Albrechtsz. schout in 1457.	0
3391	2909	Bartholomeusz.		1.0	1.0	Hendrik	0					0		0		0
3392	2622	Buiten	van	1.0	1.0	Maarten	0					0		0	geen exacte data van ambt, overleden ergens in 1500..(opnemen?).	0
3393	1220	Noortich	van	1.0	1.0	Jan	0					0		0		0
3394	2861	Werve	van den	1.0	1.0	Dirk	0					0		0	Persoonsgegevens: zoon van Hendrik van den Werve.	0
3395	2623	Egmond van Merenstein	van	1.0	1.0	Albrecht	0					0	1595.0	0		0
3396	1109	Reynegom	van	1.0	1.0	Cornelis Cornelisz.	0					0		0		0
3397	1476	Scrivere		1.0	1.0	Klaas	0					0		0		0
3398	2628	Duvenvoorde	van	12.0	1.0	Jan	1					0	1573.0	1		0
3399	1117	Weyburg	van	8.0	1.0	Brien	1					0		0	Heemraad van Sleeuwijk in 1363.	0
3400	2631	Werve	van den	6.0	1.0	Hendrik	1					0		0	Delahaye nr. 340 spreekt over Herman van den Werve. Fruin: Regesten prelaat en edelen (nr. 224) en Nederlandse Leeuw (1903) spreken abusievelijk over rentmeester Bewesten Schelde.	0
3401	2338	Kats	van	1.0	1.0	Lieven Jacobsz.	0					0	1480.0	1	Voor 8-2-1479 draagt hij het baljuwschap over aan zijn broer Jan van Kats en zijn oom Jan Oem van Wijngaarden de oude.	0
3402	2633	Cornelisz.		1.0	1.0	Jan	0					0		0		0
3403	2634	Jansz.		1.0	1.0	Lieven	0					0	1534.0	0		0
3404	2803	Brouwershaven	van	1.0	1.0	Cornelis Hubrechtsz.	0					0		0		0
3405	3071	Meer	van der	1.0	1.0	Arend Frankenz.	0					0	1503.0	0		0
3406	2640	Burg	van der	1.0	1.0	Jan Jansz.	0					0		0		0
3407	2656	Renger		1.0	1.0	Pieter Pietersz.	0					0		0		0
3408	2672	Sonoy		1.0	1.0	Dirk	0				1529	0	1597.0	0		0
3409	2662	Ruthe		1.0	1.0	Cornelis	0					0	1557.0	0	Geen exacte data van ambt, alleen overlijdensdatum.	0
3410	2539	Lappe		1.0	1.0	Gijsbrecht	0					0		0	Het ambtsgebied staat niet vermeld; mogelijk was hij schout van het verder onbekende Heer Hadewaarsland dat in de omgeving van Weesp moet worden gesitueerd.	0
3411	2574	Martijnsz.		1.0	1.0	Dirk Pieter	0					0		0	onderschout van Gouda na 23-04-1467.	0
3412	2669	Velde	van de	1.0	1.0	Pieter	0					0	1590.0	0		0
3413	925	Quesnoy	de	1.0	3.0	Jacob	0				1540	1	1576.0	0		0
3414	137	Sandelijn		1.0	3.0	Cornelis	0				1506	1	1558.0	0	Overig: tollenaar van Zaltbommel 1557 en kerkmeester te Den Haag.	0
3415	2696	Fuik		1.0	1.0	Jacob Adriaansz.	0					0		0		0
3416	4755	Adrichem	van	1.0	1.0	Klaas Florisz.	0				1400	1	1475.0	0		0
3417	2678	Duin	van der	1.0	1.0	Jan	0					0		0		0
3418	3072	Zevender	van der	1.0	1.0	Simon	0					0	1355.0	1		0
3419	2624	Rechtere	de	1.0	3.0	Coenraet	0				1538	1	1601.0	1		0
3420	807	Klaasz.		1.0	1.0	Adriaan	0					0		0		0
3421	2984	Damasz.		1.0	1.0	Pieter Jan Pieter	0					0		0		0
3422	2690	Rijswijk	van	1.0	1.0	Joost	0					0	1557.0	0		0
3423	3684	Alboud		1.0	1.0	Evert	0					0		0		0
3424	4651	Kuik	van	1.0	1.0	Jan Hendriksz.	0					0		0		0
3425	680	Lambrechtsz.		1.0	1.0	Geerolf	0				1469	1		0		0
3426	2693	Hemert	van	1.0	3.0	Reinier	0					0		0		0
3427	5096	Dirksz.		1.0	1.0	Jan	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
3428	2715	Vos van Hoogstraten		1.0	1.0	Jan Dirksz.	0					0	1450.0	0	"Overig: kamerling (ca. 1413) en duinmeester (1438). Kan spreekt over Jan Vos Dirk Hoogstaatsz.
Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s)."	0
3429	4012	Noordwijk	van	1.0	1.0	Jan	0					0		0	Bij Huffer (Manboek) p. 844 wordt hij genoemd als baljuw, naast Gijsbrecht van Matenesse die als baljuw van Rijnsburg genoteerd staat.	0
3430	2717	Boekhorst	van de	1.0	1.0	Jan	0					0	1581.0	1	geen exacte data van ambten, in ieder geval voor 1581.	0
3431	2719	Egmond	van	1.0	1.0	Adriaan	0				1476	0		0	Geen exacte data van ambt, alleen geboortejaar.	0
3432	2720	Beveren	van	11.0	1.0	Willem	1		Strevelshoek		1556	0	1631.0	0		0
3433	3603	Diephorst		1.0	1.0	Pieter Cornelisz.	0					0		0	Overig: notaris van het Hof.	0
3434	2723	Kamp	van den (uten)	1.0	1.0	Arend	0					0		0		0
3435	2762	Schaak		1.0	1.0	Floris	0					0	1582.0	0		0
3436	2726	Jansz.		1.0	1.0	Jan	0					0		0		0
3437	132	Oudheusden	van	1.0	1.0	Wouter	0					0	1504.0	0	"Persoonsgegevens: vader van Jan van Oudheusden.
Overig: bewaarder van de juwelen van de graaf."	0
3438	2731	Jansz.		1.0	3.0	Sander	0					0		0		0
3439	2768	Willemsz.		1.0	1.0	Pieter	0					0		0		0
3440	2756	Kamerlink		1.0	1.0	Jan Hendriksz.	0					0		0		0
3441	2750	Jansz.		1.0	1.0	Gillis	0					0		0		0
3442	2746	Jansz.		1.0	1.0	Hendrik	0					0		0		0
3443	2742	Jansz.		1.0	1.0	Reinier	0					0		0		0
3444	4623	Deyman		1.0	1.0	Frederik Jacobsz.	0					0	1543.0	0		0
3445	2783	Blyenburg	van	1.0	1.0	Adriaan	0				1560	0	1599.0	0	geen exacte data van ambt, alleen geboorte- en overlijdensjaren.	0
3446	2598	Meer	van der	1.0	1.0	Frank Pietersz.	0				1470	1	1554.0	0	Overig: hoogheemraad van Delfland v.a. 1510.	0
3447	2793	Mijlen	van der	12.0	1.0	Cornelis	1					0		0		0
3448	2787	Berendrecht	van	1.0	1.0	Klaas Jansz.	0				1514	0	1569.0	0		0
3449	4156	Nierop	van	1.0	1.0	Adriaan Jansz.	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
3450	288	Blioul	du	11.0	1.0	Laurens	1		Sart			0	1542.0	0	Overig: griffier van de Orde van het Gulden Vlies 1496.	0
3451	2790	Dalinc		1.0	1.0	Jan	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
3452	2794	Smijtere	de	1.0	3.0	Charles	0					0		0	Wijkt in juli 1572 met het  Hof naar Utrecht uit. Commissaris samen met Jan van Halle	0
3453	2800	Ridder	de	1.0	1.0	Achilles	0					0		0		0
3454	3686	Gooier	de	1.0	1.0	Jacob	0					0		0	Mogelijk valt Heimsland te identificeren met het latere Heerjansdam, dan nog Heer Heinen ambacht of Heer Heinen land genoemd.	0
3455	8	Dammasz.		11.0	3.0	Vincent	1		Drogendijk		1486	1	1554.0	0	Overig: secretaris van Karel V 1516?	0
3456	29	Broekhoven	van	1.0	1.0	Jan	0				1513	0	1588.0	0	Rekenmeester van de abdij van Egmond in 1574.	0
3457	2757	Kats	van	6.0	1.0	Willem	1					0		0		0
3458	2840	Panneman		1.0	1.0	Jan Jacobsz.	0					0		0	Overig: hofmeester van abt van Middelburg, door hem gecommitteerd tot dijkgraafschap.	0
3459	1307	Haastrecht	van	11.0	1.0	Govert	0		Drunen			0		0	Volgens Correspondenti Willem van O. aanbeveling voor beide functies op 17-11-1558.	0
3460	2848	Coulster	van der	1.0	1.0	Klaas	0					0		0	Overige: abt van O.L.V. Abdij  Middelburg.	0
3461	2847	Bourgondië	bastaard van	6.0	1.0	Frans	1		Nieuwerve	Rithem		0	1563.0	0		0
3462	2811	Ruynen	van	1.0	1.0	Huibrecht	0					0		0	Bij Fruin nr. 633 als oud-baljuw (1527).	0
3463	2850	Kouwerve	van	1.0	1.0	Jacob	0					0	1493.0	1		0
3464	1074	Broek	van	1.0	1.0	Simon Jansz.	0					0		0		0
3465	2857	Arendsz.		1.0	1.0	Jacob	0					0		0	Heemraad te Babyloniënbroek 1499.	0
3466	2858	Jansz.		1.0	1.0	Simon	0					0		0	rentmeester van de heer van Kruiningen.(wel of niet?)	0
3467	2860	Krusink		1.0	1.0	Frans	0					0		0		0
3468	4821	Pietersz.		1.0	1.0	Bredeman	0					0		0		0
3469	2607	Witte	de	1.0	1.0	Jan Jacobsz.	0					0	1556.0	0	Vanaf 1549 poorter van Zierikzee.	0
3470	2518	Simonsz.		1.0	1.0	Arend	0					0		0		0
3471	3777	Eversdijk	van	1.0	1.0	Dignus Cornelisz.	0					0		0	datum 16-12-1556 heeft betrekking op weduwe van Dignus	0
3472	2644	Gerritsz.		1.0	1.0	Jacob	0					0		0		0
3473	1729	Hond	de	1.0	1.0	Wouter Damasz.	0					0		0		0
3474	2445	Gerritsz.		1.0	1.0	Jacob	0					0		0		0
3475	2895			1.0	1.0	Gerrit	0					0		0		0
3476	2833	Pietersz.		1.0	1.0	Adriaan	0					0		0		0
3477	4389	Bebnaghel	van	1.0	1.0	Arnoud	0					0		0		0
3478	173	Polanen	van	1.0	1.0	Wenzel	0					0		0	rentmeester-generaal O.L.V. Abdij te Middelburg (wel of niet?).	0
3479	2897	Leiden	van	11.0	1.0	Filips	0					0	1382.0	0		0
3480	2905	Cornelisz.		1.0	1.0	Matheus	0					0		0	Overig: ontvanger van het schot van O.L.V. Abdij te Middelburg	0
3481	2914	Borselen	van	11.0	1.0	Wolfert (VII)	1		Spreeuwensteyn		1471	0	1547.0	0	Burggraaf van Zeeland.	0
3482	188	Pottere	de	1.0	3.0	Roeland	0					0		0	Overig: pensionaris van de Staten van Zeeland.	0
3483	1744	Maalstede	van der	8.0	1.0	Wolfert  Lodewijksz.	1		Bergen (in Kennemerland)			0		0	Adelstitel: knaap 1416.	0
3484	720	Dirksz.		1.0	1.0	Huge	0					0		0	Bekleede het ambt samen met Hendrik de Visser.	0
3485	3917	Wassenaar	van	6.0	1.0	Dirk II	1		Wassenaar			0		0	Adelstitel: ridder 1268.	0
3486	182	Hameel	van	1.0	1.0	Michiel	0					0	1565.0	1		0
3487	2683	Delft	van	1.0	1.0	Gerrit Jansz.	0					0	1625.0	1		0
3488	2931	Quarre		1.0	1.0	Lodewijk	0					0		0	Tresorier van de Orde van het Gulden Vlies. NOG	0
3489	2851	Mons	van	1.0	1.0	Filips	0					0		0		0
3490	3386	Wensen		1.0	1.0	Johan	0					0	1583.0	0		0
3491	2817	Jansz.		1.0	1.0	Michiel	0					0		0	voor 1550 overleden.	0
3492	2943	Gillisz.		1.0	1.0	Jan	0					0		0		0
3493	4833	Veen	van den	1.0	1.0	Gerrit	0					0		0		0
3494	2959	Bartholomeusz.		1.0	1.0	Jacob	0					0		0		0
3495	2964	Braamsloot	van den	12.0	1.0	Walraven	1					0		0		0
3496	2801	Dirksz.		1.0	1.0	Wouter	0					0		0		0
3497	2852	Wijngaarden	uten	1.0	1.0	Pieter	0					0		0	Maarschalkerweerd vermeldt 1431(?) als jaar voor het rentmeester Beoosterschelde.	0
3498	2979	Danielsz.		1.0	1.0	Cornelis	0					0		0		0
3499	2699	Hooff	van	1.0	1.0	Willem	0		Patinenburg		1522	0	1583.0	0	Overig: rentmeester van de gravin van Arenberg (1586). Zijn vrouw Alijt van Elderen wordt als kasteleineresse van Honselersdijk aangeduid.	0
3500	3273	Eldere	van	1.0	1.0	Aleid	0					0	1582.0	0	vrouw van Willem van Hooff, kastelein van Honselersdijk.	0
3501	2961	Rijswijk		1.0	1.0	Pieter Jansz.	0					0		0		0
3502	3179	Willemsz.		1.0	1.0	Sep	0					0	1567.0	0		0
3503	4863	Kempez.		1.0	1.0	Hendrik	0					0		0	"Persoonsgegevens :hij neemt waar voor zijn vader Kempe Hendriksz.
Wellicht dezelfde als Hendrik Kempenz.?"	0
3504	3034	Winter	de	1.0	1.0	Pieter Adriaansz.	0					0		0		0
3505	3491	Keien		1.0	1.0	Mathijs	0					0		0	De datums geven twee aanstellingen door Willem van Oranje weer: ten eerste 'op believe van Anna gravin van Egmond' en tweede op haar verzoek. Gillis Schellaart en Dirk de Roode de bekleeders van deze functies zijn voortvluchtig.	0
3506	1570	Bouloigne	de	1.0	1.0	Rober	0					0		0	NOG: Er is ook een Robert de Bourgoigne als ontvanger-generaal (1551) ongetwijfeld dezelfde figuur, maar welke achternaam klopt?	0
3507	863	Klaasz.		1.0	1.0	Simon	0					0		0		0
3508	3938	Bertoen		1.0	1.0	Willem	0					0		0	"Rentmeester van Leeuwenhorst (1442-1460).
Bij Erfgoed Leiden dubbel klikken op inventarisnr(s)."	0
3509	2864	Pels		1.0	1.0	Jan	0					0	1508.0	0	In de Nederlandsche Leeuw staat Cornelis vermeld i.p.v. Jan Pels als rentmeester; met de noot: Cornelis Pels onbekend; Jan Pels komt voor als rentmeester van Zeeland Beoosterscheld in 1503.	0
3510	2676	Witte	de	1.0	1.0	Gerrit	0					0		0		0
3511	3073	Merne	van den	1.0	1.0	Filips	0					0		0		0
3512	2680	Oostrum	van	1.0	1.0	Jan	0					0	1562.0	0	geen exacte data, alleen overlijdensdatum 1562.	0
3513	3613	Nesse	van	1.0	1.0	Frans	0				1542	0	1596.0	0	alleen geboorte- en sterfjaar bekend. Overig: schepen van Haarlem.	0
