	IDFunctie	Periode	Functie	Volgnummer	Lokaal	Id
592	558	0	tollenaar van de Gouwesluis	0	0	0
593	559	0	kastelein van Hoorn	0	0	0
594	560	0	dijkgraaf van zeewering tussen Petten en Hondsbos	0	0	0
595	561	0	kapitein	0	0	0
596	562	0	substituut-rentmeester-generaal	0	0	0
597	563	0	secretaris (extraordinaris)	0	0	0
598	564	0	kapitein-generaal van Holland	0	0	0
599	565	0	ontvanger	0	0	0
600	566	0	rentmeester van Kennemerland en West-Friesland	0	0	0
601	567	0	dijkgraaf	0	0	0
602	568	0	baljuw van Putten en Strijen	0	0	0
603	569	0	rentmeester van Putten en Strijen	0	0	0
604	570	0	baljuw van Amstelland en Waterland	0	0	0
605	571	0	rentmeester van Zwijndrecht	0	0	0
606	572	0	baljuw van Kennemerland en West-Friesland	0	0	0
607	573	0	schout van Schieland	0	0	0
608	574	0	baljuw van Delfland en Schieland	0	0	0
609	575	0	schout van het Uiteinde en van de Zuidzijde	0	0	0
610	576	0	schout van het Uiteinde en het Zuiden (Enkhuizen)	0	0	0
611	577	0	dijkgraaf van Duiveland	0	0	0
612	578	0	dijkgraaf in het Oude ambacht op Duiveland	0	0	0
613	579	0	dijkgraaf in het Nieuwe ambacht op Duiveland	0	0	0
614	658	0	rentmeester van Zandijk en Serooskerke	0	0	0
615	659	0	groot-tresorier van Zeeland	0	0	0
616	660	0		0	0	0
617	661	0	rentmeester-generaal van de beden	0	0	0
618	662	0	schout van de Vierschaar Bewesterschelde	0	0	0
619	663	0	tresorier-generaal van Zeeland	0	0	0
620	664	0	baljuw van (de wateren van) Arnemuiden	0	0	0
621	665	0	substituut-baljuw van Middelburg	0	0	0
622	666	0	baljuw der wateren	0	0	0
623	667	0	rentmeester van de polders de Oude en Nieuwe Zwake	0	0	0
624	668	0	schout van Poortvliet	0	0	0
625	670	0	substituut-baljuw van Poortvliet	0	0	0
626	671	0	rentmeester van Middelburg	0	0	0
627	672	0	rentmeester-generaal van Bewestenschelde	0	0	0
628	673	0	rentmeester-generaal van Beoostenschelde	0	0	0
629	674	0	baljuw van Dreischor	0	0	0
630	675	0	gouverneur van Zeeland	0	0	0
631	676	0	stadhouder van de opperdijkgraaf	0	0	0
632	677	0	rentmeester-generaal van Holland	0	0	0
633	678	0	baljuw van Arnemuiden	0	0	0
634	679	0	schout van Nieuwerkerk	0	0	0
635	680	0	tresorier van Arnemuiden	0	0	0
636	681	0	schout van Buttinge	0	0	0
637	682	0	onderdijkgraaf van de Vijf Ambachten op Walcheren	0	0	0
638	683	0	kastelein van Westhove	0	0	0
639	684	0	tresorier-generaal	0	0	0
640	685	0	rentmeester van Borselen	0	0	0
641	686	0	tresorier van Middelburg	0	0	0
642	687	0	schout van Oostkapelle	0	0	0
643	688	0	schout van Reimerswaal	0	0	0
644	689	0	rentmeester van Dreischor	0	0	0
645	690	0	schout van Scherpenisse	0	0	0
646	691	0	dijkgraaf van de Oostwatering in Walcheren	0	0	0
647	692	0	rentmeester van Veere	0	0	0
648	695	0	schout van Kleverskerke	0	0	0
649	696	0	rentmeester van Kloetinge	0	0	0
650	697	0	tollenaar van de Oostwatering in Walcheren	0	0	0
651	698	0	rentmeester van Vrouwenpolder	0	0	0
652	699	0	opperdijkgraaf van Walcheren	0	0	0
653	700	0	rentmeester van Zanddijk	0	0	0
654	701	0	baljuw van Vrouwenpolder	0	0	0
655	702	0	rentmeester van Meliskerke	0	0	0
656	703	0	rentmeester van Biggekerke, Welzinge, Hogeland etc	0	0	0
657	704	0	schout van Biggekerke, Welzinge, Koudekerke etc.	0	0	0
658	705	0	rentmeester van Nisse	0	0	0
659	706	0	rentmeester van Walcheren	0	0	0
660	707	0	rentmeester van Amstelveen	0	0	0
661	708	0	rentmeester van Stavenisse	0	0	0
662	709	0	rentmeester van Oost-Zuid Beveland	0	0	0
663	710	0	rentmeester van Oost-Borsele	0	0	0
664	711	0	rentmeester van Brouwershaven	0	0	0
665	712	0	rentmeester van St.-Philipsland	0	0	0
666	713	0	tresorier van Reimerswaal	0	0	0
667	714	0	rentmeester van de Westwatering	0	0	0
668	716	0	rentmeester van Serooskerke	0	0	0
669	717	0	schout van Renesse	0	0	0
670	718	0	rentmeester van Kleverskerke	0	0	0
671	719	0	rentmeester van Westkapelle	0	0	0
672	720	0	rentmeester-generaal van Kennemerland	0	0	0
673	721	0	schout van Noordgouwe	0	0	0
674	722	0	tresorier van Zierikzee	0	0	0
675	723	0	kastelein van Leiden	0	0	0
676	724	0	schout van Noordwijkerhout	0	0	0
677	725	0	schout van Assendelft	0	0	0
678	726	0	schout van Oudkarspel	0	0	0
679	727	0	schout van Brielle	0	0	0
680	728	0	schout van Ijsselstein	0	0	0
681	729	0	schout van Heiloo	0	0	0
682	349	0	rentmeester van de Hondsbosse zeewering	0	0	0
683	730	0	schout van Limmen	0	0	0
684	731	0	schout van Akersloot	0	0	0
685	732	0	baljuw van Holland	0	0	0
686	733	0	schout van Bergambacht	0	0	0
687	734	0	schout van Rhoon	0	0	0
688	735	0	baljuw van Pendrecht en Rhoon	0	0	0
689	736	0	schout van Pendrecht	0	0	0
690	737	0	schout van Kralingen	0	0	0
691	738	0	schout van Hoogvliet	0	0	0
692	739	0	schout van Polanen	0	0	0
693	740	0	schout van Niervaart	0	0	0
694	741	0	rentmeester van Niervaart	0	0	0
695	742	0	kastelein van Niervaart	0	0	0
696	744	0	drossaard van Hoorn	0	0	0
697	745	0	schout van Petten	0	0	0
698	746	0	grafelijk rentmeester	0	0	0
699	747	0	rentmeester van het Noorderkwartier	0	0	0
700	748	0	dijkgraaf van Schager- en Niedorperkoggen	0	0	0
701	749	0	kastelein van Egmond	0	0	0
702	750	0	dijkgraaf van de Zijpe	0	0	0
703	751	0	rentmeester van de Leede	0	0	0
704	752	0	dijkgraaf van de vier Noorder Kogge te Medemblik	0	0	0
705	753	0	kastelein van het huis ter Nesse	0	0	0
706	754	0	baljuw van Gorinchem	0	0	0
707	755	0	rentmeester van Geertruidenberg	0	0	0
708	756	0	rentmeester van Schieland	0	0	0
709	757	0	schout van 's-Gravensloot	0	0	0
710	758	0	schout van Nieuwpoort	0	0	0
711	759	0	baljuw van Liesveld	0	0	0
712	760	0	rentmeester van Liesveld	0	0	0
713	761	0	dijkgraaf van Voorne	0	0	0
714	763	0	schout van het ambacht Oost-Ijsselmonde	0	0	0
715	764	0	baljuw van Haarlem	0	0	0
716	765	0	schout van Linschoten	0	0	0
717	766	0	baljuw van Oud-Vossemeer	0	0	0
718	767	0	rentmeester van Oud-Vossemeer	0	0	0
719	768	0	dijkgraaf van het land van Haastrecht	0	0	0
720	769	0	schout van Hedikhuizen	0	0	0
721	770	0	schout van Vlijmen	0	0	0
722	771	0	schout van Rijswijk (in het Land van Altena)	0	0	0
723	772	0	schout van Achttienhoven	0	0	0
724	773	0	thesaurier-ordinaris	0	0	0
725	774	0	schout van Zouteveen	0	0	0
726	776	0	baljuw van Zouteveen	0	0	0
727	777	0	schout van Melissant	0	0	0
728	778	0	kastelein van Woudrichem	0	0	0
729	779	0	baljuw van Sommelsdijk	0	0	0
730	780	0	dijkgraaf van de Merwede	0	0	0
731	781	0	dijkgraaf van de Lek	0	0	0
732	782	0	kastelein van Heenvliet	0	0	0
733	783	0	schout van Purmerland	0	0	0
734	784	0	kastelein van het Huis en slot te Honselersdijk	0	0	0
735	785	0	rentmeester van Honselersdijk	0	0	0
736	786	0	kasteleineres op slot van Honselersdijk	0	0	0
737	787	0	schoutinne van Vlaardingen	0	0	0
738	788	0	schout van Wateringen	0	0	0
739	789	0	schout van Oud-Beijerland	0	0	0
740	790	0	schout van Persijn	0	0	0
741	791	0	schout van Lekkerkerk	0	0	0
742	792	0	schout van Katwoude	0	0	0
743	793	0	rentmeester-generaal van Zeeland	0	0	0
744	795	0	rentmeester van Oude- en Nieuwe Tonge	0	0	0
745	796	0	dijkgraaf van Sommelsdijk	0	0	0
746	797	0	schout van Hem	0	0	0
747	798	0	gouverneur van Vlissingen	0	0	0
748	799	0	gouverneur van Middelburg	0	0	0
749	800	0	schout van Veenhuizen	0	1	0
750	801	0	gouverneur van Arnemuiden	0	0	0
751	802	0	gouverneur van Veere	0	0	0
752	803	0	schout van Veenhuizen	0	1	0
753	694	0	dijkgraaf van de Zuidwatering in Walcheren	0	0	0
754	804	0	schout van Venhuizen	0	0	0
755	805	0		0	0	0
756	806	0	schout van Oosterblokker	0	0	0
757	807	0	schout van Westerblokker	0	0	0
758	808	0	schout van Binnenwijzend	0	0	0
759	809	0	substituut-baljuw van Woerden	0	0	0
760	810	0	tresorier van Schoonhoven	0	0	0
761	811	0	dijkgraaf van Den Briel	0	0	0
762	812	0	dijkgraaf van Goedereede	0	0	0
763	813	0	rentmeester-generaal van het Land van Voorne	0	0	0
764	814	0	baljuw van Middelharnas	0	0	0
765	815	0	rentmeester van Flakkee	0	0	0
766	816	0	rentmeester van Abbenbroek	0	0	0
767	817	0	baljuw van Rhoon	0	0	0
768	818	0	dijkgraaf van Rhoon	0	0	0
769	819	0	baljuw van Beijerland	0	0	0
770	820	0	rentmeester van Beijerland	0	0	0
771	821	0	baljuw van Nieuwpoort (bij Schoonhoven)	0	0	0
772	822	0	schout van Spanbroek	0	0	0
773	823	0	drossaard van Woerden	0	0	0
774	824	0	baljuw van Alkmaar	0	0	0
775	825	0	dijkgraaf van Brouwershaven	0	0	0
776	826	0	baljuw van Bommenede	0	0	0
777	827	0	dijkgraaf van Bommenede	0	0	0
778	828	0	baljuw van Heenvliet	0	0	0
779	829	0	baljuw van Edam	0	0	0
780	830	0	dijkgraaf van Edam	0	0	0
781	831	0	schout van Edam	0	0	0
782	832	0	dijkgraaf van Zeevang	0	0	0
783	833	0	schout van Zeevang	0	0	0
784	834	0	baljuw van Monnickendam	0	0	0
785	835	0	dijkgraaf van Waterland	0	0	0
786	836	0	baljuw van Zonnemaire	0	0	0
787	837	0	baljuw van Noordgouw	0	0	0
788	838	0	schout van de grafelijkheid van Zeeland	0	0	0
789	840	0	gouverneur van Walcheren	0	0	0
790	841	0	rentmeester van Domburg	0	0	0
791	843	0	baljuw van Nieuwkoop	0	0	0
792	844	0	schout van Opmeer	0	0	0
793	845	0	schout van Benningbroek	0	0	0
794	846	0	schout Twisk	0	0	0
795	847	0	schout van Lambertschaag	0	0	0
796	848	0	substituut-schout van Geertruidenberge	0	0	0
797	849	0	schout van Hoogwoude	0	0	0
798	850	0	schout van Noordeloos	0	0	0
799	851	0	schout van Vlist	0	0	0
800	852	0	schout van Bonrepas	0	0	0
801	853	0	schout van Winkel	0	0	0
802	854	0	schout van Barsingerhorn	0	0	0
803	855	0	schout van Schagen	0	0	0
804	856	0	schout van Hoogwoud	0	0	0
805	857	0	schout van Oud Aartswoud	0	0	0
806	858	0	schout van Harenkarspel	0	0	0
807	859	0	schout van de drie dorpen van Langedijk	0	0	0
808	860	0	schout van Warmenhuizen	0	0	0
809	861	0	schout van Noordschemer	0	0	0
810	862	0	kapitein van Enkhuizen	0	0	0
811	863	0	drossaard van Muiden	0	0	0
812	864	0	schout van Groet	0	0	0
813	865	0	rentmeester van St-Adolfsland	0	0	0
814	866	0	schout van St-Adolfsland	0	0	0
815	867	0	baljuw van Schoten	0	0	0
816	868	0	schout van Schoten	0	0	0
817	869	0	schout van Lange Linschoten	0	0	0
818	870	0	schout van Snelrewaard	0	0	0
819	871	0	schout van Castricum	0	0	0
820	872	0	schout van Zegveld	0	0	0
821	873	0	schout van Bergen	0	0	0
822	874	0	kastelein van Klundert	0	0	0
823	875	0	gouverneur van Zeeland Beoostenschelde	0	0	0
824	876	0	schout van Dirksland	0	0	0
825	877	0	schout van Boskoop	0	0	0
826	878	0	rentmeester-generaal van Westfriesland	0	0	0
827	879	0	tollenaar van Haarlem	0	0	0
828	880	0	substituut - schout van Leerdam	0	0	0
829	270	0	dijkgraaf van de Alblasserwaard	0	0	0
830	881	0	substituut-drossaard van Leerdam	0	0	0
831	882	0	schout van Uitgeest	0	0	0
832	883	0	schout van Wimmenum	0	0	0
833	884	0	schout van Eenigenburg	0	0	0
834	885	0	schout van Sint Maarten	0	0	0
835	886	0	schout van Valkkoog	0	0	0
836	887	0	rentmeester van Nieuwkoop	0	0	0
837	888	0	rentmeester-generaal van Dordrecht	0	0	0
838	889	0	rentmeester van Noordeloos	0	0	0
839	890	0	rentmeester-generaal van het Land van Putten	0	0	0
840	891	0	rentmeester van de espargne van Holland	0	0	0
841	892	0	drossaard van Woudrichem	0	0	0
842	893	0	rentmeester van Woudrichem	0	0	0
843	894	0	schout van Heemstede	0	0	0
844	895	0	rentmeester van Vlissingen	0	0	0
845	896	0	kastelein van Honselaarsdijk	0	0	0
846	897	0	rentmeester van Naaldwijk	0	0	0
847	898	0	kastelein van het Binnenhof	0	0	0
848	899	0	rentmeester van Westzaan	0	0	0
849	900	0	rentmeester van Lage Zwaluwe	0	0	0
850	901	0	rentmeester van het Land van Ijsselstein	0	0	0
851	902	0	rentmeester van Polsbroek	0	0	0
852	903	0	rentmeester van Benschop	0	0	0
853	904	0	rentmeester van Vianen	0	0	0
854	905	0	rentmeester van Delfland	0	0	0
855	906	0	rentmeester van Polanen en de Lek	0	0	0
856	907	0	onder-drossaard van Vianen	0	0	0
857	908	0	rentmeester van Scherpenisse	0	0	0
858	909	0	rentmeester van Noordgouwe	0	0	0
859	910	0	rentmeester van Zonnemaire	0	0	0
860	911	0	rentmeester van Koningsveld buiten Delft	0	0	0
861	912	0	schout van Hoog- en Woud-Harnasch	0	0	0
862	913	0	president (tijdelijk)	0	0	0
863	914	0	kastelein van Souburg	0	0	0
864	915	0	kapitein van het fort van Rammekens	0	0	0
865	916	0	kastelein van het fort van Rammekens	0	0	0
866	917	0	kapitein van Delft	0	0	0
867	918	0	extra-ordinaris generaal van de Munt van Holland	0	0	0
868	919	0	kapitein van het slot Loevestein	0	0	0
869	920	0	kapitein van het huis Honingen (bij Rotterdam)	0	0	0
870	921	0	kapitein-generaal	0	0	0
871	922	0	kapitein/kastelein van Warmond	0	0	0
872	923	0	kapitein/kastelein van Lokhorst	0	0	0
873	924	0	dijkgraaf van het Noorderkwartier	0	0	0
874	925	0	schout van Broek (op Langedijk)	0	0	0
875	926	0	schout van Langedijk (N.H.)	0	0	0
876	927	0	schout van Noord-Scharwoude	0	0	0
877	928	0	schout van Zuid-Scharwoude	0	0	0
878	929	0	schout van Rietwijk alias Rijk	0	0	0
879	930	0	schout van Aelbertsberg	0	0	0
880	931	0	schout van Tetterode	0	0	0
881	932	0	schout van Zandvoort	0	0	0
882	933	0	schout van Jisp	0	0	0
883	934	0	schout van Wormer	0	0	0
884	935	0	schout van Zaandam	0	0	0
885	936	0	schout van de welgeborenen van Velsen	0	0	0
886	937	0	schout van de welgeborenen van Heemskerk	0	0	0
887	938	0	schout van de huislieden van Heemskerk	0	0	0
888	939	0	gouverneur van Geertruidenberg	0	0	0
889	940	0	gouverneur van Woerden	0	0	0
890	941	0	schout van Lange Ruigeweide	0	0	0
891	942	0	gouverneur van Leiden	0	0	0
892	943	0	schout van Wijk aan duinen	0	0	0
893	944	0	tollenaar van Veere	0	0	0
894	945	0	schout van Haarlemmerliede	0	0	0
895	946	0	schout van Spaarnwoude	0	0	0
896	947	0	schout van Osdorp	0	0	0
897	948	0	schout van Sloten	0	0	0
898	949	0	gouverneur van Bommenede	0	0	0
899	950	0	schout van Krommenie	0	0	0
900	951	0	schout van Westzaan	0	0	0
901	952	0	schout van Aalsmeer	0	0	0
902	775	0	baljuw van Melissant	0	0	0
903	953	0	schout van Ransdorp	0	0	0
904	954	0	schout van Zuiderwoude	0	0	0
905	955	0	schout van Schellingwoude	0	0	0
906	956	0	schout van Ouderkerk aan de Amstel	0	0	0
907	957	0	schout van Warder	0	0	0
908	958	0	schout van Middelie	0	0	0
909	959	0	schout van Kwadijk (de helft)	0	0	0
910	960	0	schout van Diemen	0	0	0
911	961	0	gouverneur van Loevestein	0	0	0
912	962	0	schout van Weesperkarspel	0	0	0
913	963	0	substituut-schout van Naarden	0	0	0
914	964	0	schout van Loosdrecht	0	0	0
915	965	0	schout van Muiderberg	0	0	0
916	966	0	schout van Teckop	0	0	0
917	967	0	schout van Oosthuizen	0	0	0
918	968	0	schout van Etersheim	0	0	0
919	969	0	schout van Teilingen	0	0	0
920	970	0	gouverneur van Goes	0	0	0
921	971	0	schout van Zevenhoven	0	0	0
922	972	0	schout van Noorden	0	0	0
923	973	0	schout van Zegwaard	0	0	0
924	974	0	schout van Rietwijk (bij Zwammerdam)	0	0	0
925	975	0	schout van Zwammerdam	0	0	0
926	976	0	schout van Meije	0	0	0
927	977	0	schout van Oudewater	0	0	0
928	978	0	schout van Hogeveen	0	0	0
929	979	0	schout van Sluipwijk	0	0	0
930	980	0	schout van Nieuwenbroek	0	0	0
931	981	0	schout van Ravensberg	0	0	0
932	982	0	schout van Hillegom	0	0	0
933	983	0	tollenaar van Middelburg	0	0	0
934	984	0	tollenaar van Vlissingen	0	0	0
935	985	0	gouverneur van Zierikzee	0	0	0
936	986	0	schout van Monster (ZH)	0	0	0
937	987	0	schout van Ter Heijde	0	0	0
938	988	0	schout van Indijk (onder Woerden)	0	0	0
939	989	0	schout van Gouderak	0	0	0
940	990	0	schout van Haastrecht	0	0	0
941	991	0	schout van Liesvelt	0	0	0
942	992	0	schout van Eethen	0	0	0
943	993	0	schout van Meeuwen	0	0	0
944	994	0	schout van Broek (onder Heusden)	0	0	0
945	995	0	schout van Engelen	0	0	0
946	996	0	schout van Veen	0	0	0
947	997	0	schout van Herpt	0	0	0
948	998	0	schout van Doeveren	0	0	0
949	999	0	schout van Heesbeen	0	0	0
950	1000	0	schout van Drongelen	0	0	0
951	1001	0	schout van Genderen	0	0	0
952	1002	0	schout van Arkel	0	0	0
953	1003	0	schout van Kedichem	0	0	0
954	1004	0	schout van Oosterwijk	0	0	0
955	1005	0	schout van Hoornaar	0	0	0
956	1006	0	schout van Nieuwland (in Schieland)	0	0	0
957	1007	0	schout van Nieuwerkerk aan den Ijssel	0	0	0
958	1008	0	schout van Moordrecht	0	0	0
959	1009	0	schout van Overschie	0	0	0
960	1010	0	schout van Beukelsdijk	0	0	0
961	1011	0	schout van Capelle aan den Ijssel	0	0	0
962	1012	0	tresorier van Leiden	0	0	0
963	1013	0	schout van Berkel	0	0	0
964	1014	0	schout van Pijnakker	0	0	0
965	1015	0	schout van Kethel	0	0	0
966	1016	0	schout van Vlaardingerambacht	0	0	0
967	1017	0	substituut-schout van Maasland	0	0	0
968	1018	0	schout van Ruiven	0	0	0
969	1019	0	schout van Haagambacht	0	0	0
970	1020	0	kapitein op kasteel Zeeburch	0	0	0
971	1021	0	schout van 's-Gravenzande-ambacht	0	0	0
972	1022	0	kapitein van de bewapening van de Zuiderzee	0	0	0
973	1023	0	baljuw van Purmerend	0	0	0
974	1024	0	schout van Nieuwenhoorn	0	0	0
975	1025	0	ontvanger van Land van Voorne	0	0	0
976	1026	0	schout van Piershil	0	0	0
977	1027	0	tresorier van Alkmaar	0	0	0
978	1028	0	substituut-schout van Haastrecht	0	0	0
979	1029	0	dijkgraaf van Goes	0	0	0
980	1030	0	dijkgraaf van Albrandswaard	0	0	0
981	493	0	drossaard van het Land van Altena	0	0	0
982	1031	0	dijkgraaf van Lokhorstland	0	0	0
983	1032	0	schout van Ouwerkerk	0	0	0
984	1033	0	waardijn van Vlijmen	0	0	0
985	1034	0	dijkgraaf van Nieuw-Beijerland	0	0	0
986	1035	0	rentmeester van Den Bommel	0	0	0
987	1036	0	schout van Esselijkerwoude	0	0	0
988	1037	0	schout van Matenesse	0	0	0
989	1038	0	dijkgraaf van Vrankenland (bij Schiedam)	0	0	0
990	1039	0	schout van Schoonderloo	0	0	0
991	1040	0	schout van Ijsselmonde	0	0	0
992	1041	0	schout van Albrandswaard	0	0	0
993	1042	0	kastelein van Ijsselstein	0	0	0
994	1043	0	dijkgraaf van Niervaart	0	0	0
995	1044	0	dijkgraaf van Poortugaal	0	0	0
996	1045	0	schout van Dongen	0	0	0
997	1046	0	kastelein van Batenstein	0	0	0
998	1047	0	dijkgraaf van Oudekerken op Duiveland	0	0	0
999	1048	0	hoogbaljuw van Bewesterschelde	0	0	0
1000	1050	0	rentmeester van Biervliet (Committimus)	0	0	0
1001	1051	0	schout van Veere	0	0	0
1002	1052	0	onderdijkgraaf van Duiveland	0	0	0
1003	1053	0	opperdijkgraaf van Duiveland	0	0	0
1004	1054	0	rentmeester van Schouwen-Duiveland	0	0	0
1005	1055	0	rentmeester van Sommelsdijk	0	0	0
1006	1057	0		0	0	0
1007	1058	0	baljuw van Bruinisse	0	0	0
1008	1059	0	rentmeester van Bruinisse	0	0	0
1009	1060	0	rentmeester-generaal van Walcheren	0	0	0
1010	1062	0	drossaard van Vlijmen en Engelen	0	0	0
1011	1064	0	schout van Sprang	0	0	0
1012	1065	0	schout van Vrijhoeve-Capelle	0	0	0
1013	1066	0	schout van Adriaan Pieters Ambacht	0	0	0
1014	1067	0	schout van Ridderkerk	0	0	0
1015	1068	0	schout van Cromstrijen	0	0	0
1016	1069	0	schout van Klaaswaal	0	0	0
1017	1070	0	rentmeester-generaal van Noordholland	0	0	0
1018	1071	0	landgriffier van Delfland	0	0	0
1019	1072	0	schout van de heerlijkheid Altena	0	0	0
1020	1073	0	baljuw van de landen van Blois	0	0	0
1021	1074	0	schout van Hoedekenskerke	0	0	0
1022	1075	0	dijkgraaf van Charloisse	0	0	0
1023	1076	0	schout van Charloisse	0	0	0
1024	1077	0	schout van Goudriaan	0	0	0
1025	1078	0	schout van Ottoland	0	0	0
1026	1079	0	schout van Made	0	0	0
1027	1080	0	schout van Stuivezand	0	0	0
1028	1081	0	schout van Hooge Zwaluwe	0	0	0
1029	1082	0	schout van Lage Zwaluwe	0	0	0
1030	1083	0	schout van Besoijen	0	0	0
1031	1084	0	schout van Sliedrecht	0	0	0
1032	1085	0	schout van (Oud)-Alblas	0	0	0
1033	1086	0	schout van Alblasserdam	0	0	0
1034	1087	0	schout van Bleskensgraaf	0	0	0
1035	1088	0	schout van Molenaarsgraaf	0	0	0
1036	1089	0	schout van Giessendam	0	0	0
1037	1090	0	schout van Giessen-Oudekerk	0	0	0
1038	1091	0	schout van Streefkerk	0	0	0
1039	1092	0	schout van Nieuw-Lekkerland	0	0	0
1040	1093	0	schout van Wijngaarden	0	0	0
1041	1094	0	schout van Hofwegen	0	0	0
1042	1095	0	schout van Hardinxveld	0	0	0
1043	1096	0	schout van Giessen-Nieuwkerk	0	0	0
1044	1097	0	schout van Gijbeland	0	0	0
1045	1098	0	schout van Brandwijk	0	0	0
1046	1099	0	onderschout van Giessen-Oudekerk	0	0	0
1047	1100	0		0	0	0
1048	1101	0	stadhouder van de schout van Oud-Alblas	0	0	0
1049	1102	0	stadhouder van de schout van Overschie	0	0	0
1050	1103	0	schout van Aalburg	0	0	0
1051	1104	0	onderschout van Vlijmen	0	0	0
1052	1049	0	rentmeester van Neuzen en Axel (Committimus)	0	0	0
1053	1105	0	schout van Wijk (Land van Heusden)	0	0	0
1054	1106	0	schout van Middelkoop	0	0	0
1055	1107	0	schout van Leerbroek	0	0	0
1056	1108	0	schout van Hoogblokland	0	0	0
1057	1109	0	schout van Oud-Reeuwijk	0	0	0
1058	1110	0	schout van Ter Leede	0	0	0
1059	1111	0	schout van Jaarsveld	0	0	0
1060	1112	0	baljuw van Vlieland	0	0	0
1061	1113	0	schout van Egmond	0	0	0
1062	1114	0	schout van Polsbroek	0	0	0
1063	1115	0	baljuw van de Zijpe	0	0	0
1064	1116	0	substituut-houtvester van Holland	0	0	0
1065	1117	0	schout van Grijsoord	0	0	0
1066	1118	0	dijkgraaf van Het Zuiderland	0	0	0
1067	1119	0	baljuw van Dirksland	0	0	0
1068	1120	0	dijkgraaf van Dirksland	0	0	0
1069	1121	0	schout van Ouddorp	0	0	0
1070	1122	0	schout van Oostdijk (polder op Goeree)	0	0	0
1071	1123	0	schout van Oudeland (Goeree)	0	0	0
1072	1124	0	schout van Nieuweoord (Goeree)	0	0	0
1073	1125	0	schout van Noordergors (Goeree)	0	0	0
1074	1126	0	baljuw van Wimmenum	0	0	0
1075	1127	0	schout van Vroon	0	0	0
1076	1129	0	baljuw van Wateringen	0	0	0
1077	1130	0	baljuw van Noordwijkerhout	0	0	0
1078	1131	0	rentmeester van de abdij van Egmond	0	0	0
1079	1132	0	baljuw van Benthuizen	0	0	0
1080	1133	0	schout van Benthuizen	0	0	0
1081	1134	0	baljuw van Langeveld	0	0	0
1082	1135	0	schout van Langeveld	0	0	0
1083	1136	0	baljuw van Noordwijk aan Zee	0	0	0
1084	1137	0	schout van Noordwijk aan Zee	0	0	0
1085	1138	0	schout van Nieuwveen	0	0	0
1086	1139	0	schout van Uiterbuurt	0	0	0
1087	1140	0	schout van Benthoorn	0	0	0
1088	1141	0	schout van Reeuwijk	0	0	0
1089	1142	0	schout van Tempel	0	0	0
1090	1143	0	schout van Schipluiden	0	0	0
1091	1144	0	schout van Hodenpijl	0	0	0
1092	1145	0	schout van Schelluinen	0	0	0
1093	1146	0	schout van Nieuwland (Land van Arkel)	0	0	0
1094	1147	0	rentmeester van Wieringen	0	0	0
1095	1148	0	rentmeester van Wassenaar	0	0	0
1096	1149	0	tollenaar van Leiden	0	0	0
1097	1150	0	schout van Marken	0	0	0
1098	1151	0	schout van Broek in Waterland	0	0	0
1099	1152	0	schout van Bakkum	0	0	0
1100	1153	0	schout van het Nieuweland van Sint Maarten	0	0	0
1101	1154	0	schout van Oude Niedorp	0	0	0
1102	1155	0	schout van Nieuwe Niedorp	0	0	0
1103	1156	0	schout van Haringhuizen	0	0	0
1104	1157	0	schout van Noordeinde (van Schermer)	0	0	0
1105	1158	0	schout van Oudorp	0	0	0
1106	1159	0	schout van Koedijk	0	0	0
1107	1160	0	schout van Huiswaard	0	0	0
1108	1161	0	schout van Aartswoud	0	0	0
1109	1162	0	schout van (Ooster)leek	0	0	0
1110	1163	0	schout van Oude- en Nieuwe Niedorp	0	0	0
1111	1164	0	schout van Hensbroek en Opdam	0	0	0
1112	1165	0	tresorier van Edam	0	0	0
1113	1166	0	baljuw van Ammers	0	0	0
1114	1167	0	schout van Hoogmade	0	0	0
1115	1168	0	schout van Overdrage	0	0	0
1116	1169	0	schout van Schoudee	0	0	0
1117	1170	0	onderbaljuw van Zuidholland	0	0	0
1118	1171	0	raadslid van Holland	0	0	0
1119	1172	0	baljuw van Polnis	0	0	0
1120	1173	0	schout te Valkenburg	0	0	0
1121	1174	0	schout van Dorp	0	0	0
1122	1175	0	baljuw van Oegstgeest	0	0	0
1123	1176	0	rentmeester van Leeuwenhorst	0	0	0
1124	1177	0	schout van Akkersdijk	0	0	0
1125	1178	0	dijkgraaf in het oosteinde van Walcheren	0	0	0
1126	1179	0	schout op de Geer	0	0	0
1127	1180	0	schout van Pijnacker	0	0	0
1128	1181	0	substituut-schout van Valkenburg	0	0	0
1129	1182	0	substituut-schout van beide Katwijken	0	0	0
1130	1183	0	substituut-baljuw van Noordwijk	0	0	0
1131	1185	0	schout van Leiderdorp	0	0	0
1132	1186	0	schout van beide Katwijken	0	0	0
1133	1187	0	baljuw op de Geer	0	0	0
1134	1188	0	schout van Koudekerk	0	0	0
1135	1189	0	schout van de Hofvenne	0	0	0
1136	1190	0	rentmeester-generaal van Rijnsburg	0	0	0
1137	1191	0	onderrentmeester van Rijnsburg	0	0	0
1138	1192	0	rentmeester van Noord-Beveland	0	0	0
1139	1193	0	schout van Purmer	0	0	0
1140	1194	0	schout van Akendam	0	0	0
1141	1195	0	notaris van het Hof van Holland	0	0	0
1142	1196	0	schout van de Vrije Ambachten	0	0	0
1143	1197	0	schout van Zunderdorp	0	0	0
