	IDRegent	IDBron	deel en paginanummer
3448	2241	16	9, 493.
3449	2242	150	Oud archief Hoorn, inv. nr. 120, f. 170v.
3450	2242	191	141.
3451	2243	10	351.
3452	2243	191	143.
3453	2244	19	226.
3454	2244	191	131.
3455	2246	19	227.
3456	2246	125	24 (1970) 274.
3457	2246	191	134.
3458	2275	135	3 (1886) 288.
3459	2275	185	1, 138, 2, 86.
3460	2279	136	1 (1897) 1-2, 4 (1900) 183.
3461	2279	149	9 (2000) 240.
3462	2279	176	
3463	2280	136	1 (1897) 1-2.
3464	2280	149	8 (1999) 188.
3465	2280	176	
3466	2281	135	9 (1892) 172.
3467	2281	136	1 (1897) 3-4, 4 (1900) 184.
3468	2281	149	9 (2000) 25.
3469	2282	136	1 (1897) 1-2, 4 (1900) 183.
3470	2282	149	8 (1999) 183.
3471	2282	176	
3472	2283	125	25 (1971) 211.
3473	2283	136	1 (1897) 2.
3474	2283	149	9 (2000) 101.
3475	2283	176	
3476	2284	136	1 (1897) 1-2, 4 (1900) 184.
3477	2284	149	9 (2000) 244.
3478	2284	176	
3479	2285	136	1 (1897) 2.
3480	2285	149	8 (1999) 190.
3481	2285	176	
3482	2286	15	15 (1925) 176.
3483	2286	136	1 (1897) 2.
3484	2286	149	9 (2000) 30.
3485	2287	136	1 (1897) 2, 4 (1900) 184.
3486	2287	149	9 (2000) 100.
3487	2287	176	
3488	2288	136	1 (1897) 2.
3489	2288	149	9 (2000) 27.
3490	2288	176	
3491	2289	136	1 (1897) 2-3.
3492	2289	149	9 (2000) 25.
3493	2289	176	
3494	2290	136	1 (1897) 3-4.
3495	2290	149	9 (2000) 27.
3496	2291	4	38 (1940) 165.
3497	2291	15	11 (1920) 353.
3498	2291	136	1 (1897) 3, 4 (1900) 184, 19 (1915) 28.
3499	2291	149	8 (1999) 182.
3500	2292	136	1 (1897) 3, 4 (1900) 184.
3501	2292	149	8 (1999) 267.
3502	2293	135	9 (1892) 98.
3503	2293	136	1 (1897) 3.
3504	2293	149	8 (1999) 182.
3505	2294	135	9 (1892) 268.
3506	2294	136	1 (1897) 3-4, 4 (1900) 184.
3507	2294	149	9 (2000) 246.
3508	2295	16	5, 154.
3509	2295	135	9 (1892) 169.
3510	2295	136	1 (1897) 3-4, 4 (1900) 184.
3511	2295	149	8 (1999) 273.
3512	2296	135	9 (1892) 100.
3513	2296	136	1 (1897) 3-4.
3514	2296	149	8 (1999) 187.
3515	2297	136	1 (1897) 3-4, 4 (1900) 184.
3516	2297	149	9 (2000) 247.
3517	2298	135	9 (1892) 145.
3518	2298	136	1 (1897) 3.
3519	2298	149	8 (1999) 190.
3520	2299	135	9 (1892) 99.
3521	2299	136	1 (1897) 4.
3522	2299	149	8 (1999) 184.
3523	2300	136	1 (1897) 4.
3524	2300	149	9 (2000) 171.
3525	2301	136	1 (1897) 4.
3526	2301	149	9 (2000) 24.
3527	2302	134	56 (1938) 499.
3528	2302	136	1 (1897) 4.
3529	2302	149	8 (1999) 270.
3530	2306	6	1, 243.
3531	2307	29	56.
3532	2308	31	151.
3533	2308	120	84, 86.
3534	2308	137	9 (1914) 309.
3535	2308	149	7 (1998) 187.
3536	2308	176	
3537	2309	4	38 (1940) 245.
3538	2309	147	(1995) 96.
3539	2310	141	16 (1961) 63.
3540	2311	125	51 (1997) 63.
3541	2312	147	(1995) 97.
3542	2317	120	86.
3543	2317	149	7 (1998) 224.
3544	2317	176	
3545	2320	114	
3546	2320	191	123.
3547	2322	127	85.
3548	2324	120	86.
3549	2324	134	32 (1914) 331.
3550	2324	149	7 (1998) 188.
3551	2324	176	
3552	2326	26	1, 51
3553	2328	63	
3554	2328	148	Collectie Van der Lely, inv. nr. 7, f. 56v.
3555	2329	6	1, 289.
3556	2330	6	1, 356.
3557	2331	114	
3558	2332	125	51 (1997) 72.
3559	2333	125	51 (1997) 75.
3560	2333	150	Oud archief Hoorn, inv. nr. 114, f. 1v.
3561	2334	26	1, 282.
3562	2337	36	1026.
3563	2338	29	151.
3564	2338	176	
3565	2339	125	26 (1972) 76.
3566	2339	148	Collectie Van der Lely, inv. nr. 7, f. 61v.
3567	2342	29	155.
3568	2342	176	
3569	2343	120	86.
3570	2343	149	7 (1998) 125.
3571	2343	176	
3572	2344	63	
3573	2344	148	Collectie Van der Lely, inv. nr. 7, f. 65.
3574	2345	120	87.
3575	2345	149	7 (1998) 218.
3576	2345	176	
3577	2346	136	1 (1897) 1-2, 4 (1900) 183.
3578	2346	149	8 (1999) 186.
3579	2346	176	
3580	2349	29	141.
3581	2350	16	7, 377.
3582	2350	188	1, 163.
3583	2351	120	87.
3584	2351	137	9 (1914) 463.
3585	2351	149	7 (1998) 18.
3586	2351	176	
3587	2352	63	
3588	2352	125	36 (1982) 231.
3589	2352	148	Collectie Van der Lely, inv. nr. 7, f. 67v.
3590	2353	29	99.
3591	2354	114	
3592	2354	125	23 (1969) 270.
3593	2355	6	1, 316.
3594	2356	141	16 (1961) 62.
3595	2357	141	16 (1961) 64.
3596	2359	117	14.
3597	2361	125	51 (1997) 73.
3598	2364	36	411, 1185.
3599	2364	189	81.
3600	2365	141	44 (1989) 174.
3601	2366	116	28 (1996) 18.
3602	2367	29	50.
3603	2368	29	57.
3604	2368	137	7 (1912) 386.
3605	2369	29	97.
3606	2369	134	98 (1981) 468.
3607	2370	29	131.
3608	2370	135	11 (1894) 126.
3609	2371	29	178.
3610	2372	29	202.
3611	2372	176	
3612	2373	29	209.
3613	2374	29	216.
3614	2375	29	244.
3615	2376	29	255.
3616	2376	176	
3617	2377	29	261.
3618	2378	29	271.
3619	2379	29	284.
3620	2380	29	294.
3621	2381	29	317.
3622	2382	29	321.
3623	2383	29	326.
3624	2384	29	314.
3625	2385	29	319.
3626	2386	29	322.
3627	2387	29	347.
3628	2388	29	300.
3629	2391	26	1, 75.
3630	2392	36	1027.
3631	2393	120	87.
3632	2393	149	7 (1998) 183.
3633	2393	176	
3634	2394	4	41 (1943/1948) 89.
3635	2394	26	2.
3636	2394	125	37 (1983) 167.
3637	2395	120	87.
3638	2395	149	7 (1998) 225.
3639	2395	176	
3640	2396	117	14.
3641	2397	114	
3642	2397	134	88 (1971) 248.
3643	2397	191	125.
3644	2401	6	1, 423.
3645	2402	6	1, 452.
3646	2403	114	
3647	2403	125	23 (1969) 273.
3648	2403	191	125.
3649	2405	10	349.
3650	2406	6	1, 493.
3651	2407	36	1240.
3652	2408	36	968.
3653	2409	6	1, 332.
3654	2412	120	87.
3655	2412	134	32 (1914) 292.
3656	2412	149	7 (1998) 122.
3657	2413	120	88.
3658	2413	136	14 (1910) 159.
3659	2413	149	7 (1998) 23.
3660	2413	176	
3661	2414	120	88.
3662	2414	134	32 (1914) 294.
3663	2414	149	6 (1997) 224.
3664	2414	176	
3665	2415	120	88.
3666	2415	134	32 (1914) 326.
3667	2415	149	7 (1998) 19.
3668	2415	176	
3669	2416	120	90.
3670	2416	134	33 (1915) 56.
3671	2416	149	6 (1997) 224.
3672	2416	176	
3673	2417	120	90.
3674	2417	134	33 (1915) 72.
3675	2417	149	7 (1998) 19.
3676	2417	176	
3677	2418	120	90.
3678	2418	134	33 (1915) 74.
3679	2418	149	7 (1998) 126.
3680	2418	176	
3681	2419	120	91.
3682	2419	134	33 (1915) 115.
3683	2419	149	7 (1998) 17.
3684	2419	176	
3685	2422	16	1, 1467.
3686	2422	36	1225.
3687	2423	36	1083.
3688	2423	189	82.
3689	2424	136	14 (1910) 349.
3690	2424	189	82.
3691	2425	33	1, 211.
3692	2425	36	975.
3693	2425	189	81.
3694	2426	33	1, 211.
3695	2426	125	10 (1956) 100.
3696	2427	33	1, 212.
3697	2427	36	970.
3698	2427	134	62 (1944) 88.
3699	2428	134	32 (1914) 363, 33 (1915) 18 (verbeteringen).
3700	2428	149	8 (1999) 14.
3701	2428	176	
3702	2429	120	87.
3703	2429	149	7 (1998) 188.
3704	2429	176	
3705	2430	120	88.
3706	2430	134	32 (1914) 366.
3707	2430	136	22 (1918) 157.
3708	2430	149	6 (1997) 227.
3709	2431	134	33 (1915) 14.
3710	2431	149	7 (1998) 227.
3711	2431	176	
3712	2432	120	90.
3713	2432	134	33 (1915) 57.
3714	2432	149	8 (1999) 8.
3715	2432	176	
3716	2433	120	90.
3717	2433	134	33 (1915) 110.
3718	2433	149	7 (1998) 226.
3719	2433	176	
3720	2434	29	181.
3721	2434	176	
3722	2435	29	193.
3723	2435	176	
3724	2436	29	200.
3725	2437	29	205.
3726	2438	29	253.
3727	2439	29	179.
3728	2440	29	283.
3729	2440	173	537.
3730	2441	29	286.
3731	2442	29	281.
3732	2443	29	305.
3733	2444	29	350.
3734	2445	29	364.
3735	2446	63	
3736	2446	148	Collectie Van der Lely, inv. nr. 7, f. 69v.
3737	2448	63	
3738	2448	148	Collectie Van der Lely, inv. nr. 7, f. 76.
3739	2449	26	2, 86.
3740	2450	26	2.
3741	2450	145	32 (1882) 251-252.
3742	2451	6	1, 497.
3743	2452	117	15.
3744	2454	6	1, 498.
3745	2455	147	(1995) 98.
3746	2457	6	1, 416.
3747	2458	147	(1995) 99.
3748	2459	31	419.
3749	2460	114	
3750	2460	125	24 (1970) 226.
3751	2461	117	15.
3752	2462	114	
3753	2462	134	88 (1971) 286.
3754	2462	191	128.
3755	2463	15	23 (1937) 280.
3756	2463	117	15.
3757	2464	147	(1995) 99.
3758	2465	6	1, 489.
3759	2466	6	1, 544.
3760	2468	116	28 (1996) 18.
3761	2469	141	44 (1989) 173.
3762	2471	141	44 (1989) 177.
3763	2472	116	28 (1996) 19.
3764	2473	141	44 (1989) 178.
3765	2475	26	2, 341.
3766	2476	63	
3767	2476	148	Collectie Van der Lely, inv. nr. 7, f. 78v.
3768	2477	33	1, 212.
3769	2478	63	
3770	2478	148	Collectie Van der Lely, inv. nr. 7, f. 86.
3771	2479	33	1, 212.
3772	2479	36	1129.
3773	2479	125	36 (1982) 233.
3774	2480	33	1, 212.
3775	2480	189	82.
3776	2481	26	2, 282.
3777	2482	33	1, 213.
3778	2483	16	1, 1190.
3779	2484	117	16.
3780	2484	137	1 (1906) 431.
3781	2485	6	1, 400.
3782	2486	147	(1995) 99.
3783	2487	147	(1995) 99.
3784	2489	134	46 (1928) 136.
3785	2489	147	(1995) 99.
3786	2490	19	226.
3787	2490	114	
3788	2490	191	129.
3789	2491	117	16.
3790	2491	137	1 (1906) 428.
3791	2492	10	316.
3792	2493	141	16 (1961) 61.
3793	2494	147	(1995) 99.
3794	2495	117	16.
3795	2498	19	226
3796	2498	114	
3797	2500	117	17.
3798	2501	10	351.
3799	2501	19	223.
3800	2504	6	1, 520.
3801	2505	10	239, noot 60.
3802	2505	19	223.
3803	2505	191	144.
3804	2506	147	(1995) 99.
3805	2507	10	361.
3806	2507	19	223.
3807	2507	191	144.
3808	2509	141	16 (1961) 66.
3809	2510	141	16 (1961) 64.
3810	2513	63	
3811	2513	148	Collectie Van der Lely, inv. nr. 7, f. 35v.
3812	2515	147	(1995) 97.
3813	2516	63	
3814	2516	148	Collectie Van der Lely, inv. nr. 7, f. 42.
3815	2518	6	1, 164.
3816	2518	117	10.
3817	2519	117	10, 11.
3818	2520	117	12.
3819	2521	114	
3820	2521	125	23 (1969) 272.
3821	2521	191	121.
3822	2522	141	16 (1916) 67.
3823	2523	117	12.
3824	2524	125	51 (1997) 63.
3825	2525	114	
3826	2525	191	122.
3827	2526	147	(1995) 97.
3828	2527	147	(1995) 97.
3829	2528	148	Collectie Van der Lely, inv. nr. 7, f. 59.
3830	2529	117	11, 13.
3831	2530	147	(1995) 97.
3832	2531	63	
3833	2531	148	Collectie Van der Lely, inv. nr. 7, f. 52.
3834	2532	117	13.
3835	2532	134	72 (1955) 247.
3836	2533	147	(1995) 97.
3837	2534	6	1, 89.
3838	2536	148	Collectie Van der Lely, inv. nr. 7, f. 58.
3839	2537	117	13.
3840	2538	147	(1995) 97.
3841	2539	19	230.
3842	2539	147	(1995) 99.
3843	2541	6	2, 578.
3844	2542	141	44 (1989)181.
3845	2543	116	28 (1996) 19.
3846	2544	33	1, 212.
3847	2545	36	1227.
3848	2546	26	3.
3849	2547	6	2, 614.
3850	2548	10	307.
3851	2548	19	223.
3852	2549	19	223.
3853	2550	19	226.
3854	2550	114	
3855	2551	19	226.
3856	2551	114	
3857	2552	19	230.
3858	2552	147	(1995) 100.
3859	2553	19	226.
3860	2553	114	
3861	2553	191	130.
3862	2554	19	232.
3863	2554	141	16 (1961) 66.
3864	2555	114	
3865	2555	191	128.
3866	2556	26	3, 418.
3867	2557	63	
3868	2557	148	Collectie Van der Lely, inv. nr. 7, f. 109.
3869	2558	33	1, 213.
3870	2558	136	14 (1910) 353.
3871	2559	15	32 (1946) 18.
3872	2559	63	
3873	2559	148	Collectie Van der Lely, inv. nr. 7, f. 107v.
3874	2560	15	18 (1928-1929) 351.
3875	2561	33	1, 213.
3876	2561	125	5 (1951) 142.
3877	2562	26	3, 8.
3878	2563	63	
3879	2563	148	Collectie Van der Lely, inv. nr. 7, f. 116v.
3880	2567	10	333.
3881	2567	19	223.
3882	2569	6	2, 555.
3883	2570	19	226.
3884	2570	114	
3885	2571	19	233.
3886	2572	6	2, 679.
3887	2574	141	44 (1989) 184.
3888	2575	141	44 (1989) 184.
3889	2576	4	8 (1910) 134.
3890	2576	63	
3891	2576	148	Collectie Van der Lely, inv. nr. 7, f. 103.
3892	2577	19	226.
3893	2577	114	
3894	2577	191	131.
3895	2578	19	220.
3896	2578	117	18.
3897	2579	10	328.
3898	2579	19	224.
3899	2580	19	233.
3900	2581	19	221.
3901	2582	33	1, 214.
3902	2583	33	1, 214.
3903	2586	142	147.
3904	2587	63	
3905	2587	125	26 (1972) 94.
3906	2587	135	4 (1887) 70, 15 (1902) 267.
3907	2587	148	Collectie Van der Lely, inv. nr. 7, f. 123v.
3908	2588	26	3, 165.
3909	2589	16	8, 1012.
3910	2589	26	4 en
3911	2590	6	2, 724.
3912	2591	19	227.
3913	2591	114	
3914	2591	191	132.
3915	2592	19	231.
3916	2592	147	(1995) 101.
3917	2594	6	2, 611.
3918	2595	141	44 (1989) 188.
3919	2596	120	91.
3920	2596	134	33 (1915) 221.
3921	2596	149	6 (1997) 287.
3922	2597	26	4.
3923	2598	26	4, 84-85.
3924	2599	120	91.
3925	2599	134	33 (1915) 231.
3926	2599	149	6 (1997) 226.
3927	2600	26	4, 166.
3928	2600	135	9 (1892) 194.
3929	2601	15	63 (1977) 197.
3930	2601	33	1, 214.
3931	2602	142	148.
3932	2603	10	328.
3933	2603	19	224.
3934	2604	6	2, 574.
3935	2605	10	313.
3936	2605	19	224.
3937	2605	81	44.
3938	2606	6	2, 784.
3939	2607	6	2, 806.
3940	2608	6	1, 496.
3941	2609	6	2, 724.
3942	2610	134	33 (1915) 232.
3943	2610	149	7 (1998) 179.
3944	2612	134	33 (1915) 229.
3945	2612	149	8 (1999) 10.
3946	2613	63	
3947	2613	135	9 (1892) 98.
3948	2613	148	Collectie Van der Lely, inv. nr. 7, f. 124v.
3949	2614	134	33 (1915) 240.
3950	2614	149	8 (1999) 11.
3951	2615	134	33 (1915) 238.
3952	2615	149	7 (1998) 219.
3953	2616	4	40 (1942) 63.
3954	2616	33	1, 214.
3955	2617	134	33 (1915) 310.
3956	2617	149	7 (1998) 21.
3957	2618	26	4, 82.
3958	2618	135	9 (1892) 99.
3959	2619	33	1, 214.
3960	2619	125	40 (1986) 139.
3961	2620	26	4.
3962	2621	19	221.
3963	2622	19	222.
3964	2623	19	233.
3965	2624	19	231.
3966	2624	147	(1995) 101.
3967	2626	6	2, 714.
3968	2627	6	2, 894.
3969	2628	135	9 (1892) 145.
3970	2628	141	44 (1989) 190.
3971	2629	141	44 (1989) 194.
3972	2630	135	9 (1892) 145.
3973	2630	141	44 (1989) 189.
3974	2631	63	
3975	2631	135	9 (1892) 220, 15 (1902) 266.
3976	2631	148	Collectie Van der Lely, inv. nr. 7, f. 127v.
3977	2632	4	38 (1940) 503.
3978	2632	33	1, 215.
3979	2632	136	14 (1910) 361.
3980	2633	26	4, 79.
3981	2634	26	4, 333.
3982	2635	10	352.
3983	2635	19	224.
3984	2636	19	227.
3985	2636	114	
3986	2637	19	231.
3987	2637	147	(1995) 101.
3988	2638	6	1, 439.
3989	2639	19	233.
3990	2640	19	227.
3991	2640	114	
3992	2640	125	23 (1969) 322.
3993	2641	19	231.
3994	2641	147	(1995) 101.
3995	2642	19	222.
3996	2643	19	231.
3997	2643	147	(1995) 101.
3998	2644	19	227.
3999	2644	114	
4000	2645	6	1, 496.
4001	2646	135	13 (1900) 72.
4002	2646	141	44 (1989) 194.
4003	2647	63	
4004	2647	135	15 (1902) 274.
4005	2647	148	Collectie Van der Lely, inv. nr. 7, f.130.
4006	2648	134	33 (1915) 282.
4007	2649	15	58 (1972) 23.
4008	2649	33	1, 216.
4009	2652	33	1, 215.
4010	2653	26	4, 80.
4011	2654	134	33 (1915) 341.
4012	2654	149	7 (1998) 24.
4013	2655	19	222.
4014	2655	117	21.
4015	2656	19	233.
4016	2657	10	315.
4017	2657	19	225.
4018	2658	19	227.
4019	2658	114	
4020	2660	19	222.
4021	2660	117	21.
4022	2660	149	4 (1995) 118.
4023	2661	19	232.
4024	2661	147	(1995) 101.
4025	2662	19	227.
4026	2662	125	24 (1970) 287.
4027	2663	6	2, 907
4028	2664	19	234.
4029	2665	19	232.
4030	2665	147	(1995) 102.
4031	2666	15	43 (1957) 45.
4032	2666	19	227.
4033	2666	125	24 (1970) 241.
4034	2667	4	42 (1949) 503.
4035	2667	15	63 (1977) 197.
4036	2667	33	1, 215.
4037	2667	125	10 (1956) 93.
4038	2668	26	4, 171.
4039	2669	134	33 (1915) 344.
4040	2669	149	6 (1997) 221.
4041	2671	15	29 (1943) 330, 53 (1967) 217.
4042	2671	135	15 (1902) 274.
4043	2671	148	Collectie Van der Lely, inv. nr. 7, f. 137
4044	2672	125	26 (1972) 83.
4045	2672	135	4 (1887) 67, 15 (1902) 258, 263, 271-272, 275.
4046	2672	148	Collectie Van der Lely, inv. nr. 7, f. 141.
4047	2673	26	5, 17.
4048	2673	134	76 (1959) 18.
4049	2674	19	222.
4050	2674	117	21.
4051	2676	6	2, 947
4052	2677	6	2, 943.
4053	2678	6	1, 446.
4054	2680	10	296.
4055	2680	19	225.
4056	2681	19	227
4057	2681	134	71 (1988) 302.
4058	2682	6	2, 929.
4059	2683	6	2, 1008.
4060	2684	141	44 (1989) 195.
4061	2685	19	235.
4062	2685	116	28 (1996) 21.
4063	2686	15	35 (1949) 215.
4064	2686	149	9 (2000) 168
4065	2688	10	308.
4066	2688	19	225.
4067	2688	191	153.
4068	2689	19	232.
4069	2689	147	(1995) 102.
4070	2690	19	228.
4071	2690	125	24 (1970) 265.
4072	2690	191	136.
4073	2691	26	5, 15.
4074	2692	19	232.
4075	2692	147	(1995) 102.
4076	2693	19	228.
4077	2694	19	232.
4078	2694	147	(1995) 102.
4079	2695	132	191.
4080	2695	142	149.
4081	2695	203	200.
4082	2696	135	15 (1902) 261, 271-272.
4083	2696	148	Collectie Van der Lely, inv. nr. 7, f. 143.
4084	2697	16	1, 791.
4085	2697	33	1, 213.
4086	2698	33	1, 214.
4087	2698	136	14 (1910) 356.
4088	2699	6	2, 1007.
4089	2700	142	176.
4090	2701	33	1, 213.
4091	2702	7	XXXV, XLVIII.
4092	2702	36	1342.
4093	2702	77	324.
4094	2703	4	42 (1949) 64.
4095	2703	7	XXXV.
4096	2703	188	2, 145.
4097	2704	7	XXXV.
4098	2704	134	59 (1941) 182.
4099	2704	178	10 (1974) 115-116.
4100	2705	4	44 (1951) 327.
4101	2705	7	XXXV.
4102	2705	15	13 (1923) 335.
4103	2706	7	XLIX.
4104	2706	36	1077.
4105	2707	7	L.
4106	2708	7	L.
4107	2709	7	L.
4108	2709	36	1119.
4109	2710	7	L.
4110	2710	214	264.
4111	2711	27	13.
4112	2712	7	L.
4113	2712	214	279.
4114	2713	7	L.
4115	2713	214	277.
4116	2714	7	L.
4117	2714	31	195.
4118	2715	7	L.
4119	2715	125	29 (1975) 60.
4120	2716	188	2, 853.
4121	2716	206	Bijlage II.
4122	2717	7	LI.
4123	2717	31	446.
4124	2718	7	LI.
4125	2718	31	646.
4126	2718	125	27 (1973) 285.
4127	2718	188	1, 524.
4128	2719	7	LI.
4129	2720	7	LI.
4130	2721	7	LI.
4131	2721	31	128.
4132	2721	206	Bijlage XV.
4133	2721	214	266.
4134	2722	7	LI.
4135	2723	7	LI.
4136	2724	7	LI.
4137	2724	31	537.
4138	2725	214	263.
4139	2726	125	26 (1972) 94.
4140	2727	7	LI.
4141	2727	125	9 (1955) 121.
4142	2728	7	LI.
4143	2729	7	LI.
4144	2729	135	9 (1892) 219.
4145	2730	31	548.
4146	2730	188	2, 290.
4147	2731	132	195.
4148	2732	7	LI.
4149	2732	135	9 (1892) 171.
4150	2734	214	264.
4151	2735	7	LI.
4152	2735	31	509.
4153	2735	205	1772, f. 40.
4154	2735	206	Bijlage XV.
4155	2736	7	LII.
4156	2736	135	9 (1892) 268.
4157	2737	135	9 (1892) 99.
4158	2737	214	263.
4159	2738	15	16 (1926) 255.
4160	2738	29	313.
4161	2739	142	110.
4162	2740	7	LII.
4163	2740	135	9 (1892) 170.
4164	2741	7	LII.
4165	2741	135	3 (1886) 198.
4166	2741	205	1754, deel II, f. 217.
4167	2742	7	LII.
4168	2743	7	LII.
4169	2743	15	51 (1965) 60.
4170	2743	125	34 (1980) 92.
4171	2744	4	42 (1949) 418.
4172	2744	7	LII.
4173	2746	7	LII.
4174	2746	135	9 (1892) 152-153.
4175	2747	214	278.
4176	2748	4	39 (1941) 121.
4177	2749	7	LII.
4178	2749	135	11 (1894) 62.
4179	2750	15	22 (1935-1936) 34.
4180	2750	135	11 (1894) 167.
4181	2750	214	275.
4182	2751	7	LII.
4183	2751	135	10 (1893) 2.
4184	2753	13	
4185	2753	132	197.
4186	2754	135	9 (1892) 147.
4187	2754	205	1777, f. 176.
4188	2755	4	81 (1990-1991) 135.
4189	2755	125	37 (1983) 241.
4190	2755	188	1, 122.
4191	2755	206	Bijlage XVI.
4192	2756	7	LII.
4193	2756	214	277.
4194	2757	4	80 (1989) 100.
4195	2757	48	43.
4196	2758	214	263.
4197	2759	15	5 (1914) 290.
4198	2759	135	14 (1901) 183.
4199	2760	4	85 (1995) 42.
4200	2760	48	108.
4201	2761	15	47 (1961) 123.
4202	2762	214	286.
4203	2763	7	LIII.
4204	2764	15	8 (1917) 228, 40 (1954) 303.
4205	2764	205	1791, f. 258.
4206	2765	15	63 (1977) 184.
4207	2766	7	LVI.
4208	2766	31	166.
4209	2766	214	264.
4210	2767	7	LVIII.
4211	2767	16	5, 836.
4212	2768	7	LVIII.
4213	2768	214	273.
4214	2769	214	270.
4215	2770	7	LVIII.
4216	2770	135	9 (1892) 217.
4217	2772	7	LIX.
4218	2772	134	47 (1929) 336.
4219	2773	8	36.
4220	2774	7	LX.
4221	2775	7	LX.
4222	2775	214	266.
4223	2777	7	LX.
4224	2778	7	LX.
4225	2778	135	9 (1892) 224.
4226	2779	7	LX.
4227	2779	214	277.
4228	2780	136	22 (1918) 206.
4229	2781	7	LX.
4230	2781	135	4 (1887) 33.
4231	2781	214	264.
4232	2782	31	607.
4233	2783	214	278.
4234	2785	7	XLIX.
4235	2786	7	LXIV.
4236	2787	7	LIX, LXIV.
4237	2788	8	31.
4238	2790	125	19 (1965) 156.
4239	2792	7	LXIV.
4240	2792	31	40.
4241	2793	7	LXIV.
4242	2794	7	LXV.
4243	2795	7	LXV.
4244	2796	7	LXV.
4245	2797	7	LXV.
4246	2798	7	LXV
4247	2799	7	LXV.
4248	2800	7	LXV.
4249	2803	125	27 (1973) 288.
4250	2805	136	14 (1910) 289.
4251	2806	136	22 (1918) 204.
4252	2807	31	129.
4253	2807	206	Bijlage XV.
4254	2808	27	80.
4255	2809	7	LXV.
4256	2809	125	27 (1973) 277.
4257	2809	135	9 (1892) 169.
4258	2810	4	44 (1951) 328.
4259	2810	7	LX.
4260	2810	15	13 (1923) 339.
4261	2811	4	40 (1942) 174.
4262	2811	15	47 (1961) 122.
4263	2812	188	1, 117.
4264	2813	26	1.
4265	2814	26	1, 6.
4266	2814	125	25 (1971) 205.
4267	2815	63	
4268	2815	135	5 (1888) 86.
4269	2815	148	Collectie Van der Lely, inv. nr. 7, f. 122.
4270	2817	143	1483.
4271	2817	194	476.
4272	2817	200	38.
4273	2818	13	
4274	2819	13	
4275	2820	13	
4276	2820	125	15 (1961) 108.
4277	2821	13	
4278	2822	137	1 (1906) 250.
4279	2822	200	36, 43-44.
4280	2823	144	35.
4281	2823	152	35.
4282	2823	188	2, 807.
4283	2823	200	39.
4284	2824	16	6, 425.
4285	2824	133	41.
4286	2825	143	1482.
4287	2826	143	1483.
4288	2827	143	1484.
4289	2827	188	2, 482.
4290	2827	206	Bijlage IV.
4291	2828	31	149.
4292	2828	138	nieuwe reeks 2 (1880) 102.
4293	2829	143	1484.
4294	2830	6	1, 76.
4295	2830	143	1484.
4296	2831	31	231.
4297	2831	143	1484.
4298	2832	143	1484.
4299	2833	143	1484.
4300	2833	206	Bijlage VI.
4301	2835	31	486.
4302	2835	143	1484.
4303	2836	31	489.
4304	2838	134	76 (1959) 262.
4305	2838	143	1484.
4306	2839	7	LXIV.
4307	2839	200	54-55.
4308	2840	143	1484.
4309	2841	4	39 (1941) 90.
4310	2841	8	83.
4311	2841	143	1484.
4312	2842	143	1485.
4313	2842	144	53.
4314	2843	13	
4315	2844	13	
4316	2845	13	
4317	2846	13	
4318	2847	13	
4319	2848	13	
4320	2848	205	1764, f. 26.
4321	2849	13	
4322	2849	205	1781, f. 241.
4323	2850	13	
4324	2850	205	1785, f. 152.
4325	2851	13	
4326	2851	205	1789, f. 64.
4327	2852	13	
4328	2852	151	5, 127.
4329	2852	205	1789, f. 309.
4330	2853	7	XLIX.
4331	2854	26	2, 282.
4332	2855	143	1480.
4333	2857	116	28 (1996) 18.
4334	2858	116	28 (1996) 18.
4335	2859	116	28 (1996) 18.
4336	2859	146	Oud archief Purmerend, inv. nr. 94g, 10 december 1650.
4337	2860	116	28 (1996) 18.
4338	2861	116	28 (1996) 19.
4339	2862	116	28 (1996) 19.
4340	2863	116	28 (1996) 18.
4341	2864	116	28 (1996) 18.
4342	2865	116	28 (1996) 18.
4343	2866	116	28 (1996) 18.
4344	2867	116	28 (1996) 17.
4345	2868	116	28 (1996) 18.
4346	2869	116	28 (1996) 18.
4347	2870	116	28 (1996) 17.
4348	2871	116	28 (1996) 17.
4349	2872	147	(1995) 99.
4350	2873	147	(1995) 98.
4351	2874	147	(1995) 98.
4352	2875	147	(1995) 98.
4353	2876	19	230.
4354	2876	147	(1995) 99.
4355	2877	209	12 (1602-1603) H.H.P. Rijperman ed. ('s-Gravenhage 1950) 266.
4356	2878	16	3, 1083 (onder lemma vader).
4357	2878	31	153.
4358	2879	31	265.
4359	2879	138	5 (1876) 200.
4360	2880	136	11 (1907) 401.
4361	2881	31	127.
4362	2881	206	Bijlage XV.
4363	2885	31	150.
4364	2886	136	5 (1901) 204.
4365	2887	31	350.
4366	2888	36	1189.
4367	2895	6	1, 314.
4368	2898	135	4 (1887) 212.
4369	2899	4	5 (1907) 71.
4370	2899	15	6 (1915) 36.
4371	2899	31	127.
4372	2899	206	Bijlage X.
4373	2900	6	1, 314.
4374	2900	27	377.
4375	2902	135	9 (1892) 145.
4376	2904	206	Bijlage IV.
4377	2905	4	4 (1906) 116.
4378	2905	152	29.
4379	2905	188	1, 121.
4380	2905	206	Bijlage XVI.
4381	2907	31	372.
4382	2913	181	352.
4383	2915	135	2 (1885) 13.
4384	2918	125	2 (1948) 31, 40.
4385	2919	135	9 (1892) 147.
