	IDRegent	IDBron	deel en paginanummer
907	3387	2	68 (1984) 170.
908	3387	3	IV, 973.
909	3388	1	43 (1950) 267.
910	3388	3	IV, 1141.
911	3389	1	44 (1951) 190.
912	3389	13	211.
913	3390	2	39 (1953) 254.
914	3391	1	44 (1951) 507.
915	3392	1	46 (1953) 253.
916	3392	3	II, 1527.
917	3393	1	81 (1990/1991) 265.
918	3393	3	VIII, 299.
919	3394	1	85 (1995) 331.
920	3394	3	II, 587.
921	3395	1	85 (1995) 465.
922	3396	1	43 (1950) 348.
923	3397	1	79 (1988) 101.
924	3397	3	I, 84.
925	3398	2	82 (1999) 123.
926	3398	3	IV, 396.
927	3399	2	46 (1960) 35.
928	3400	1	80 (1989) 100.
929	3400	3	VIII, 156.
930	3400	13	43.
931	3401	1	83 (1993) 502.
932	3402	1	86 (1996/1997) 324.
933	3402	3	II, 658.
934	3403	1	81 (1990/1991) 268.
935	3403	3	III, 249.
936	3404	1	81 (1990/1991) 362.
937	3404	3	IX, 195.
938	3405	2	10 (1919) 184.
939	3405	3	IV, 829.
940	3405	32	287.
941	3406	3	V, 955.
942	3407	1	43 (1950) 292.
943	3407	3	IX, 859.
944	3408	1	46 (1953) 230.
945	3408	3	IX, 1277.
946	3409	2	52 (1966) 14.
947	3409	3	I, 181.
948	3410	1	85 (1995) 434.
949	3410	16	185.
950	3411	1	79 (1988) 296.
951	3411	3	I, 273.
952	3413	2	29 (1943) 244.
953	3413	3	VIII, 947.
954	3413	32	287.
955	3414	2	42 (1956) 241.
956	3414	3	IX, 847.
957	3414	15	209.
958	3414	16	247.
959	3415	2	36 (1950) 123.
960	3415	3	I, 737.
961	3415	33	107.
962	3416	1	42 (1949) 481.
963	3416	3	X, 740.
964	3416	16	239.
965	3417	1	79 (1988) 177.
966	3417	3	VI, 58.
967	3418	2	25 (1939) 103.
968	3418	3	II, 612.
969	3418	13	123.
970	3419	2	38 (1952) 223.
971	3419	3	IX, 627.
972	3421	1	86 (1996/1997) 192.
973	3421	3	III, 653.
974	3421	32	307.
975	3422	1	43 (1950) 268.
976	3422	3	IX, 854.
977	3423	1	82 (1992) 495.
978	3423	3	I, 879.
979	3424	2	42 (1956) 135.
980	3424	3	IX, 262.
981	3425	3	IX, 406.
982	3425	33	109.
983	3426	2	49 (1963) 76.
984	3426	32	284.
985	3426	33	187.
986	3427	2	41 (1955) 109.
987	3427	3	IX, 209.
988	3428	3	V, 340.
989	3429	1	43 (1950) 325.
990	3429	3	IX, 874.
991	3430	1	85 (1995) 450.
992	3431	2	51 (1965) 352.
993	3431	3	IX, 1301.
994	3432	3	IX, 70.
995	3432	15	106.
996	3433	2	43 (1957) 130.
997	3433	3	IV, 573.
998	3434	2	17 (1927) 208.
999	3434	3	VIII, 882.
1000	3435	2	17 (1927) 208.
1001	3435	3	VIII, 884.
1002	3435	15	159.
1003	3435	16	190.
1004	3436	3	V, 813.
1005	3436	15	231.
1006	3436	16	275.
1007	3437	2	72 (1988) 451.
1008	3437	3	IV, 1302.
1009	3437	15	236.
1010	3438	1	41 (1943/1948) 466.
1011	3438	3	IX, 707.
1012	3438	15	195.
1013	3438	16	228.
1014	3439	3	II, 801.
1015	3440	15	228.
1016	3441	1	79 (1988) 94.
1017	3441	3	IV, 34.
1018	3441	15	96.
1019	3442	3	V, 20.
1020	3443	2	7 (1916) 287.
1021	3443	3	IX, 708.
1022	3444	1	80 (1989) 319.
1023	3444	3	II, 221.
1024	3445	2	75 (1991) 212.
1025	3445	3	I, 1342.
1026	3446	3	X, 810.
1027	3447	2	70 (1986) 357.
1028	3447	3	IV, 1308.
1029	3448	3	IV, 1379.
1030	3449	1	88 (1999) 28.
1031	3449	3	V, 333.
1032	3450	1	42 (1949) 374.
1033	3452	3	IX, 355.
1034	3453	3	VIII, 8.
1035	3454	1	87 (1998) 658.
1036	3455	1	86 (1996/1997) 363.
1037	3456	1	80 (1989) 635.
1038	3457	3	IX, 102.
1039	3458	1	86 (1996/1997) 364.
1040	3459	1	88 (1999) 365.
1041	3459	3	VIII, 1152.
1042	3460	1	43 (1950) 358.
1043	3460	3	IX, 163.
1044	3461	1	89 (2000/2001) 493.
1045	3462	2	11 (1920) 280.
1046	3462	3	VII, 1188.
1047	3463	1	46 (1953) 296.
1048	3464	2	40 (1954) 138.
1049	3464	3	VIII, 595.
1050	3464	33	114.
1051	3465	1	80 (1989) 546.
1052	3465	3	II, 262.
1053	3466	3	VII, 350.
1054	3466	13	70.
1055	3467	1	84 (1994) 92.
1056	3467	3	III, 531.
1057	3468	1	43 (1950) 215.
1058	3469	1	44 (1951) 61.
1059	3469	3	IX, 943.
1060	3469	13	204.
1061	3470	1	45 (1952) 512.
1062	3471	2	35 (1949) 327.
1063	3471	3	IX, 1192.
1064	3472	2	59 (1973) 112.
1065	3472	3	III, 633.
1066	3472	14	668.
1067	3473	1	88 (1999) 227.
1068	3473	3	VIII, 1142.
1069	3475	3	VIII, 1079.
1070	3476	1	81 (1990/1991) 153.
1071	3476	3	VIII, 324.
1072	3476	13	65.
1073	3477	2	23 (1937) 153.
1074	3477	3	VIII, 1179.
1075	3478	2	47 (1961) 287.
1076	3480	3	IX, 705.
1077	3480	33	113.
1078	3481	1	86 (1996/1997) 175.
1079	3482	3	V, 821.
1080	3483	3	II, 231.
1081	3484	1	44 (1951) 40.
1082	3484	3	IX, 932.
1083	3485	1	45 (1952) 171.
1084	3486	1	79 (1988) 392.
1085	3486	3	I, 295.
1086	3487	13	223.
1087	3488	2	14 (1924) 65.
1088	3488	3	II, 403.
1089	3489	2	25 (1939) 231.
1090	3490	3	V, 314.
1091	3491	1	44 (1951) 19.
1092	3491	3	IX, 929.
1093	3492	2	54 (1968) 48.
1094	3494	3	I, 482.
1095	3495	1	43 (1950) 176.
1096	3495	3	IX, 845.
1097	3496	2	3 (1912) 396.
1098	3496	3	II, 1459.
1099	3497	1	84 (1994) 68.
1100	3497	3	VIII, 662.
1101	3498	1	45 (1952) 73.
1102	3498	3	IV, 1277.
1103	3499	1	43 (1950) 83.
1104	3499	3	II, 1160.
1105	3501	1	45 (1952) 530.
1106	3501	3	VI, 1291.
1107	3502	1	45 (1952) 479.
1108	3503	1	46 (1953) 30.
1109	3504	1	83 (1993) 377.
1110	3504	3	I, 952.
1111	3505	1	84 (1994) 315.
1112	3507	3	IV, 834.
1113	3508	1	85 (1995) 551.
1114	3509	1	80 (1989) 6.
1115	3510	1	85 (1995) 496.
1116	3510	3	III, 625.
1117	3512	2	5 (1914) 74.
1118	3513	2	23 (1937) 74.
1119	3514	2	13 (1923) 348.
1120	3514	3	IX, 1041.
1121	3515	3	IX, 691.
1122	3516	3	II, 1217.
1123	3517	2	36 (1950) 117.
1124	3517	3	I, 733.
1125	3518	1	79 (1988) 183.
1126	3518	3	II, 55.
1127	3518	15	99.
1128	3518	16	116.
1129	3519	3	IV, 661.
1130	3520	1	84 (1994) 99.
1131	3520	3	VII, 517.
1132	3520	15	144.
1133	3521	2	47 (1961) 138.
1134	3521	3	I, 1047.
1135	3522	3	IX, 1079.
1136	3523	2	46 (1960) 213.
1137	3523	3	III, 698.
1138	3523	15	172.
1139	3523	16	203.
1140	3523	33	114.
1141	3524	2	6 (1915) 67.
1142	3524	3	IV, 254.
1143	3526	1	43 (1950) 210.
1144	3526	3	II, 1176.
1145	3526	15	208.
1146	3526	16	246.
1147	3527	2	52 (1966) 173.
1148	3527	3	IV, 742.
1149	3527	16	183.
1150	3528	2	47 (1961) 142.
1151	3528	3	I, 1044.
1152	3528	15	148.
1153	3528	16	177.
1154	3529	3	X, 748.
1155	3530	3	VIII, 309.
1156	3530	16	145.
1157	3531	2	22 (1935/1936) 416.
1158	3532	1	43 (1950) 201.
1159	3532	3	III, 1028.
1160	3533	3	III, 1411 en IV, 1446.
1161	3534	1	87 (1998) 589.
1162	3534	3	II, 859.
1163	3535	1	85 (1995) 10.
1164	3535	3	V, 225.
1165	3537	3	IX, 660.
1166	3538	3	IX, 505.
1167	3539	3	V, 400.
1168	3540	2	5 (1914) 456.
1169	3540	3	IV, 1468.
1170	3540	32	291.
1171	3541	3	IX, 366.
1172	3543	3	VIII, 1077.
1173	3544	3	IV, 1183.
1174	3545	3	VI, 390.
1175	3546	1	89 (2000/2001) 110.
1176	3546	3	I, 1381.
1177	3547	3	IX, 428.
1178	3548	3	IX, 515.
1179	3549	2	13 (1923) 7.
1180	3549	3	IV, 169.
1181	3550	3	IV, 1110.
1182	3551	3	X, 737.
1183	3552	2	7 (1916) 239.
1184	3552	3	IX, 933.
1185	3552	32	318.
1186	3553	3	IV, 715.
1187	3553	15	148.
1188	3554	3	IX, 361.
1189	3555	3	IX, 360.
1190	3556	2	68 (1984) 193.
1191	3556	3	II, 915.
1192	3557	3	IV, 566.
1193	3558	3	IV, 505.
1194	3559	2	6 (1915) 22.
1195	3559	16	115.
1196	3560	2	29 (1943) 73.
1197	3560	3	IX, 196.
1198	3561	3	V, 129.
1199	3562	1	82 (1992) 235.
1200	3562	3	I, 813.
1201	3562	32	299.
1202	3563	3	V, 29.
1203	3564	2	2 (1911) 326.
1204	3564	3	IV, 916.
1205	3565	3	IV, 975.
1206	3566	2	73 (1989) 97.
1207	3566	3	IX, 354.
1208	3567	3	IV, 404.
1209	3568	3	X, 1135.
1210	3569	3	II, 508.
1211	3571	1	43 (1950) 99.
1212	3571	3	IX, 838.
1213	3572	15	261.
1214	3573	1	79 (1988) 47.
1215	3573	3	I, 52.
1216	3573	15	95.
1217	3574	3	VI, 1061.
1218	3574	15	196.
1219	3574	16	229.
1220	3575	2	36 (1950) 107.
1221	3576	2	8 (1917) 325.
1222	3576	3	VIII, 1227.
1223	3577	2	38 (1952) 232.
1224	3577	15	189.
1225	3578	1	82 (1992) 53.
1226	3578	3	IX, 206.
1227	3579	2	37 (1951) 401.
1228	3580	2	20 (1931/1932) 169.
1229	3580	3	VIII, 1248.
1230	3581	3	IX, 1207.
1231	3582	3	IV, 794.
1232	3583	2	33 (1947) 153.
1233	3583	3	IX, 261.
1234	3584	1	44 (1951) 109.
1235	3584	3	IV, 1229.
1236	3584	16	259.
1237	3585	2	49 (1963) 89.
1238	3585	3	I, 423.
1239	3586	3	IX, 611.
1240	3587	3	X, 1226.
1241	3588	1	79 (1988) 586.
1242	3589	1	82 (1992) 28.
1243	3589	3	IX, 203.
1244	3590	3	I, 1431.
1245	3591	2	51 (1965) 352.
1246	3591	3	IX, 1301.
1247	3592	2	8 (1917) 205.
1248	3593	3	IX, 1300.
1249	3594	3	IX, 164.
1250	3595	1	79 (1988) 243.
1251	3595	3	I, 245.
1252	3596	1	83 (1993) 170.
1253	3596	3	I, 935
1254	3597	2	49 (1963) 99.
1255	3597	3	IV, 258.
1256	3598	2	25 (1939) 105.
1257	3598	3	II, 613.
1258	3599	3	IV, 1039.
1259	3600	2	8 (1917) 55.
1260	3600	3	VII, 113.
1261	3601	1	46 (1953) 566.
1262	3601	3	IX, 1324.
1263	3602	3	X, 750.
1264	3603	1	85 (1995) 154.
1265	3603	3	VIII, 761.
1266	3605	2	14 (1924) 86.
1267	3605	3	I, 786.
1268	3606	2	29 (1943) 64.
1269	3606	3	II, 342.
1270	3607	3	VIII, 881.
1271	3607	33	116.
1272	3608	3	IX, 474.
1273	3609	1	82 (1992) 257.
1274	3609	3	VIII, 474.
1275	3611	3	V, 1149.
1276	3612	2	44 (1958) 177.
1277	3612	3	I, 1267.
1278	3612	15	183.
1279	3613	2	21 (1933/1934) 236.
1280	3613	3	IX, 587.
1281	3614	2	59 (1973) 183.
1282	3616	1	46 (1953) 461.
1283	3616	3	I, 1589.
1284	3617	3	VIII, 1067.
1285	3618	3	III, 1529.
1286	3619	1	85 (1995) 236.
1287	3619	3	I, 1128.
1288	3621	2	50 (1964) 135.
1289	3621	3	I, 868.
1290	3622	1	80 (1989) 115.
1291	3623	3	IV, 534.
1292	3624	1	89 (2000/2001) 396.
1293	3624	3	X, 707.
1294	3625	3	I, 484.
1295	3626	1	44 (1951) 359.
1296	3626	3	II, 1325.
1297	3627	3	II, 895.
1298	3628	1	46 (1953) 571.
1299	3628	3	IX, 1326.
1300	3629	3	IX, 429.
1301	3630	1	83 (1993) 62.
1302	3630	3	III, 434.
1303	3631	1	85 (1995) 37.
1304	3631	3	IX, 352.
1305	3635	1	82 (1992) 116.
1306	3636	1	45 (1952) 512.
1307	3637	1	88 (1999) 345.
1308	3638	1	87 (1998) 337.
1309	3638	3	VII, 767.
1310	3639	1	83 (1993) 289.
1311	3640	1	43 (1950) 18.
1312	3642	2	38 (1952) 50.
1313	3643	3	IV, 241.
1314	3644	8	64 (1947) 406.
1315	3646	6	VII, 19.
1316	3647	1	40 (1942) 232.
1317	3647	2	22 (1935/1936) 181.
1318	3648	2	21 (1933/1934) 288.
1319	3649	2	9 (1918) 390.
1320	3649	3	X, 1165.
1321	3649	32	291.
1322	3651	13	81.
1323	3651	32	285.
1324	3656	1	89 (2000/2001) 192.
1325	3657	5	49 (1895) 189.
1326	3658	3	VI, 488.
1327	3658	4	1988, 147.
1328	3660	1	45 (1952) 495.
1329	3663	2	58 (1972) 59.
1330	3664	2	6 (1915) 231.
1331	3665	1	44 (1951) 260.
1332	3666	1	82 (1992) 549.
1333	3667	1	89 (2000/2001) 54.
1334	3669	2	54 (1968) 186.
1335	3670	1	46 (1953) 555.
1336	3670	3	IX, 1322.
1337	3672	2	41 (1955) 190.
1338	3675	1	79 (1988) 612.
1339	3676	3	VII, 16.
1340	3676	13	23.
1341	3676	14	517.
1342	3677	2	5 (1914) 13.
1343	3677	3	I, 271.
1344	3677	16	118.
1345	3679	2	42 (1956) 88.
1346	3679	3	I, 411.
1347	3679	15	110.
1348	3679	16	133.
1349	3680	1	80 (1989) 488.
1350	3681	1	80 (1989) 578.
1351	3681	3	X, 166.
1352	3683	1	81 (1990/1991) 499.
1353	3683	3	IX, 165.
1354	3684	1	82 (1992) 41.
1355	3684	3	I, 739.
1356	3685	3	VIII, 422.
1357	3686	1	82 (1992) 234.
1358	3686	3	I, 805.
1359	3686	32	285.
1360	3687	1	82 (1992) 532.
1361	3687	3	VIII, 559.
1362	3688	1	83 (1993) 585.
1363	3690	1	83 (1993) 312.
1364	3690	3	VIII, 621.
1365	3691	1	83 (1993) 593.
1366	3691	3	VIII, 626.
1367	3692	1	84 (1994) 103.
1368	3692	3	VIII, 676.
1369	3693	2	31 (1945) 129.
1370	3693	3	VII, 533.
1371	3693	32	284.
1372	3694	1	85 (1995) 39.
1373	3694	3	I, 1054.
1374	3695	1	85 (1995) 332.
1375	3695	3	VII, 613.
1376	3696	1	86 (1996/1997) 371.
1377	3696	3	VII, 708.
1378	3701	1	88 (1999) 417.
1379	3701	3	IV, 1003.
1380	3701	13	173.
1381	3702	2	7 (1916) 284.
1382	3703	2	9 (1918) 274.
1383	3703	3	V, 363.
1384	3705	1	89 (2000/2001) LVI.
1385	3705	3	I, 1570.
1386	3706	1	89 (2000/2001) LI.
1387	3706	3	I, 1560.
1388	3707	1	89 (2000/2001) LIII.
1389	3707	3	I, 1566.
1390	3708	1	89 (2000/2001) LII.
1391	3708	3	I, 896.
1392	3709	1	89 (2000/2001) LVI.
1393	3709	3	I, 1572.
1394	3710	5	1887, 205.
1395	3711	1	89 (2000/2001) 271.
1396	3711	3	II, 1051.
1397	3712	3	IX, 804.
1398	3713	1	42 (1949) 475.
1399	3713	3	X, 743.
1400	3715	1	43 (1950) 178.
1401	3715	3	IX, 843.
1402	3716	3	IX, 858.
1403	3717	3	V, 742.
1404	3718	2	43 (1957) 281.
1405	3718	3	IX, 1053.
1406	3719	2	1 (1910) 441.
1407	3722	1	46 (1953) 348.
1408	3722	3	III, 1417.
1409	3723	1	46 (1953) 350.
1410	3723	3	V, 1119.
1411	3724	1	83 (1993) 101.
1412	3724	3	I, 928.
1413	3725	3	III, 1102.
1414	3725	13	202.
1415	3725	14	569.
1416	3727	1	81 (1990/1991) 302.
1417	3727	3	III, 250.
1418	3728	3	I, 119.
1419	3730	3	II, 42.
1420	3731	2	49 (1963) 38.
1421	3731	3	III, 42.
1422	3734	1	79 (1988) 623.
1423	3734	3	I, 271.
1424	3736	20	66 (1947) 24.
1425	3739	1	80 (1989) 246.
1426	3740	5	1885, 95.
1427	3742	1	80 (1989) 449.
1428	3743	1	80 (1989) 488.
1429	3744	4	1985, 261.
1430	3745	5	1887, 61.
1431	3746	1	81 (1990/1991) 5.
1432	3747	2	57 (1971) 88.
1433	3747	3	VIII, 268.
1434	3749	4	1986, 169.
1435	3750	5	1881, 134.
1436	3751	1	81 (1990/1991) 503.
1437	3756	2	37 (1951) 66.
1438	3757	1	82 (1992) 331.
1439	3759	3	I, 938.
1440	3760	1	83 (1993) 577.
1441	3761	5	1852, 157 en 1892, II 855.
1442	3762	1	83 (1993) 289.
1443	3764	1	83 (1993) 378.
1444	3764	3	I, 953.
1445	3765	5	1876, 130.
1446	3766	5	1877, 257.
1447	3767	3	I, 977.
1448	3768	2	5 (1914) 186.
1449	3769	1	85 (1995) 90.
1450	3771	1	85 (1995) 351.
1451	3771	3	X, 379.
1452	3773	2	51 (1965) 62.
1453	3775	5	1867, 124.
1454	3776	1	86 (1996/1997) 221.
1455	3777	2	46 (1960) 148.
1456	3780	1	86 (1996/1997) 291.
1457	3781	5	1852, 188.
1458	3782	1	86 (1996/1997) 441.
1459	3782	3	II, 308.
1460	3783	5	1894, II 1267.
1461	3786	3	IV, 937.
1462	3787	1	87 (1998) 3.
1463	3788	4	1993, 242.
1464	3789	5	1894, II 1448.
1465	3790	1	88 (1999) 255.
1466	3791	5	1887, 205.
1467	3792	4	1995, 330.
1468	3794	1	89 (2000/2001) 272.
1469	3799	1	42 (1949) 477.
1470	3800	1	42 (1949) 478.
1471	3801	1	42 (1949) 504.
1472	3802	1	42 (1949) 506.
1473	3803	1	43 (1950) 194.
1474	3803	3	III, 1030.
1475	3805	1	44 (1951) 99.
1476	3805	3	IX, 986.
1477	3808	1	44 (1951) 308.
1478	3809	4	1999, 40.
1479	3811	1	45 (1952) 288.
1480	3812	5	1898, II 2310.
1481	3813	4	1999, 354.
1482	3815	2	79 (1995/1996) 391.
1483	3816	2	42 (1956) 265 en 266.
1484	3817	1	46 (1953) 202.
1485	3817	3	VII, 1295.
1486	3818	1	46 (1953) 230
1487	3820	1	46 (1953) 240.
1488	3822	5	1899, II 2598.
1489	3823	1	83 (1993) 188.
1490	3824	3	IX, 291.
1491	3826	1	43 (1950) 34
1492	3826	3	X, 763.
1493	3827	3	IV, 496.
1494	3828	3	VIII, 306
1495	3828	5	30 (1876) 89.
1496	3829	2	55 (1969) 313.
1497	3829	3	IX, 1222.
1498	3830	1	43 (1950) 133.
1499	3830	3	IV, 1114.
1500	3831	3	VII, 1041.
1501	3832	1	46 (1953) 92.
1502	3832	3	IX, 1204.
1503	3833	1	46 (1953) 568.
1504	3833	3	III, 1522.
1505	3835	1	79 (1988) 393.
1506	3835	3	II, 123.
1507	3836	1	83 (1993) 274.
1508	3838	2	50 (1964) 427.
1509	3838	3	IX, 1112.
1510	3839	3	III, 1365.
1511	3840	2	1 (1910) 268.
1512	3840	3	III, 803.
1513	3840	32	288.
1514	3841	1	79 (1988) 367.
1515	3841	3	I, 296.
1516	3842	1	86 (1996/1997) 153.
1517	3842	3	I, 1211.
1518	3843	1	79 (1988) 152.
1519	3843	3	IX, 34.
1520	3844	3	I, 793.
1521	3845	2	59 (1973) 303.
1522	3847	7	V, 362.
1523	3849	1	44 (1951) 485.
1524	3849	3	V, 785.
1525	3850	1	82 (1992) 525.
1526	3850	3	III, 411.
1527	3851	3	VII, 870.
1528	3852	1	81 (1990/1991) 90.
1529	3852	3	VII, 281.
1530	3853	3	VI, 800.
1531	3854	3	III, 1485.
1532	3855	3	I, 437.
1533	3857	3	VIII, 487.
1534	3858	2	32 (1946) 40.
1535	3858	3	IV, 307.
1536	3859	3	V, 254.
1537	3860	1	81 (1990/1991) 71.
1538	3860	3	I, 569.
1539	3861	3	I, 845.
1540	3862	8	39 (1957) 42.
1541	3862	33	205.
1542	3863	2	47 (1961) 11.
1543	3863	3	I, 244.
1544	3864	2	65 (1980/1981) 368.
1545	3864	3	III, 945.
1546	3865	1	83 (1993) 521.
1547	3865	3	I, 994.
1548	3866	1	87 (1998) 524.
1549	3866	3	III, 790.
1550	3867	1	43 (1950) 265.
1551	3867	3	III, 1071.
1552	3868	3	IX, 1141.
1553	3868	5	1 (1847) 263.
1554	3869	2	76 (1992) 176.
1555	3869	3	V, 261.
1556	3869	15	164.
1557	3869	16	196.
1558	3870	1	89 (2000/2001) 424.
1559	3870	3	IX, 781.
1560	3872	3	IX, 1050.
1561	3873	2	18 (1928/1929) 199.
1562	3873	3	IX, 882.
1563	3873	15	213.
1564	3873	16	251.
1565	3874	1	80 (1989) 644.
1566	3874	3	II, 282.
1567	3875	1	82 (1992) 329.
1568	3875	3	III, 391.
1569	3876	1	82 (1992) 330.
1570	3876	3	III, 393.
1571	3877	2	4 (1913) 115.
1572	3877	3	VIII, 512.
1573	3879	32	284.
1574	3880	2	9 (1918) 140.
1575	3880	32	286.
1576	3881	2	1 (1910) 268.
1577	3881	3	VIII, 1091.
1578	3881	32	288.
1579	3881	33	187.
1580	3882	32	290.
1581	3883	2	45 (1959) 57.
1582	3883	3	I, 532.
1583	3883	13	56.
1584	3883	32	284.
1585	3884	2	36 (1950) 116.
1586	3884	3	I, 733.
1587	3884	32	285.
1588	3885	3	IX, 855.
1589	3885	32	289.
1590	3886	32	285.
1591	3887	1	85 (1995) 99.
1592	3887	32	286.
1593	3887	33	108.
1594	3888	1	79 (1988) 77.
1595	3888	2	42 (1956) 28.
1596	3888	3	VI, 25.
1597	3888	32	283.
1598	3889	32	283.
1599	3889	33	108.
1600	3890	3	III, 51.
1601	3890	13	27.
1602	3890	14	76.
1603	3890	32	283.
1604	3891	2	77 (1993) 48.
1605	3891	3	X, 53.
1606	3891	32	283.
1607	3892	8	36 (1918) 350.
1608	3892	32	284.
1609	3893	32	296.
1610	3894	3	V, 101.
1611	3894	13	59.
1612	3894	32	284.
1613	3896	32	285.
1614	3897	32	285.
1615	3898	32	285.
1616	3899	6	VI, 114.
1617	3899	32	286.
1618	3900	32	287.
1619	3901	2	5 (1914) 290.
1620	3901	32	288.
1621	3903	2	47 (1961) 207.
1622	3903	32	288.
1623	3904	2	54 (1968) 155.
1624	3904	32	288.
1625	3905	2	8 (1917) 336.
1626	3905	32	289.
1627	3906	14	459.
1628	3906	32	289.
1629	3907	32	289.
1630	3908	32	289.
1631	3909	2	12 (1921/1922) 12.
1632	3909	32	289.
1633	3910	3	X, 838.
1634	3910	32	289.
1635	3911	32	290.
1636	3912	2	25 (1939) 145.
1637	3912	32	290.
1638	3913	3	IX, 1102.
1639	3913	32	290.
1640	3914	32	290.
1641	3915	32	290.
1642	3916	2	24 (1938) 345.
1643	3916	3	X, 1169.
1644	3916	13	255.
1645	3916	32	291.
1646	3917	2	44 (1958) 297.
1647	3917	32	291.
1648	3918	2	31 (1945) 366.
1649	3918	32	291.
1650	3918	33	107.
1651	3919	32	288.
1652	3920	1	79 (1988) 296.
1653	3920	32	283.
1654	3921	1	79 (1988) 296.
1655	3921	32	283.
1656	3921	33	108.
1657	3922	1	88 (1999) 254.
1658	3922	32	288.
1659	3923	1	46 (1953) 49.
1660	3923	32	290.
1661	3924	32	284.
1662	3925	2	77 (1993) 373.
1663	3925	3	VIII, 871.
1664	3925	32	286.
1665	3925	33	108.
1666	3926	2	52 (1966) 212.
1667	3926	32	307.
1668	3927	2	52 (1966) 352.
1669	3927	32	290.
1670	3928	1	79 (1988) 563.
1671	3928	2	31 (1945) 16.
1672	3928	32	283.
1673	3929	32	286.
1674	3930	2	2 (1911) 331.
1675	3930	32	288.
1676	3931	2	32 (1946) 276.
1677	3931	32	290.
1678	3931	33	108.
1679	3932	2	3 (1912) 288.
1680	3932	32	289.
1681	3932	33	109.
1682	3933	3	I, 255.
1683	3933	32	283.
1684	3934	3	IV, 284.
1685	3934	32	295.
1686	3935	1	81 (1990/1991) 465.
1687	3935	32	285.
1688	3935	33	109.
1689	3936	32	285.
1690	3937	2	33 (1947) 176.
1691	3937	32	287.
1692	3938	32	288.
1693	3938	33	107.
1694	3939	1	89 (2000/2001) 412.
1695	3939	3	IX, 767.
1696	3939	32	314.
1697	3940	32	290.
1698	3940	33	109.
1699	3941	3	X, 1159.
1700	3941	32	326.
1701	3942	1	43 (1950) 243.
1702	3942	32	291.
1703	3942	33	109.
1704	3943	2	33 (1947) 148.
1705	3943	32	301.
1706	3944	2	54 (1968) 53.
1707	3944	3	VIII, 784.
1708	3944	32	286.
1709	3945	2	46 (1960) 213.
1710	3945	3	III, 699.
1711	3946	1	43 (1950) 151.
1712	3948	2	11 (1920) 407.
1713	3950	32	286.
1714	3951	32	291.
1715	3953	2	44 (1958) 291.
1716	3953	32	290.
1717	3954	2	3 (1912) 13.
1718	3955	1	85 (1995) 333.
1719	3955	32	305.
1720	3956	32	302.
1721	3958	32	284.
1722	3960	2	9 (1918) 140.
1723	3960	33	110.
1724	3961	1	46 (1953) 31.
1725	3961	33	111.
1726	3962	2	13 (1923) 437.
1727	3962	33	110.
1728	3963	2	40 (1954) 146.
1729	3963	3	V, 203.
1730	3963	11	1 (1906) 159.
1731	3963	33	111.
1732	3964	2	5 (1914) 456.
1733	3964	32	327.
1734	3964	33	111.
1735	3965	33	112.
1736	3966	33	112.
1737	3967	2	70 (1986) 134.
1738	3967	16	174.
1739	3967	33	112.
1740	3968	1	88 (1999) 246.
1741	3968	32	312.
1742	3968	33	113.
1743	3969	3	V, 178.
1744	3969	33	113.
1745	3970	2	22 (1935/1936) 434.
1746	3970	33	114.
1747	3971	32	298.
1748	3971	33	114.
1749	3972	2	30 (1944) 231.
1750	3972	3	X, 709.
1751	3972	33	115.
1752	3973	2	32 (1946) 295.
1753	3973	33	115.
1754	3974	2	59 (1973) 371.
1755	3974	3	IX, 1236.
1756	3974	33	115.
1757	3975	2	19 (1930) 195.
1758	3975	32	318.
1759	3975	33	116.
1760	3976	3	V, 155.
1761	3976	15	134.
1762	3976	33	116.
1763	3977	33	117.
1764	3978	2	21 (1933/1934) 69.
1765	3978	3	III, 281.
1766	3978	33	187.
1767	3979	2	52 (1966) 15.
1768	3979	3	I, 181.
1769	3979	32	283.
1770	3979	33	187.
1771	3980	2	69 (1985) 99.
1772	3980	3	IX, 301.
1773	3980	33	188.
1774	3981	3	II, 648.
1775	3981	16	198.
1776	3981	33	188.
1777	3982	2	49 (1963) 581.
1778	3982	3	VII, 1063.
1779	3982	33	188.
1780	3983	1	83 (1993) 581.
1781	3983	33	205.
1782	3984	2	57 (1971) 121.
1783	3984	3	III, 492.
1784	3985	2	34 (1948) 318.
1785	3986	2	83 (2000/2001) 427.
1786	3988	1	46 (1953) 486.
1787	3989	2	42 (1956) 22.
1788	3989	6	XII, 118.
1789	3990	2	18 (1928/1929) 148.
1790	3990	3	X, 684.
1791	3991	2	62 (1976) 126.
1792	3992	1	85 (1995) 382.
1793	3992	3	IX, 395.
1794	3993	2	13 (1923) 100.
1795	3995	1	42 (1949) 106.
1796	3996	2	13 (1923) 99.
1797	3998	1	82 (1992) 403.
1798	3999	1	44 (1951) 476.
1799	3999	3	VIII, 267.
1800	4000	19	250.
1801	4001	2	77 (1993) 371.
1802	4001	3	VIII, 871.
1803	4002	1	45 (1952) 417.
1804	4003	19	155.
1805	4004	12	95 (1954/1955) 71.
1806	4005	2	77 (1993) 146.
1807	4005	3	IV, 345.
1808	4006	1	84 (1994) 183.
1809	4006	3	X, 330.
1810	4007	19	90.
1811	4008	2	77 (1993) 488.
1812	4009	2	13 (1923) 226.
1813	4009	3	IV, 888.
1814	4010	19	60.
