	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	Eindcontrole
2573	2984	Idsinga	van	1.0	4.0	Balthazar Daniël	0				1745.0	0	1818.0	0		2	1
2574	2985	Engelbart den Ouden		1.0	1.0	J.A.	0					0		0		2	1
2575	2986	Hasselt	van	1.0	3.0	Johan Conrad	0				1749.0	0	1804.0	0	Persoonsgegevens: zou Jacob Copes kunnen zijn uit Van der Aa VI, p. 82.	2	1
2576	2987	Guichart		1.0	4.0	Hendrik	0				1750.0	0	1837.0	0		2	1
2577	2988	Scheffers		1.0	1.0	J.	0					0		0		2	1
2578	2989	Moedt		1.0	1.0	J.P.	0					0		0		2	1
2579	2991	Langelo		1.0	1.0		0					0		0		2	1
2580	2992	Ooijen	van	1.0	1.0	F.M.	0					0		0		2	1
2581	2993	Engels		1.0	1.0	C.	0					0		0		2	1
2582	2995	Harry		1.0	1.0	J.	0					0		0		2	1
2583	2996	Eijfferts		1.0	1.0		0					0		0		2	1
2584	2997	Oosthout		1.0	1.0		0					0		0		2	1
2585	2998	Dingemans		1.0	1.0	A.	0					0		0		2	1
2586	2999	Koers		1.0	1.0	J.	0					0		0		2	1
2587	3001	Braams		1.0	1.0	J.B.	0					0		0		2	1
2588	3002	Westendorp		1.0	1.0	R.	0					0		0		2	1
2589	3003	Arland		1.0	1.0	N.O.	0					0		0		2	1
2590	3004	Pottendorff		1.0	1.0		0					0		0		2	1
2591	3005	Bergh	van den	1.0	1.0		0					0		0		2	1
2592	3006	Halm	van	1.0	1.0	R.H.	0					0		0		2	1
2593	3007	Man	de	1.0	1.0	F.	0					0		0		2	1
2594	3008	Driessen		1.0	4.0	A.	0					0		0		2	1
2595	3009	Stenhuys		1.0	1.0	H.	0					0		0		2	1
2596	3010	Bax		1.0	4.0	C.	0					0		0		2	1
2597	3011	Heshusius		1.0	1.0		0					0		0		2	1
2598	3012	Nering Bogel		1.0	1.0	C.L.C.	0					0		0		2	1
2599	3013	Citters	van	1.0	1.0		0					0		0		2	1
2600	3014	Engelman		1.0	1.0	Jan	0					0		0		2	1
2601	3015	Bicker		1.0	1.0	H.	0					0		0		2	1
2602	3016	Bisdom	Wijckerheld	1.0	4.0	Nicolaas Gerard	0					0		0		2	1
2603	3017	Krayenhoff van de Leur		1.0	4.0	Adrianus Rudolphus	0				1780.0	0	1804.0	0		2	1
2604	3018	Beer	den	1.0	4.0	Pieter Leonard	0				1771.0	0	1830.0	0		2	1
2605	3019	Besier		1.0	1.0	Pierre François	0				1782.0	0	1862.0	0		2	1
2606	3020	Kock		1.0	1.0	C.	0					0		0		2	1
2607	3021	Marcus		1.0	4.0	P.J.	0					0		0		2	1
2608	3022	Halteren	van	1.0	4.0	Daniel	0				1771.0	0	1828.0	0		2	1
2609	3023	Baelde		1.0	1.0	Pieter	0				1738.0	0	1822.0	0		2	1
2610	3024	Willinge		1.0	1.0	Jan Hendrik	0				1772.0	0	1813.0	0		2	1
2611	3025	Uchtman		1.0	1.0	E.W.	0					0	1805.0	0		2	1
2612	3027	Rhoon	de	1.0	1.0	C.	0					0		0		2	1
2613	3029	Dam van Isselt	van	1.0	4.0	Willem	0		Isselt		1757.0	0	1832.0	0	Overig: aanvankelijk was Van Dam van Isselt op 19 juli 1805 benoemd in de Raad van Financiën in het Departement Utrecht, maar hij was te nauw verwant aan de tegelijkertijd benoemde P.Ram. Hij wisselde daarom van plaats met P. Bijleveld.	2	1
2614	3030	Nahuys		1.0	1.0	R.H.	0					0		0		2	1
2615	3031	Kock	de	1.0	4.0	Jan	0				1776.0	0	1846.0	0		2	1
2616	3033	Vorster		1.0	1.0	Nicolaas	0					0		0		2	1
2617	3034	Serrurier		1.0	9.0	Jacob Frederik	0				1771.0	0	1844.0	0		2	1
2618	3035	Burmania	van	1.0	1.0	Julius	0				1748.0	0	1816.0	0		2	1
2619	3036	Bosma		1.0	1.0	R.	0					0		0		2	1
2620	3037	Wichers		1.0	4.0	Hillebrand Jacob	0				1738.0	0	1813.0	0		2	1
2621	3038	Heiden	van	1.0	1.0	J.S.	0					0		0		2	1
2622	3039	Royer		1.0	4.0	G.	0					0		0		2	1
2623	3042	Horst Hebert	van der	1.0	1.0	H.	0					0		0		2	1
2624	3043	Nolthenius van Elsbroek		1.0	1.0	C.	0					0		0		2	1
2625	3044	Sobels		1.0	1.0	Pieter Johannes Adrianus Lourentius	0					0		0		2	1
2626	3045	Eckenhuysen		1.0	1.0	Frans	0					0		0		2	1
2627	3046	Pos		1.0	4.0	Jacob	0					0	1805.0	0		2	1
2628	3047	Dam	van	1.0	4.0	Roeland	0				1775.0	0	1839.0	0		2	1
2629	3048	Voir	le	1.0	1.0	P.	0					0		0		2	1
2630	3049	Achenbach		1.0	1.0	H.C.	0					0		0		2	1
2631	3050	Achenbach		1.0	1.0	J.	0					0		0		2	1
2632	3051	Schuler		1.0	1.0	J.E.	0					0		0		2	1
2633	3052	Keuchenius		1.0	1.0	Jan Lambertus	0				1784.0	0	1838.0	0		2	1
2634	3053	Sminia	van	1.0	1.0	Willem Livius	0				1769.0	0	1822.0	0		2	1
2635	3054	Geene		1.0	4.0	Marinus	0				1752.0	0	1806.0	0		2	1
2636	3055	Driessen		1.0	4.0	Robertus Keuchenius	0				1759.0	0	1831.0	0		2	1
2637	3056	Scharp		1.0	1.0	Jan Hermannus Godelief	0				1789.0	1		0		2	1
2638	3057	Laan	van der	1.0	1.0	Willem Abraham	0				1785.0	1		0		2	1
2639	3058	Lubbert		1.0	1.0		0					0		0		2	1
2640	3059	Fornier de Mont Cazals		1.0	1.0	Jean-Pierre-François	0					0		0		2	1
2641	3060	Vloten	van	1.0	4.0	A.C.	0					0	1807.0	0		2	1
2642	3061	Woudt	van 't	1.0	1.0	G.F. of G.D.	0					0		0		2	1
2643	3062	Treijtelaar		1.0	1.0	Thomas	0					0		0		2	1
2644	3063	Bos		1.0	1.0	Salomon	0				1749.0	0	1832.0	0		2	1
2645	3064	Cattenburch	Copes van	1.0	1.0	Lodewijk Constantin Rabo	0				1771.0	0	1842.0	0		2	1
2646	3065	Perrenoud		1.0	1.0	Pierre Frédric	0				1788.0	1		0		2	1
2647	3066	Tessier Westmuller		1.0	1.0	J.C.	0					0		0		2	1
2648	3069	Gallet		1.0	1.0	P.	0					0		0		2	1
2649	3074	Wichers		1.0	1.0	Wicher	0					0		0	Overig: Besluit 15 mei 1807: de tot adjunct-kabinetssecretaris benoemde Wichers behoudt de rang van 's Konings auditeur.	2	1
2650	3075	Vos van Steenwijk	de	1.0	1.0		0					0		0	Persoonsgegevens: niet duidelijk welke jonge telg van de familie De Vos van Steenwijk het hier betreft.	2	0
2651	3078	Abbema		1.0	1.0	Jan Frederik junior	0					0		0		2	1
2652	3081	Heeckeren van Enghuizen	van	1.0	1.0	Jacob Adolph	0				1784.0	0	1837.0	0		2	1
2653	3082	Besier		1.0	4.0	Bernard Hendrik Alexander	0				1783.0	0	1829.0	0		2	1
2654	3084	Vernède		1.0	4.0	Jean Benjamin Scipion	0				1783.0	0	1810.0	0		2	1
2655	3089	Stratenus		1.0	1.0		0					0		0		2	1
2656	3090	Bilderdijk		1.0	4.0	Willem	0				1756.0	0	1831.0	0		2	1
2657	3091	Mollerus		1.0	1.0	Nicolaas Willem	0				1787.0	0	1865.0	0		2	1
2658	3093	Wijkerslooth de Weerdesteyn	de	1.0	1.0		0					0	1808.0	0	Persoonsgegevens: het betreft vermoedelijk een jong gestorven zoon van Henricus Jacobus Wijkerslooth de Weerdesteyn.	2	1
2659	3096	Bönninghausen tot Darup	von	1.0	1.0	Clemens Maria Franciscus	0				1785.0	0	1864.0	0		2	1
2660	3097	Nepveu		1.0	1.0	Laurent Théodore	0				1782.0	0	1839.0	0		2	1
2661	3098	Mattemburg	van	1.0	1.0	T.C.	0					0		0		2	1
2662	3099	Schuijlenburg		1.0	4.0	A.	0					0		0		2	1
2663	3100	Alblas		1.0	4.0	A.	0					0		0		2	1
2664	3101	Panhuys	van	1.0	1.0	Jean Antoine Chrétien	0				1768.0	0	1835.0	0		2	1
2665	3102	Zuylen van Nijevelt		1.0	1.0		0					0		0		2	1
2666	3104	Mauvillon		1.0	1.0	Frederick Wilhelm	0				1774.0	0	1851.0	0		2	1
2667	3105	Vermasen		1.0	1.0	L.	0					0		0		2	1
2668	3106	Zegers		1.0	1.0	J.A.G.	0					0		0		2	1
2669	3107	Romer		1.0	1.0	O.J.	0					0		0		2	1
2670	3108	Bergh	van den	1.0	1.0	A.A.W.	0					0		0		2	1
2671	3109	Briatte		1.0	1.0	J.B.	0					0		0		2	1
2672	3110	Reede van Oudshoorn	van	1.0	1.0	Johan Frederik	0				1779.0	0	1850.0	0		2	1
2673	3111	Hoof	van der	1.0	1.0		0					0		0		2	1
2674	3112	Loke		1.0	4.0	Jan Jacobus	0				1770.0	0	1841.0	0		2	1
2675	3114	Huguenin		1.0	1.0	Ulrich	0				1755.0	0	1833.0	0		2	1
2676	3116	Robinet		1.0	1.0	Emmanuel	0					0		0		2	1
2677	3117	Eckhardt	Harencarspel	1.0	1.0	François	0					0		0		2	1
2678	3118	Ruysch		1.0	1.0	Charles	0					0		0		2	1
2679	3121	Goltstein	van	1.0	1.0	Alexander H.A.C. of A.N.A.C.	0					0		0		2	1
2680	3122	Graafland		1.0	1.0		0					0		0		2	1
2681	3123	Hartsinck	van Marselis	1.0	1.0	Hendrik	0				1790.0	0	1872.0	0		2	1
2682	3124	Dommer		1.0	1.0	Gijsbert Jan	0				1789.0	0	1831.0	0		2	1
2683	3125	Chevalier		1.0	1.0		0					0		0	Persoonsgegevens: het zou ook een jonge telg van de familie Chevallier kunnen betreffen.	2	1
2684	3126	Heiden	van	1.0	1.0	Guillaume Jacques	0				1778.0	0	1835.0	0		2	1
2685	3127	Verheyen		1.0	4.0	Franciscus Xaverius	1	jonkheer			1779.0	0	1851.0	0	"Adelspredicaat: 1831.
Overig: op 22 oktober 1809 werd Verheyen in verband met de engelse invasie in Zeeland gelast zijn residentie van Bergen op Zoom naar Breda te verplaatsen."	2	1
2686	3129	Neufville	de	1.0	1.0	J.	0					0		0		2	1
2687	3130	Gildemeester		1.0	1.0	Jan Paulus	0				1767.0	0	1808.0	0		2	1
2688	3131	Ende	van den	1.0	1.0	H.	0					0		0		2	1
2689	3132	Hulten	van	1.0	1.0	J.B.	0					0		0		2	1
2690	3133	Durieux		1.0	1.0	G.A.	0					0		0		2	1
2691	3135	Wedel	graaf van	1.0	1.0		0					0		0		2	1
2692	3136	Bleij		1.0	1.0	F.	0				0.0	0	0.0	0		2	1
2693	3137	Rappard	van	1.0	1.0	F. of J.H.	0					0		0		2	1
2694	3138	Wiarda		1.0	1.0		0					0		0		2	1
2695	3140	Ewijk		1.0	1.0	Hendrik	0				1772.0	0	1859.0	0		2	1
2696	3141	Moijaart		1.0	1.0		0					0		0		2	1
2697	3143	Eijbergen	van	1.0	1.0		0					0		0		2	1
2698	3144	Gijzelaar	de	1.0	1.0	P.	0					0		0		2	1
2699	3146	Munnick	de	1.0	1.0	Pieter	0				1768.0	0	1846.0	0		2	1
2700	3147	Abeleven		1.0	1.0		0					0		0		2	1
2701	3148	Kerchem	van	1.0	1.0	Cornelis	0				1760.0	0	1829.0	0		2	1
2702	3149	Gobius		1.0	1.0	Otto Willem	0				1758.0	0	1843.0	0		2	1
2703	3150	Boogmaker		1.0	1.0	Olivier	0					0		0		2	1
2704	3151	Bax		1.0	1.0		0					0		0		2	1
2705	3153	Velden	van de	1.0	1.0	A.	0					0		0		2	1
2706	3154	Speleveld		1.0	1.0		0					0		0		2	1
2707	3155	Sels		1.0	1.0		0					0		0		2	1
2708	3156	Ende	van den	1.0	1.0		0					0		0		2	1
2709	3157	Sesseler		1.0	1.0		0					0		0		2	1
2710	3158	Gradman		1.0	1.0		0					0		0		2	1
2711	3160	Berghmen		1.0	1.0		0					0		0		2	1
2712	3161	Dozy		1.0	1.0	Reinier	0				1773.0	0	1827.0	0		2	1
2713	3162	Ogelwicht		1.0	1.0	Hendrik junior	0				1764.0	0	1841.0	0		2	1
2714	3164	Feith		1.0	1.0	P.R.	0					0		0		2	1
2715	3165	Vollenhoven		1.0	4.0	H.	0					0		0		2	1
2716	3166	Goor	van	1.0	1.0	E.	0					0		0		2	1
2717	3167	Haijze	de la	1.0	1.0	J.	0					0		0		2	1
2718	3168	Ris		1.0	1.0	W.	0					0		0		2	1
2719	3169	Sippama		1.0	1.0		0				0.0	0	0.0	0		2	1
2720	3170	Doorman		1.0	1.0	J.D.	0					0		0		2	1
2721	3171	Plaat	van der	1.0	1.0	Engelbert George	0				1756.0	0	1831.0	0		2	1
2722	3173	Andriessen		1.0		J. Ch.zn.	0					0		0		2	1
2723	3174	Pillera		1.0	4.0	Willem Adriaan	0				1783.0	0	1859.0	0		2	1
2724	3176	Heykoop		1.0	1.0	M.	0					0		0		2	1
2725	3177	Allen		1.0	1.0	W.	0					0		0		2	1
2726	3178	Bouwmeester		1.0	1.0	J.	0					0		0		2	1
2727	3179	Burman		1.0	4.0	N.L.	0					0		0		2	1
2728	3180	Armenault		1.0	4.0	W.J.	0					0		0		2	1
2729	3181	Borgerink		1.0	1.0	Jan	0					0	1802.0	0		2	1
2730	3186	Rosmaale Nepveu		1.0	1.0	L.A.	0					0		0		2	1
2731	3187	West	van	1.0	1.0	C. H.	0					0		0		2	1
2732	3189	Houwboer		1.0	1.0	Jan	0					0		0		2	1
2733	3191	Luitjes		1.0	1.0	E.C.	0					0		0		2	1
2734	3192	Bentinck		1.0	1.0		0					0		0	Persoonsgegevens: de voorletters zijn niet bekend. Het is minder waarschijnlijk dat het een telg van het adellijke geslacht Bentinck betreft.	2	1
2735	3195	Roest van Alkemade		1.0	1.0	Anton Mathieu Jacobus Josephus	0				1783.0	0	1811.0	0		2	1
2736	3196	Citters	van	1.0	1.0	A.E. of A.M.	0					0		0	Persoonsgegevens: is gezien de functies niet gelijk aan de andere A.M. Van Citters in het bestand.	2	1
2737	3197	Ossewaarde	van	1.0	1.0	Pieter Adriaan	0					0		0		2	1
2738	3198	Loke		1.0	1.0	S.	0					0		0		2	1
2739	3199	Spaan		1.0	1.0	J.	0					0		0		2	1
2740	3200	Burer		1.0	1.0	L.	0				0.0	0	0.0	0		2	1
2741	3201	Beveren	de	1.0	4.0	A.W.	0					0		0		2	1
2742	3202	Alphen	van	1.0	1.0	C.	0					0		0		2	1
2743	3203	Hoek	van der	1.0	1.0	J.C.	0					0		0		2	1
2744	3204	Carlier		1.0	1.0	J.	0					0		0		2	1
2745	3205	Asser		1.0	4.0	Carel	0				1780.0	0	1836.0	0		2	1
2746	3206	Neufville	van Gelder de	1.0	1.0	David Mattheus	0				1751.0	0	1814.0	0		2	1
2747	3207	Feyh		1.0	1.0	P.H.	0					0		0		2	1
2748	3208	Goes	Meerman van der	1.0	4.0	Aart Adriaan	0					0		0		2	1
2749	3209	Spiering		1.0	4.0	J.H.	0					0		0		2	1
2750	3212	Charlé		1.0	1.0	Petrus Paulus	0				1771.0	0	1851.0	0		2	1
2751	3213	Serrurier		1.0	1.0	Hendrik Cornelis	0				1754.0	0	1812.0	0		2	1
2752	3214	Blaauw		1.0	1.0	Gerrit	0				1750.0	0	1825.0	0		2	1
2753	3216	Ceulen	van	1.0	1.0	J.B.	0					0		0		2	1
2754	3217	Rendorp		1.0	1.0	G.	0					0		0		2	1
2755	3218	Sanden	ten	1.0	1.0	G.	0					0		0		2	1
2756	3219	Smissaert		1.0	1.0	J.E.	0					0		0		2	1
2757	3221	Bruyn		1.0	1.0	W.	0					0		0		2	1
2758	3222	Collen	van	1.0	4.0	Jacob	0				1753.0	0	1832.0	0		2	1
2759	3223	Carp		1.0	1.0	Johannes	0				1761.0	0	1840.0	0		2	1
2760	3224	Bode		1.0	1.0	J.A. of A.J.	0					0		0		2	1
2761	3225	Sloos		1.0	1.0	A.	0					0		0		2	1
2762	3233	Kempenaer	de	1.0	1.0		0					0		0	Persoonsgegevens: Van deze De Kempenaer zijn (nog) geen voorletters bekend.	2	1
2763	3234	Gelre	van	1.0	4.0	Pieter Paul	0				1735.0	0	1810.0	0		2	1
2764	3236	Berghuis		1.0	1.0		0					0		0		2	1
2765	3237	Doorn	van	1.0	1.0		0					0		0		2	1
2766	3238	Rademaker		1.0	1.0	F.R.	0				0.0	0	0.0	0		2	1
2767	3240	Pot	van der	1.0	1.0	Mattheus	0					0		0		2	1
2768	3242	Coerman		1.0	1.0	Hubertus	0					0		0		2	1
2769	3243	Roeber		1.0	1.0	F.N.	0					0		0		2	1
2770	3244	Geertsema van Sjallema		1.0	1.0	Statius Georg	0				1762.0	0	1822.0	0		2	1
2771	3245	Swinden	van	1.0	1.0	J.L.	0					0		0		2	1
2772	3246	Hogendorp	van	1.0	4.0	Willem	0				1765.0	0	1835.0	0		2	1
2773	3247	Backer		1.0	1.0	Cornelis	0				1738.0	0	1811.0	0	Persoonsgegevens: de identificatie is niet geheel zeker.	2	1
2774	3248	Ramhorst	van de	1.0	1.0	J.	0					0		0		2	1
2775	3249	Sels		1.0	1.0	Jan	0				1743.0	0	1807.0	0	Overig: Sels was vice-admiraal.	2	1
2776	3251	Peer	van	1.0	1.0	J.	0					0		0		2	1
2777	3252	Boeye	Schuurbeque	1.0	1.0	Leendert	0					0		0		2	1
2778	3253	Vaillant		1.0	1.0	Christiaan Everard	0				1746.0	0	1829.0	0		2	1
2779	3258	Iddekinge	van	1.0	1.0	W.J.N.	0					0		0		2	0
2780	3260	Hoorn	van	1.0	1.0	Quirijn Wilhelm	0		Noordwijkerhout	De Zilk	1730.0	0	1797.0	0		2	1
2781	3261	Quesne	Du	1.0	1.0	J.P.	0					0	1796.0	0		2	1
2782	3262	Liebeherr	von	1.0	1.0	Bogislaus Frederik	0				1756.0	0	1821.0	0		2	1
2783	3263	Bulderen	van	1.0	1.0	Hendrik Gerrit	0					0		0		2	1
2784	3264	Hartman		1.0	3.0	Charles Antonie	0				1747.0	0	1821.0	0		2	1
2785	3265	Ridder	de	1.0	1.0	Jan Pieter	0				1741.0	0	1801.0	0		2	1
2786	3266	Teylingen	van	1.0	4.0	Jan	0				1721.0	0	1801.0	0		2	1
2787	3267	Tinne		1.0	1.0	Philippe Frédéric	0				1772.0	0	1844.0	0		2	1
2788	3269	Oldenbarneveld genaamd Witte Tullingh	van	1.0	4.0	Hendrik Justus	0				1745.0	0	1795.0	0		2	1
2789	3271	Beelaerts		1.0	1.0	Paulus	0					0		0		2	1
2790	3272	Winkelman		1.0	4.0	J.	0					0		0		2	1
2791	3275	Nes van Meerkerk	van	1.0	1.0	Jacobus	0		Oucoop	Meerkerk	1732.0	0	1803.0	0		2	1
2792	3278	Romswinkel		1.0	1.0	M	0					0		0		2	1
2793	3280	Duirvelt		1.0	1.0	Petrus Bernardus	0				1746.0	0	1802.0	0		2	1
2794	3281	Falck		1.0	1.0	George Carel	0				1744.0	0	1820.0	0		2	1
2795	3282	Rhijn	van	1.0	1.0	Johannes Matthias	0				1746.0	0	1801.0	0		2	1
2796	3286	Vos van Steenwijk	de	1.0	1.0	C.W.	0					0		0	Overig: de commissie van De Vos van Steenwijk naar de Staten-Generaal op de laatste zittingsdag was vooral van symbolische betekenis.	2	1
2797	3287	Maanen	van	1.0	1.0	Jacobus Adriaansz.	0				1752.0	0	1822.0	0		2	1
2798	3288	Radermacher		1.0	4.0	Daniël	0				1722.0	0	1803.0	0		2	1
2799	3289	Superville	de	1.0	1.0	Daniel Jacques	0				1760.0	0	1846.0	0		2	1
2800	3290	Siccama		1.0	1.0	Willem	0				1763.0	0	1844.0	0		2	1
2801	3292	Vos van Avezaat		1.0	1.0	Willem	0					0		0		2	1
2802	3293	Coops		1.0	1.0	A.	0					0		0		2	1
2803	3294	Royen	van	1.0	1.0	J.J.	0					0		0		2	1
2804	3295	Slingenberg		1.0	1.0	Berend	0				1769.0	0	1849.0	0		2	1
2805	3296	Hondt	de	1.0	1.0	Pieter Adriaan	0					0		0		2	1
2806	3297	Kuyper		1.0	1.0	Caspar	0					0		0		2	1
2807	3298	Washington		1.0	1.0	Jacobus	0					0		0		2	1
2808	3299	Tour	du	1.0	4.0	Daniël Pompejus	0				1736.0	0	1812.0	0		2	1
2809	3300	Hamel	van	1.0	1.0	Petrus Theodorus	0					0		0		2	1
2810	3301	Suchtelen	van	1.0	1.0		0					0		0		2	1
2811	3302	Bonnet		1.0	1.0	Cornelis	0				1718.0	1		0		2	1
2812	3303	Sluis	van der	1.0	1.0	G.W.	0					0		0		2	1
2813	3304	Faay		1.0	1.0	J.	0					0		0		2	1
2814	3306	Richard		1.0	1.0	P.C.H.	0					0		0		2	1
2815	3307	Nieuwenhuisen		1.0	1.0	H.	0					0		0	Overig: Nieuwenhuisen werd niet toegelaten tot het afleggen van de eed en onmiddellijk ontslagen. Hij droeg daarna formeel de charters weer over.	2	1
2816	3308	Hoffman		1.0	1.0	M.F.	0					0		0		2	1
2817	3309	Brand		1.0	1.0	A.	0					0		0		2	1
2818	3312	Bois	Du	1.0	1.0		0					0		0		2	1
2819	3316	Heilbron Czn.		1.0	1.0	David	0				1762.0	0	1847.0	0		2	0
2820	3323	Stralen	van	1.0	1.0	Simon	0				0.0	0	0.0	0		2	1
2821	3324	Loder		1.0	1.0	Jan Marie	0				0.0	0	0.0	0		2	1
2822	3325	Brocx		1.0	4.0	Arnoldus	0				1779.0	0	1861.0	0		2	1
2823	3326	Muller		1.0	1.0	F.C.	0					0		0		2	1
2824	3327	Scheidius		1.0	1.0	G.G.C.	0					0		0		2	1
2825	3328	Hermans		1.0	1.0	A.	0					0		0		2	1
2826	3331	Deventer	van	1.0	1.0	W.	0					0		0		2	1
2827	3332	Kuyk	van	1.0	1.0	J.	0					0		0		2	1
2828	3333	Sweers		1.0	1.0	Hendrik	0					0		0		2	1
2829	3334	Crimpen	van	1.0	1.0	Pieter Gideon	0					0		0		2	1
2830	3336	Cremer		1.0	1.0	Cornelis Willem	0					0		0		2	1
2831	3337	Streng		1.0	1.0	Jacob Siegfried	0					0		0		2	1
2832	3338	Reiche		1.0	1.0	Christoph Anton	0					0		0		2	1
2833	3339	Mighels		1.0	1.0	H.	0				0.0	0	0.0	0		2	1
2834	3340	Blom		1.0	1.0	Willem Frederik	0					0		0		2	1
2835	3341	Wit	de	1.0	1.0	Fop	0					0	1810.0	0		2	1
2836	3342	Medenbach Wakker	van	1.0	1.0	F.L.	0					0		0		2	1
2837	3343	Jeune	Le	1.0	1.0	J.C.W.	0					0		0		2	1
2838	3344	Stapper		1.0	1.0	J.	0					0		0		2	1
2839	3345	Klein		1.0	1.0	W.	0					0		0		2	1
2840	3346	Brand	Kieler	1.0	1.0	J.	0					0		0		2	1
2841	3350	Eekhout		1.0	1.0	Roelof	0					0		0		2	1
2842	3351	Merwede	van der	1.0	1.0	J.F.	0					0		0		2	1
2843	3352	Gerdner		1.0	1.0	Pieter	0					0		0		2	1
2844	3353	Cappelle	van	1.0	1.0	Aart	0					0		0		2	1
2845	3355	Brocx		1.0	1.0	P.H.	0					0		0		2	1
2846	3356	Cokart		1.0	1.0	J.	0					0		0		2	1
2847	3358	Bonte		1.0	1.0	Pieter	0					0		0		2	1
2848	3360	Heiden	van der	1.0	1.0	Martinus F.	0					0		0		2	1
2849	3361	Beer Poortugaal	den	1.0	4.0	Jacobus Catharinus	0				1775.0	0	1813.0	0		2	1
2850	3362	Grebel	de	1.0	1.0	J.C.G.	0				0.0	0	0.0	0		2	1
2851	3363	Versluis		1.0	1.0	Joh.Th.	0					0		0		2	1
2852	3364	Frescarode		1.0	1.0	J.H. senior	0					0		0		2	1
2853	3366	Rooy	van	1.0	1.0	E.J.	0					0		0		2	1
2854	3368	Mascheck		1.0	1.0	J.J.	0					0		0		2	1
2855	3370	Muller		1.0	1.0	Abraham	0				1785.0	1	1853.0	0		2	1
2856	3371	Bleiswijk Parde	van	1.0	1.0	Abraham	0					0		0		2	1
2857	3374	Meyer		1.0	1.0	H.J.	0					0		0		2	1
2858	3377	Verspyck	Baert	1.0	1.0	Edmond Josua	0				1777.0	0	1848.0	0		2	1
2859	3378	Frescarode		1.0	1.0	Jan Theodore	0					0		0		2	1
2860	3379	Toutlemonde		1.0	1.0	R.	0					0		0		2	1
2861	3380	Koopman		1.0	1.0	Jan G.	0					0		0		2	1
2862	3384	Speet		1.0	1.0	Pieter	0					0		0		2	1
2863	3387	Wilde	de	1.0	1.0	F.	0					0		0		2	1
2864	3390	Ray	van	1.0	1.0	Carel Alexander	0					0		0		2	1
2865	3391	Gey		1.0	1.0	Nicolaas Claudius	0					0		0		2	1
2866	3392	Warmvliet Cambier	van	1.0	1.0	Pieter Willem	0					0		0		2	1
2867	3393	Pellerin		1.0	4.0	P.H.	0					0		0		2	1
2868	3394	Ligthart		1.0	1.0	Mijndert Henricus	0					0		0		2	1
2869	3396	Heeckeren	van	1.0	4.0	Ludolph Frederik Hendrik	0				1758.0	0	1798.0	0		2	1
2870	3398	Hosteijn		1.0	1.0	Pieter	0				1773.0	1		0		2	1
2871	3399	Lastdrager		1.0	1.0	Abraham Johannes	0				1787.0	1		0		2	1
2872	3400	Ledeman		1.0	1.0	Frederik junior	0				1788.0	1		0		2	1
2873	3401	Neufville		1.0	1.0	Abraham	0				1787.0	0	1871.0	0		2	1
2874	3402	Ormel		1.0	1.0	Hermanus	0				1768.0	1		0		2	1
2875	3403	Schiffer		1.0	1.0	Hermanus	0				1787.0	1		0		2	1
2876	3404	Betouw	in de	1.0	4.0	Alexander	0				1752.0	0		0		2	1
2877	3405	Leeuwen	van	1.0	1.0	Jan JDzn	0				1770.0	0	1837.0	0		2	1
2878	3407	Heuvel	van den	1.0	1.0	Martinus	0					0		0		2	1
2879	3408	Colebrander		1.0	1.0	Frederik Christiaan	0				1756.0	0	1836.0	0		2	1
2880	3409	Muelen	van der	1.0	1.0	Jan Carel	0				1738.0	0	1828.0	0		2	1
2881	3410	Wijers		1.0	1.0	Gerrit Jan	0				1750.0	0		0		2	1
2882	3411	Ketelaar		1.0	1.0	Jan Baptista	0				1745.0	0	1845.0	0		2	1
2883	3412	Coops		1.0	1.0	Hendrik Jansz.	0				1738.0	0	1819.0	0		2	1
2884	3413	Ketjen		1.0	1.0	G.J.	0					0		0		2	1
2885	3414	Wanroy	van	1.0	1.0	Hendrik Jan	0				1766.0	0		0		2	1
2886	3415	Egberts		1.0	1.0	Bernard	0				1749.0	0	1815.0	0		2	1
2887	3416	Heijdenrijk		1.0	1.0	Otto Diederik	0				1753.0	0	1808.0	0		2	1
2888	3417	Hummelink		1.0	1.0	Johan Arnold	0				1766.0	0	1850.0	0		2	1
2889	3418	Haitink		1.0	4.0	Jan Bernardus	0				1763.0	0		0		2	1
2890	3419	Nijman		1.0	1.0	Joachimus HJ zn.	0				1739.0	0	1799.0	0		2	1
2891	3421	Wilmerink		1.0	1.0	Gerrit	0					0		0		2	1
2892	3424	Clarion		1.0	1.0	Robert Charles	0				1736.0	0	1818.0	0	Persoonsgegevens: de identificatie is niet zeker.	2	1
2893	3425	Vos		1.0	4.0	Gerrit	0				1775.0	0	1852.0	0		2	1
2894	3427	Zijlstra		1.0	1.0	Dirk Gales	0					0		0		2	1
2895	3428	Keuning		1.0	1.0	Abel Wybrens	0					0		0		2	1
2896	3429	Jans		1.0	1.0	Klaas	0					0		0		2	1
2897	3430	Tinga		1.0	1.0	Jan Jans	0					0		0		2	1
2898	3431	Dijk	van	1.0	1.0	Geert Rinzes	0					0		0		2	1
