	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	Eindcontrole
0	1	Röell		3.0	6.0	Willem Frederik	1				1767.0	0	1835.0	0	"Adelspredicaat: 1815/adelstitel: 1819.
Overig: bij KB van 20 juni 1810 no. 26 werd aan Röell twee maanden verlof verleend om de wateren te gaan gebruiken."	2	1
1	2	Mollerus		3.0	4.0	Johan Hendrik	1		Westkerke	Wulpendaal	1750.0	0	1834.0	0	"Adelspredicaat: 1816/adelstitel: 1820.
Overig: Mollerus werd op 27 mei 1809 met de rang en het traktement van Minister belast met de uitvoering van de Wet omtrent de Constitutionele Adel."	2	1
2	3	Lodewijk Napoleon		0.0	0.0		0				1778.0	0	1846.0	0		2	1
3	4	Crommelin	van Wickevoort	0.0	4.0	Jan Pieter	0				1763.0	0	1837.0	0		2	1
4	6	Appelius		0.0	4.0	Jean Henry	0				1767.0	0	1828.0	0	Overig: na 13 februari 1807 was Appelius zowel Secretaris-Generaal als lid van de Staatsraad in gewone dienst. In september 1808 kwam hij in Buitengewone Dienst.	2	1
5	8	Cambier		0.0	4.0	Jacob Jan	0				1756.0	0	1831.0	0	Overig: bij KB van 3 maart 1810 no. 1 werd Cambier reeds tijdelijk mede belast met de portefeuille van Oorlog.	2	1
6	9	Reuvens		0.0	4.0	Jan Everard	0				1763.0	0	1816.0	0	Overig: Reuvens werd bij KB van 3 maart 1810 no. 1 reeds belast met de portefeuille van Minister Vice-President van de Staatsraad, met zitting in de Raad van Ministers.	2	1
7	10	Dassevael		0.0	0.0	Steven	0				1771.0	0	1838.0	0	"Overig: op 31 december 1810 werd besloten dat Dassevael voorlopig de functie zou uitoefenen van Archivist van het Commandement van het Generaal Gouvernement van Holland.
Op 9 maart 1798 was Dassevael voor het Provisioneel Uitvoerend Bewind gerequireerd.
Op 15 mei 1798 bedankt Dassevael voor zijn post als algemeen secretaris van het Uitvoerend Bewind omdat hij de in de Staatsregeling van mei 1798 vereiste leeftijd van dertig jaar nog niet had bereikt. Hem werd verzocht te continueren in afwachting van een rapport van Vreede.
Op 18 september 1801 schaarde Dassevael zich aan de zijde van president Ermerins in het conflict met andere leden van het Uitvoerend Bewind inzake de invoering van de nieuwe constitutie. Hij verliet de vergadering en Pijman nam de taak van secretaris op zich. Verder heeft hij geen consequenties getrokken."	2	1
8	11	Groen van Prinsterer		0.0	3.0	Petrus Jacobus	0				1764.0	0	1837.0	0		2	1
9	13	Aeneae		0.0	0.0	Henricus	0				1743.0	0	1810.0	0		2	1
10	15	Twent van Raephorst		9.0	4.0	Adriaan Pieter	1		Raaphorst	Rozenburg	1745.0	0	1816.0	0	"Adelstitels: graaf van Rozenburg 1810, comte 1811.
Overig: Twent werd op 6 juli 1806 benoemd tot Honorair Kamerheer van Lodewijk Napoleon."	2	1
11	17	Goes	van der	3.0	4.0	Maarten	1				1751.0	0	1826.0	0	Adelstitels: baron (Empire) 1813/jonkheer 1814/baron 1821.	2	1
12	18	Bosscha		0.0	0.0	Johannes	0				1767.0	0	1810.0	0		2	1
13	19	Hooff	van	0.0	1.0	Joannes Franciscus Rudolphus	0				1755.0	0	1816.0	0	Overig: op 8 mei 1807 kreeg de Minister van Justitie en Politie twee maanden verlof tot herstel en nam de Minister van Buitenlandse Zaken Van der Goes voorlopig de portefeuille waar. Op 22 mei 1807 nam Staatsraad Cambier de portefeuille over in afwachting van een nieuwe benoeming, geassisteerd door Meerman van der Goes.	2	1
14	20	Verhoysen		0.0	4.0	Petrus	0				1757.0	0	1835.0	0		2	1
15	21	Brakel	van	0.0	4.0	Cornelis Jacob	0					0		0		2	1
16	22	Bousquet		0.0	0.0	J.	0					0		0		2	1
17	23	Maanen	van	0.0	4.0	Cornelis Felix	0				1769.0	0	1846.0	0		2	1
18	25	Gogel		0.0	0.0	Isaac Jan Alexander	0				1765.0	0	1821.0	0		2	1
19	26	Canneman		0.0	0.0	Elias	0				1777.0	0	1861.0	0		2	1
20	27	Heim	van der	0.0	4.0	Paulus	1	jonkheer			1753.0	0	1823.0	0	"Adelspredicaat: 1815.
Overig: bij KB van 20 juni 1810 no. 27 werd Van der Heim belast met de waarneming van de portefeuille van Buitenlandse Zaken."	2	1
21	28	Vosmaer		0.0	4.0	Willem Carel	0				1749.0	0	1818.0	0		2	1
22	29	Mist	Uitenhage de	0.0	4.0	Jacob Abraham	0				1749.0	0	1823.0	0	"Persoonsgegevens: naamstoevoeging 'Uitenhage' in 1817.
Overig: op 6 juni 1799 werd De Mist benoemd tot raadsheer in het Departementaal Gerechtshof van de Amstel, dat nooit heeft gefunctioneerd."	2	1
23	30	Bonhomme		0.0	0.0	Henri Damas	0				1747.0	0	1826.0	0	Overig: Bonhomme was Luitenant-Generaal.	2	1
24	31	Piepers		0.0	0.0	Marinus	0				1771.0	0	1861.0	0		2	1
25	32	Hogendorp	van	9.0	0.0	Dirk	1				1761.0	0	1822.0	0	"Adelstitel: comte 1811.
Overig: Van Hogendorp was van 7 december 1807 tot mei 1809 Minister plenipotentiaris te Wenen."	2	1
26	34	Krayenhoff		0.0	0.0	Cornelis Rudolphus Theodorus	0				1758.0	0	1840.0	0		2	1
27	35	Ver Huell		9.0	0.0	Carel Hendrik	1		Kemnade		1764.0	0	1845.0	0	Adelstitels: graaf van Sevenaer 1810, comte 1811.	2	1
28	37	Jongh	de	0.0	0.0	J.	0					0		0		2	1
29	38	Meerman van Dalem		9.0	4.0	Johan	1		Dalem	Vuren	1753.0	0	1815.0	0	Adelstitel: comte 1812.	2	1
30	41	Nederburgh		0.0	4.0	Sebastiaan Cornelis	0				1762.0	0	1811.0	0		2	1
31	42	Bosch	van den	0.0	0.0	Johan Diederik	0					0		0		2	1
32	43	Boellaard		0.0	4.0	Dirk	0				1740.0	0	1826.0	0		2	1
33	45	Loke		0.0	4.0	Jacobus Douw	0				1779.0	0	1837.0	0		2	1
34	46	Udemans	Claudoré	0.0	0.0	A.	0					0		0		2	1
35	48	Wenckebach		0.0	0.0	Caspar Johan	0				1765.0	0	1850.0	0		2	1
36	50	Queysen		0.0	4.0	Willem	0				1754.0	0	1817.0	0		2	1
37	51	Hinlopen		0.0	4.0	Jan	0				1759.0	0	1808.0	0	Persoonsgegevens: overleden 21 december 1808.	2	1
38	52	Jacobson		0.0	4.0	Gerrit Jan	0				1757.0	0	1816.0	0		2	1
39	53	Cuvillier-Fleury		0.0	0.0	Jean-Louis	0					0		0		2	1
40	54	Exrik		0.0	4.0	Joan Anthony	0				1758.0	0	1836.0	0		2	1
41	55	Slicher		0.0	0.0	Nicolaas Lodewijk Ernst	0				1775.0	0	1819.0	0		2	1
42	56	Margadant		0.0	0.0	Cornelis	0					0		0		2	1
43	57	Bordes	de	0.0	4.0	Tobie Constantin	0				1772.0	0	1845.0	0		2	1
44	58	Gillet-Ducoudray		0.0	0.0	Amédé-Madeleine-Charles	0					0		0		2	1
45	59	Vitringa		0.0	4.0	Lambertus Julius	0				1753.0	0	1810.0	0	Overig: Vitringa had enige tijd op ad-hoc basis gefungeerd als een van de Landsadvocaten voor de militaire justitie, maar kon in september 1798 niet in het betreffende college worden benoemd omdat hij reeds zitting had in het Vertegenwoordigend Lichaam. Later is dit blijkbaar toch gebeurd, want hij declareert tot in 1802 toe.	2	1
46	60	Cloux	Du	0.0	0.0	Paul Philippe	0				1770.0	0	1829.0	0		2	1
47	63	Wijn	van	0.0	0.0	Henricus	0				1740.0	0	1831.0	0		2	1
48	64	Kops		0.0	10.0	Jan	0				1765.0	0	1849.0	0		2	1
49	65	Metelerkamp		0.0	4.0	Rutger	0				1772.0	0	1836.0	0		2	1
50	66	Fokker		0.0	3.0	Johan Pieter	0				1755.0	0	1831.0	0		2	1
51	68	Conrad		0.0	0.0	Frederik Willem	0				1769.0	0	1808.0	0		2	1
52	69	Goudriaan		0.0	0.0	Adriaan Franciscus	0					0		0		2	1
53	70	Gevers		0.0	4.0	Abraham	0		Noord-Nieuwland		1762.0	0	1818.0	0	Overig: op 8 april 1799 werd Gevers benoemd tot raadsheer in het Departementaal Gerechtshof van de Schelde en Maas, dat echter nooit heeft gefunctioneerd.	2	1
54	71	Cambacérès		12.0	0.0	Jean-Jacques-Régis	1				1753.0	0	1824.0	0	Adelstitel: prince-duc de Parme 1808.	2	1
55	72	Napoleon		0.0	0.0		0				1769.0	0	1821.0	0		2	1
56	73	Maret		11.0	0.0	Hugues-Bernard	1				1763.0	0	1839.0	0	Adelstitel: duc de Bassano 1809.	2	1
57	74	Daru		9.0	0.0	Pierre-Antoine-Noël-Bruno	1				1767.0	0	1829.0	0	Adelstitel: comte 1809.	2	1
58	75	Collin de Sussy		9.0	0.0	Jean-Baptiste	1				1750.0	0	1826.0	0	Adelstitel: comte 1808.	2	1
59	76	Decrès		11.0	0.0	Denis	1				1761.0	0	1820.0	0	Adelstitel: comte 1808, Duc 1813.	2	1
60	78	Lacuée		9.0	0.0	Jean Gérard	1				1752.0	0	1841.0	0	Adelstitel: comte de Cessac 1808.	2	1
61	79	Bigot de Préameneu		9.0	0.0	Félix-Julien-Jean	1				1747.0	0	1825.0	0	Adelstitel: comte 1808.	2	1
62	80	Champagny	de Nompère de	0.0	0.0	Jean Baptiste	0				1756.0	0	1834.0	0	Adelstitel: duc de Cadore 1809.	2	1
63	81	Gaudin		11.0	0.0	Martin Michel Charles	1				1756.0	0	1841.0	0	Adelstitel: duc de Gaëte 1809.	2	1
64	82	Mollien		9.0	0.0	Nicolas-François	1				1758.0	0	1850.0	0	Adelstitel: comte 1808.	2	1
65	83	Bachasson de Montalivet		9.0	0.0	Jean-Pierre	1				1766.0	0	1823.0	0		2	1
66	84	Régnier		0.0	0.0	Claude Ambroise	0				1746.0	0	1815.0	0	Adelstitel: duc de Massa 1809.	2	1
67	85	Savary		0.0	0.0	Anne Jean Marie René	0				1774.0	0	1833.0	0	Adelstitel: duc de Rovigo 1808.	2	1
68	86	Molé		9.0	0.0	Mathieu-Louis	1				1781.0	0	1855.0	0	Adelstitel: comte 1809.	2	1
69	87	Bergon		9.0	0.0	Joseph-Alexandre	1				1741.0	0	1824.0	0	Adelstitel: comte 1811.	2	1
70	88	Laumond		9.0	0.0	Jean-Charles-Joseph	1				1753.0	0	1825.0	0	Adelstitel: comte 1809.	2	1
71	89	Barbé de Marbois		9.0	0.0	François	1				1745.0	0	1837.0	0	Adelstitel: comte 1813.	2	1
72	90	Duchâtel		9.0	0.0	Charles-Jacques-Nicolas	1				1751.0	0	1844.0	0	Adelstitel: comte 1808.	2	1
73	91	Truguet		0.0	0.0	Laurent Jean François	0				1752.0	0	1839.0	0		2	1
74	92	Villiers du Terrage	de	0.0	0.0	Paul-Étienne	0				1774.0	0	1858.0	0	Overig: Devilliers was voordien Commissaire Général te Boulogne.	2	1
75	93	Réal		9.0	0.0	Pierre-François	1				1757.0	0	1834.0	0	Adelstitel: comte 1808.	2	1
76	94	Moncey	de Jannot de	11.0	0.0	Bon-Adrien	1				1754.0	0	1842.0	0	Adelstitel: duc de Conegliano 1808.	2	1
77	95	Muraire		9.0	0.0	Honoré	1				1750.0	0	1837.0	0	Adelstitel: comte 1808.	2	1
78	97	Toulon	van	0.0	4.0	Lodewijk	0				1767.0	0	1840.0	0		2	1
79	98	Chamans de La Valette		9.0	0.0	Antoine-Marie	1				1769.0	0	1830.0	0	Adelstitel: comte 1809.	2	1
80	99	Fontanes	de	9.0	0.0	Jean-Pierre-Louis	1				1757.0	0	1821.0	0	Adelstitel: comte 1808.	2	1
81	100	Lebrun		12.0	0.0	Charles-François	1				1739.0	0	1824.0	0	Adelstitel: prince, duc de Plaisance 1808	2	1
82	101	Hortensia Eugenia (Hortense) de Beauharnais		0.0	0.0		0				1783.0	0	1837.0	0	Overig: Koningin Hortense had na de abdicatie van Lodewijk Napoleon moeten optreden als regentesse voor haar zoon, maar heeft die taak nooit aanvaard.	2	1
83	103	Schimmelpenninck		9.0	4.0	Rutger Jan	1		Nijenhuis	Peckedam	1761.0	0	1825.0	0	"Adelstitel: comte 1811.
Overig: in juli 1806 bedankte Schimmelpenninck voor het hem conform de constitutie aangeboden presidentschap van het Wetgevend Lichaam."	2	1
84	105	Alichoux de Sénégra	d'	0.0	0.0	Jean Paul Marie	0				1775.0	1		0		2	1
85	107	Hoogstraten	van	0.0	1.0	Samuel	0		Hei- en Boeicop	Woubrugge	1756.0	0	1830.0	0		2	1
86	108	Besier		0.0	4.0	Augustijn Gerhard	0				1756.0	0	1829.0	0		2	1
87	109	Pierre	de la	0.0	4.0	Abraham Jacques	0				1750.0	0	1837.0	0		2	1
88	110	Kooten	van	0.0	0.0	Theodorus	0				1749.0	0	1813.0	0		2	1
89	112	Voet		0.0	0.0	Johannes Eusebius	0					0		0		2	1
90	113	Badon Ghijben		0.0	0.0	Johannes	0				1764.0	0	1831.0	0		2	1
91	114	Buys		0.0	4.0	Willem Berend	0				1752.0	0	1832.0	0		2	1
92	115	Pijman		0.0	0.0	Gerrit Jan	0				1750.0	0	1839.0	0		2	1
93	117	Juchem	van	0.0	0.0	Hendrik	0				1768.0	0	1808.0	0		2	1
94	119	Villepoix	de	0.0	0.0	François Noel	0				1745.0	0	1813.0	0		2	1
95	120	Warendorff		0.0	0.0	J.B.	0					0		0		2	1
96	121	Ruygendijk		0.0	0.0	J.	0					0		0		2	1
97	122	Man	de	0.0	1.0	Maximiliaan Jacob	0				1765.0	0	1838.0	0		2	1
98	123	Schelle	van	0.0	0.0	Jan David	0				1782.0	0	1825.0	0		2	1
99	124	Spoors		0.0	0.0	Jacob	0					0		0		2	1
100	125	Lesné-Harel van Kessel	de	0.0	0.0	Edouard Jacques	0		Kessel		1757.0	0		0	Overig: in 1807 was Lesné-Harel Directeur-Generaal van de Schouwburgen.	2	1
101	126	Duroc		11.0	0.0	Géraud-Christophe-Michel	1				1772.0	0	1813.0	0	Adelstitel: duc de Frioul 1808.	2	1
102	127	Montesquiou de Fezensac	de	9.0	0.0	Élisabeth-Pierre	1				1764.0	0	1834.0	0	Adelstitel: comte 1809.	2	1
103	130	Garnier		9.0	0.0	Germain	1				1754.0	0	1821.0	0	Adelstitel: comte 1808.	2	1
104	131	Merlin de Douai		9.0	0.0	Philippe-Antoine	1				1754.0	0	1838.0	0	Adelstitel: comte 1810.	2	1
105	132	Henrion		10.0	0.0	Pierre-Paul-Nicolas	1				1742.0	0	1829.0	0	Adelstitel: baron de Pansey 1810.	2	1
106	134	Frémin de Beaumont		0.0	0.0	Nicolas	0				1744.0	0	1820.0	0		2	1
107	135	Coninck	de	5.0	4.0	Patrice Charles Ghislain	1				1770.0	0	1827.0	0	Adelstitel: 1816.	2	1
108	137	Stassart	de	10.0	0.0	Goswin-Joseph-Augustin	1				1780.0	0	1854.0	0	"Adelstitel: baron (Empire) 1810.
Overig: in 1810 was De Stassart Préfet van het Departement Vaucluse."	2	1
109	138	Hofstede		0.0	4.0	Petrus	0				1755.0	0	1839.0	0		2	1
110	142	Kempenaer	van Andringa de	0.0	1.0	Regnerus Livius	0				1752.0	0	1813.0	0	"Overig: Algemeen Nederlandsch Familieblad noemt zitting in de Admiraliteit in Friesland. Dit wordt echter door andere bronnen niet bevestigd.
Was grietman van Lemsterland 1772-1795."	2	1
111	143	Vischer de Celles	de	9.0	0.0	Antoine-Philippe-Fiacre-Ghislain	1				1779.0	0	1841.0	0	"Adelstitel: comte 1809.
Overig: in 1810 was Vischer de Celles Préfet van het Departement Loire Inférieure."	2	1
112	144	Garnier		0.0	0.0	Jean Baptiste	0				1756.0	0	1817.0	0		2	1
113	145	Ville-sur-Illon	de La	4.0	0.0	Bernard Germain Étienne	1				1756.0	0	1825.0	0	Adelstitel: comte de Lacépède.	2	1
114	146	Dejean		9.0	0.0	Jean-François-Aimé	1				1749.0	0	1824.0	0	Adelstitel: comte 1808.	2	1
115	149	Marcel		0.0	0.0	Jean-Joseph	0				1776.0	0	1854.0	0		2	1
116	150	Gohier		0.0	0.0	Louis-Jérôme	0				1746.0	0	1830.0	0		2	1
117	151	Maupertuis	de	0.0	0.0		0					0		0		2	1
118	152	Sadet		0.0	0.0		0					0		0		2	1
119	153	Gérando	de	0.0	0.0	Joseph-Marie	0				1772.0	0	1842.0	0		2	1
120	154	Bertrand		0.0	0.0	Dominique	0					0		0		2	1
121	155	Conny		0.0	0.0		0					0		0	Persoonsgegevens: geslachtsnaam mogelijk De la Faye of de Valiron.	2	1
122	157	Courtin		0.0	0.0		0					0		0		2	1
123	159	Daunou		0.0	0.0	Pierre-Claude-François	0				1761.0	0	1840.0	0		2	1
124	162	Sanson		9.0	0.0	Nicolas-Antoine	1				1756.0	0	1824.0	0	Adelstitel: comte 1808.	2	1
125	163	Dumas		9.0	0.0	Guillaume-Mathieu	1				1753.0	0	1837.0	0	Adelstitel: comte 1810.	2	1
126	164	Berlier		9.0	0.0	Théophile	1				1761.0	0	1844.0	0	Adelstitel: comte 1808.	2	1
127	166	Abbema		0.0	0.0	Jacob Carel	0				1749.0	0	1835.0	0	"Overig: in 1807 was Abbema Generaal-Majoor. Abbema werd in 1812 gearresteerd voor ""concussion"" tijdens de uitoefening van zijn functie en op 20 maart 1812 bij decreet van de Keizer vrijgelaten."	2	1
128	167	Gestas	de	0.0	0.0	H.	0					0		0		2	1
129	169	Citters	van	0.0	0.0	A.M.	0					0		0		2	1
130	170	Citters	van	0.0	0.0		0					0		0		2	1
131	173	Busche		0.0	0.0	Antoine	0				1776.0	0	1856.0	0		2	1
132	174	Stuers	de	10.0	0.0	Joseph Pierre Adrien Louis	1				1783.0	0	1827.0	0		2	1
133	175	Haw		0.0	0.0	Guillaume-Georges-Nicolas	0				1783.0	0	1862.0	0		2	1
134	178	Lilaar	van	0.0	1.0	Franciscus Josephus	0				1737.0	0	1820.0	0	Overig: voormalig Maire van Amersfoort.	2	1
135	179	Limburg Stirum	van	4.0	0.0	Otto Ernst Gelder	1				1752.0	0	1826.0	0	Adelspredicaat: 1814/adelstitel: 1814.	2	1
136	180	Lynden	van	0.0	0.0	Jan Hendrik	1	jonkheer	Lunenburg		1765.0	0	1854.0	0	Adelspredicaat: 1814.	2	1
137	181	Vos van Steenwijk	de	3.0	4.0	Carel	1		Dikninge	Hogenhof	1759.0	0	1830.0	0	"Adelstitels: baron (Empire) 1812/jonkheer 1816/baron 1821 (aanvaardde in 1814 de benoeming in de ridderschap niet, in 1816 wel).
Overig: van 4 tot 9 juni waarnemend Raadpensionaris na het aftreden van Schimmelpenninck."	2	1
138	182	Cremers		0.0	4.0	Epimachus Jacobus Ignatius	0				1766.0	0	1815.0	0		2	1
139	183	Galen	van	0.0	4.0	Jasper	0				1767.0	0	1839.0	0		2	1
140	184	Rengers	Juckema van Burmania	3.0	1.0	Lamoraal Joachim Johan	1				1757.0	0	1831.0	0	Adelstitels: baron (Empire) 1813?/baron 1822.	2	1
141	186	Grasveld	van	0.0	0.0	Carel Hendrik	0				1766.0	0	1841.0	0		2	1
142	188	Westrenen van Themaat	van	0.0	4.0	Pieter Hieronymus	0		Themaat	Houdringen	1768.0	0	1845.0	0		2	1
143	191	Bénardière	La	0.0	0.0		0					0		0		2	1
144	192	Durant jeune		0.0	0.0		0					0		0		2	1
145	194	Thuret		0.0	0.0		0					0		0	Persoonsgegevens: uit Amsterdam.	2	1
146	196	Maillard		0.0	0.0	Charles-Jean-Firmin	0				1774.0	0	1854.0	0	Overig: de taken van Maillard werden wegens zijn ziekte op arrêté van de Intendant de l' Intérieur en Hollande vanaf 9 februari 1812 waargenomen door de Auditeur au Conseil d' État Decazes.	2	1
147	197	Blanken Jansz.		0.0	0.0	Jan	0				1755.0	0	1838.0	0		2	1
148	200	Ferrier		0.0	0.0	François-Louis-Auguste	0				1777.0	0	1861.0	0		2	1
149	201	Bérenger		9.0	0.0	Jean	1				1767.0	0	1850.0	0	Adelstitel: comte 1808.	2	1
150	202	Nantes	de	0.0	0.0	Antoine François	0					0		0		2	1
151	203	Maret		9.0	0.0	Jean-Philibert	1				1758.0	0	1827.0	0	Adelstitel: comte 1809.	2	1
152	204	Leroux		0.0	0.0	François	0					0		0		2	1
153	207	Winter	van	9.0	0.0	Jan Willem	1				1761.0	0	1812.0	0	Adelstitels: graaf van Huessen mei 1810; comte 1811	2	1
154	208	Verdooren van Asperen		0.0	0.0	Gerrit	0				1757.0	0	1824.0	0		2	0
155	209	Kikkert		0.0	0.0	Albert	0				1762.0	0	1819.0	0		2	1
156	210	Froment		0.0	0.0		0					0		0		2	1
157	211	Delacour		0.0	0.0		0					0		0		2	1
158	212	Vaucresson	De	0.0	0.0		0					0		0		2	1
159	213	Hoek		0.0	0.0		0					0		0		2	1
160	214	Roepel		0.0	0.0	Antonie	0					0		0		2	1
161	217	Boeye	Schuurbeque	0.0	4.0	Samuel	0					0		0		2	1
162	220	Bonnechose	de	0.0	0.0		0					0		0		2	1
163	221	Jannesson		0.0	0.0	Sébastien-Louis-Joseph	0				1779.0	0	1864.0	0		2	1
164	222	Brienen	van	3.0	0.0	Willem Joseph	1		Groote Lindt	Dortsmonde	1760.0	0	1839.0	0	Adelstitels: baron (Empire) 1811/baron 1814.	2	1
165	223	Delprat		0.0	9.0	Daniel	0				1758.0	0	1841.0	0	Overig: op 30 april 1810 no. 3 werd Delprat benoemd als voorlopige waarnemer van de post van Secretaris-Generaal van het Ministerie van Buitenlandse Zaken.	2	1
166	224	Napoleon Louis		0.0	0.0		0				1804.0	0	1831.0	0	"Overig: Schutte neemt Napoleon Louis als koning op, hoewel Napoleon hem niet als zodanig heeft erkend.
Koningin Hortense aanvaardde de regentschap niet en legde de zaak voor aan de Keizer als hoofd van de familie. Een commissie uit de Ministers begroette de nieuwe Koning op het Paviljoen te Haarlem op 4 juli 1810. Op 12 juli 1810 werd kennisgenomen van een brief van 9 juli 1810 van de Keizer aan de Provisionele Raad van Regentschap, waarbij deze geen genoegen nam met de troosnafstand. In het bijgaande Keizerlijke Decreet werd Holland bij Frankrijk ingelijfd."	2	1
167	225	Jonckaire	La	0.0	0.0		0					0		0		2	1
168	226	Clerget		0.0	0.0		0					0		0		2	1
169	227	Geffroy		0.0	0.0		0					0		0		2	1
170	228	Duclerc		0.0	0.0		0					0		0		2	1
171	229	Fournier		0.0	0.0	André	0					0		0		2	1
172	230	Dedem van Gelder	van	9.0	0.0	Frederik Gijsbert	1	jonkheer	Gelder		1743.0	0	1820.0	0	Adelstitel: comte 1811.	2	1
173	231	Poll	Wolters van de	9.0	4.0	Jan	1				1759.0	0	1826.0	0	"Adelstitel: comte 1811.
Overig: Wolters van de Poll was van 12 januari 1808 tot 11 januari 1811 burgemeester, daarna maire, van Amsterdam."	2	1
174	234	Meyer		0.0	0.0		0					0		0		2	1
175	235	Courtivron	de	0.0	0.0		0					0		0		2	1
176	236	Godeau d' Entraigues		0.0	0.0	Alexandre-Pierre-Amédée	0				1785.0	0	1856.0	0		2	1
177	238	Hermans		0.0	0.0		0					0		0		2	1
178	240	Spoelstra		0.0	0.0	Bernardus	0					0		0		2	1
179	242	Mollerus		0.0	0.0	G.	0					0		0		2	1
180	244	Wildeman		0.0	0.0	Jan Ernst	0				1770.0	0		0		2	1
181	245	Karsten		0.0	0.0	Jan Wiedemann	0				1775.0	0	1825.0	0		2	1
182	246	Peereboom		0.0	0.0		0					0		0		2	1
183	248	Plaat	van der	0.0	0.0	Andreas Hendrik Johan	0				1761.0	0	1819.0	0		2	1
184	250	Brunings		0.0	0.0	Christiaan	0				1736.0	0	1805.0	0	Overig: Brunings kreeg in maart 1806 een marmeren gedenkteken op 's lands kosten in de Grote Kerk in Haarlem.	2	1
185	251	Manget		0.0	0.0		0					0		0		2	1
186	252	Lennep	van	0.0	0.0	Gerardus	0				1774.0	0	1833.0	0		2	1
187	254	Muller		0.0	0.0		0					0		0		2	1
188	255	Roosing		0.0	0.0		0					0		0		2	1
189	256	Hastrel de Rivedoux	de	0.0	0.0	Étienne	0				1766.0	0	1846.0	0		2	1
190	257	Clouet		0.0	0.0		0					0		0		2	1
191	259	Delacoux de Marivault		0.0	0.0	Antoine	0				1771.0	0	1846.0	0		2	1
192	260	Lemosy		0.0	0.0		0					0		0		2	1
193	261	Bertrand de Beaumont		0.0	0.0		0					0		0		2	1
194	262	Moras	de	0.0	0.0	Constant	0					0		0		2	1
195	263	Babut		0.0	0.0		0					0		0		2	1
196	264	Eymard		0.0	0.0		0					0		0		2	1
197	265	Laisné de Gondeville		0.0	0.0		0					0		0		2	1
198	267	Marcandier		0.0	0.0		0					0		0		2	1
199	268	Forget	de	0.0	0.0	François-Alexandre	0				1787.0	0	1836.0	0		2	1
200	269	Hodshon		0.0	0.0	Jan	0				1758.0	0	1827.0	0		2	1
201	270	Bassi		0.0	0.0	Anthoni	0					0		0		2	1
202	275	Verhuell			0.0	Christiaan Anthonie	0				1760.0	0	1832.0	0		2	1
203	277	Carnin de Stade	de	0.0	0.0	Eduard	0					0		0		2	1
204	279	Omphal van IJzendoorn		0.0	0.0	Alexander Diederik	0				1752.0	0	1813.0	0		2	1
205	282	Hofstede		0.0	4.0	Coenraad Wolter Ellents	0				1784.0	0	1841.0	0		2	1
206	283	Modderman		0.0	4.0	Jan Remees	0				1778.0	0	1834.0	0		2	1
207	284	Gengoult Kuyls		0.0	0.0		0					0		0		2	1
208	285	Ducros		0.0	0.0		0					0		0		2	1
209	287	Coëls	de	0.0	0.0	Frédéric Joseph Antoine	0					0		0		2	1
210	290	Haegen de Mussain	van der	0.0	0.0	Amand	0					0		0		2	1
211	291	Linden d' Hooghvorst	van der	0.0	0.0		0					0		0		2	1
212	293	Dijckmeester		0.0	4.0	Johannes	0				1775.0	0	1837.0	0		2	1
213	295	Suermondt		0.0	0.0	Willem	0				1740.0	0	1828.0	0	Overig: Suermondt kreeg op 11 juli 1806 de rang en eerbewijzen van een Staatsraad.	2	1
214	296	Blankenheym		1.0	0.0	Carolus Jacobus	0				1767.0	0	1835.0	0	"Adelstitel: chevalier de l'Empire 1807.
Overig: Blankenheym kreeg op 11 juli 1806 de rang en eerbewijzen van een Staatsraad."	2	1
215	297	Witt	de	0.0	0.0	Willem Cornelis	0				1781.0	0	1834.0	0		2	1
216	299	Snouckaert van Schauburg		0.0	0.0	Albert Carel	0				1763.0	0	1841.0	0	Overig: Snouckaert was Intendant geweest van de paleizen te Utrecht en te Amsterdam.	2	1
217	300	Mollerus		0.0	0.0	Edzard Jacob Rutger	0				1784.0	0	1864.0	0		2	1
218	302	Jacquinot		0.0	0.0	Claude François Joseph Catherin	0					0		0		2	1
219	305	Poelman		0.0	4.0	Willem Adriaan Arnold	0					0		0		2	1
220	306	Dumarchis-Sarvaas		0.0	0.0		0					0		0		2	1
221	307	Jaubert		9.0	0.0	François	1				1758.0	0	1822.0	0	Adelstitel: comte 1808.	2	1
222	309	Brugmans		0.0	0.0	Sebaldus Justinus	0				1763.0	0	1819.0	0	Overig: Brugmans kreeg op 5 november 1806 de rang en eerbewijzen van een Staatsraad.	2	1
223	310	Marie Louise		0.0	0.0		0		Aartshertogin van Oostenrijk		1791.0	0	1847.0	0		2	1
224	313	Ermerins		0.0	4.0	François	0		Vossemeer		1753.0	0	1840.0	0	Overig: toen Zeeland deels door de vijand werd bezet is kwartierdrost Ermerins, die in Tholen moest gaan resideren, belast met de waarneming van het Landdrostambt (besluit 10 augustus 1809 no. 4).	2	1
225	315	Hoeth		0.0	4.0	Albert Willem	0				1758.0	0	1827.0	0		2	1
226	316	Swinden	van	0.0	7.0	Jean Henri	0				1746.0	0	1823.0	0		2	1
227	317	Bicker		0.0	4.0	Jan Bernd	0				1746.0	0	1812.0	0		2	1
